[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Crosbee,Mark,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_080132_Crosbee_Mark_60SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
798,9018,0.009018,[0]
799,8737,0.008737,[1]
800,8581,0.008581,[0]
801,8675,0.008675,[1]
802,8547,0.008547,[0]
803,8294,0.008294,[1]
804,8464,0.008464,[0]
805,8449,0.008449,[1]
806,8491,0.008491,[0]
807,8223,0.008223,[1]
808,8194,0.008194,[0]
809,8495,0.008495,[1]
810,8478,0.008478,[0]
811,8733,0.008733,[1]
812,9007,0.009007,[0]
813,9154,0.009154,[1]
814,9165,0.009165,[0]
815,9480,0.00948,[1]
816,9746,0.009746,[0]
817,9633,0.009633,[1]
818,9401,0.009401,[0]
819,9444,0.009444,[1]
820,9444,0.009444,[0]
821,9145,0.009145,[1]
822,8980,0.00898,[0]
823,9074,0.009074,[1]
824,9092,0.009092,[0]
825,9159,0.009159,[1]
826,9569,0.009569,[0]
827,9931,0.009931,[1]
828,10070,0.01007,[0]
829,10106,0.010106,[1]
830,9943,0.009943,[0]
831,10175,0.010175,[1]
832,9793,0.009793,[0]
833,9908,0.009908,[1]
834,9966,0.009966,[0]
835,10071,0.010071,[1]
836,10237,0.010237,[0]
837,10162,0.010162,[1]
838,9994,0.009994,[0]
839,9815,0.009815,[1]
840,9718,0.009718,[0]
841,9977,0.009977,[1]
842,10020,0.01002,[0]
843,9788,0.009788,[1]
844,9917,0.009917,[0]
845,10048,0.010048,[1]
846,10234,0.010234,[0]
847,10362,0.010362,[1]
848,10331,0.010331,[0]
849,10852,0.010852,[1]
850,11061,0.011061,[0]
851,11189,0.011189,[1]
852,11211,0.011211,[0]
853,10981,0.010981,[1]
854,10623,0.010623,[0]
855,10545,0.010545,[1]
856,10639,0.010639,[0]
857,10818,0.010818,[1]
858,10509,0.010509,[0]
859,10772,0.010772,[1]
860,10954,0.010954,[0]
861,11252,0.011252,[1]
862,11025,0.011025,[0]
863,10925,0.010925,[1]
864,11118,0.011118,[0]
865,11953,0.011953,[1]
866,11879,0.011879,[0]
867,11907,0.011907,[1]
868,11487,0.011487,[0]
869,11265,0.011265,[1]
870,10829,0.010829,[0]
871,10521,0.010521,[1]
872,10623,0.010623,[0]
873,10659,0.010659,[1]
874,10632,0.010632,[0]
875,10585,0.010585,[1]
876,10760,0.01076,[0]
877,10438,0.010438,[1]
878,10457,0.010457,[0]
879,10420,0.01042,[1]
880,10668,0.010668,[0]
881,10853,0.010853,[1]
882,10948,0.010948,[0]
883,11108,0.011108,[1]
884,11013,0.011013,[0]
885,10882,0.010882,[1]
886,10658,0.010658,[0]
887,10550,0.01055,[1]
888,10360,0.01036,[0]
889,10470,0.01047,[1]
890,10342,0.010342,[0]
891,10154,0.010154,[1]
892,10005,0.010005,[0]
893,9864,0.009864,[1]
894,9758,0.009758,[0]
895,9965,0.009965,[1]
896,10200,0.0102,[0]
897,9964,0.009964,[1]
898,9787,0.009787,[0]
899,9544,0.009544,[1]
900,9437,0.009437,[0]
901,9334,0.009334,[1]
902,9133,0.009133,[0]
903,8967,0.008967,[1]
904,9312,0.009312,[0]
905,9580,0.00958,[1]
906,9397,0.009397,[0]
907,9266,0.009266,[1]
908,9119,0.009119,[0]
909,8857,0.008857,[1]
910,8611,0.008611,[0]
911,8490,0.00849,[1]
912,8716,0.008716,[0]
913,9347,0.009347,[1]
914,10040,0.01004,[0]
915,10117,0.010117,[1]
916,10089,0.010089,[0]
917,9748,0.009748,[1]
918,9285,0.009285,[0]
919,8971,0.008971,[1]
920,8781,0.008781,[0]
921,8635,0.008635,[1]
922,8468,0.008468,[0]
923,8612,0.008612,[1]
924,8659,0.008659,[0]
925,8805,0.008805,[1]
926,9434,0.009434,[0]
927,9833,0.009833,[1]
928,10340,0.01034,[0]
929,10094,0.010094,[1]
930,10093,0.010093,[0]
931,10202,0.010202,[1]
932,10144,0.010144,[0]
933,9733,0.009733,[1]
934,9848,0.009848,[0]
935,9875,0.009875,[1]
936,10065,0.010065,[0]
937,10150,0.01015,[1]
938,10464,0.010464,[0]
939,10422,0.010422,[1]
940,10667,0.010667,[0]
941,10669,0.010669,[1]
942,10904,0.010904,[0]
943,10596,0.010596,[1]
944,10380,0.01038,[0]
945,10206,0.010206,[1]
946,10233,0.010233,[0]
947,10525,0.010525,[1]
948,10400,0.0104,[0]
949,10169,0.010169,[1]
950,9898,0.009898,[0]
951,9898,0.009898,[1]
952,9946,0.009946,[0]
953,10047,0.010047,[1]
954,10528,0.010528,[0]
955,10384,0.010384,[1]
956,10605,0.010605,[0]
957,10907,0.010907,[1]
958,11123,0.011123,[0]
959,10820,0.01082,[1]
960,10750,0.01075,[0]
961,10972,0.010972,[1]
962,10895,0.010895,[0]
963,10795,0.010795,[1]
964,10709,0.010709,[0]
965,10617,0.010617,[1]
966,10300,0.0103,[0]
967,9993,0.009993,[1]
968,9846,0.009846,[0]
969,10060,0.01006,[1]
970,9874,0.009874,[0]
971,9982,0.009982,[1]
972,10013,0.010013,[0]
973,10062,0.010062,[1]
974,9775,0.009775,[0]
975,9476,0.009476,[1]
976,9420,0.00942,[0]
977,9568,0.009568,[1]
978,9422,0.009422,[0]
979,9325,0.009325,[1]
980,9586,0.009586,[0]
981,9677,0.009677,[1]
982,9282,0.009282,[0]
983,9021,0.009021,[1]
984,8907,0.008907,[0]
985,8737,0.008737,[1]
986,8751,0.008751,[0]
987,8855,0.008855,[1]
988,8843,0.008843,[0]
989,8754,0.008754,[1]
990,8724,0.008724,[0]
991,8639,0.008639,[1]
992,8468,0.008468,[0]
993,8258,0.008258,[1]
994,8261,0.008261,[0]
995,8335,0.008335,[1]
996,8482,0.008482,[0]
997,8321,0.008321,[1]
998,8175,0.008175,[0]
999,8175,0.008175,[1]
1000,8422,0.008422,[0]
1001,8334,0.008334,[1]
1002,8190,0.00819,[0]
1003,8293,0.008293,[1]
1004,8319,0.008319,[0]
1005,8353,0.008353,[1]
1006,8260,0.00826,[0]
1007,8303,0.008303,[1]
1008,8330,0.00833,[0]
1009,8354,0.008354,[1]
1010,8440,0.00844,[0]
1011,8649,0.008649,[1]
1012,8953,0.008953,[0]
1013,8720,0.00872,[1]
1014,8964,0.008964,[0]
1015,9042,0.009042,[1]
1016,9267,0.009267,[0]
1017,9131,0.009131,[1]
1018,9061,0.009061,[0]
1019,8990,0.00899,[1]
1020,8744,0.008744,[0]
1021,8787,0.008787,[1]
1022,8658,0.008658,[0]
1023,8705,0.008705,[1]
1024,8705,0.008705,[0]
1025,8942,0.008942,[1]
1026,9260,0.00926,[0]
1027,9329,0.009329,[1]
1028,9591,0.009591,[0]
1029,9915,0.009915,[1]
1030,10189,0.010189,[0]
1031,9890,0.00989,[1]
1032,10097,0.010097,[0]
1033,9957,0.009957,[1]
1034,9615,0.009615,[0]
1035,9473,0.009473,[1]
1036,9824,0.009824,[0]
1037,9897,0.009897,[1]
1038,9717,0.009717,[0]
1039,10334,0.010334,[1]
1040,10414,0.010414,[0]
1041,10434,0.010434,[1]
1042,10106,0.010106,[0]
1043,10196,0.010196,[1]
1044,10274,0.010274,[0]
1045,10219,0.010219,[1]
1046,10534,0.010534,[0]
1047,12035,0.012035,[1]
1048,12415,0.012415,[0]
1049,11820,0.01182,[1]
1050,11602,0.011602,[0]
1051,10713,0.010713,[1]
1052,9950,0.00995,[0]
1053,9644,0.009644,[1]
1054,9378,0.009378,[0]
1055,9424,0.009424,[1]
1056,9642,0.009642,[0]
1057,10249,0.010249,[1]
1058,10615,0.010615,[0]
1059,10865,0.010865,[1]
1060,11067,0.011067,[0]
1061,11652,0.011652,[1]
1062,11494,0.011494,[0]
1063,11015,0.011015,[1]
1064,11042,0.011042,[0]
1065,11107,0.011107,[1]
1066,10942,0.010942,[0]
1067,10659,0.010659,[1]
1068,11019,0.011019,[0]
1069,11091,0.011091,[1]
1070,10951,0.010951,[0]
1071,11154,0.011154,[1]
1072,10870,0.01087,[0]
1073,10599,0.010599,[1]
1074,10552,0.010552,[0]
1075,10403,0.010403,[1]
1076,10514,0.010514,[0]
1077,10299,0.010299,[1]
1078,10604,0.010604,[0]
1079,10653,0.010653,[1]
1080,10996,0.010996,[0]
1081,11089,0.011089,[1]
1082,11353,0.011353,[0]
1083,11313,0.011313,[1]
1084,11290,0.01129,[0]
1085,10848,0.010848,[1]
1086,10918,0.010918,[0]
1087,10921,0.010921,[1]
1088,10855,0.010855,[0]
1089,10727,0.010727,[1]
1090,10352,0.010352,[0]
1091,10215,0.010215,[1]
1092,9945,0.009945,[0]
1093,10029,0.010029,[1]
1094,10261,0.010261,[0]
1095,10050,0.01005,[1]
1096,10053,0.010053,[0]
1097,10110,0.01011,[1]
1098,9890,0.00989,[0]
1099,9776,0.009776,[1]
1100,9727,0.009727,[0]
1101,9576,0.009576,[1]
1102,9317,0.009317,[0]
1103,9034,0.009034,[1]
1104,8984,0.008984,[0]
1105,8911,0.008911,[1]
1106,9056,0.009056,[0]
1107,9146,0.009146,[1]
1108,9140,0.00914,[0]
1109,9153,0.009153,[1]
1110,9093,0.009093,[0]
1111,9273,0.009273,[1]
1112,9435,0.009435,[0]
1113,9334,0.009334,[1]
1114,9339,0.009339,[0]
1115,9565,0.009565,[1]
1116,9840,0.00984,[0]
1117,9663,0.009663,[1]
1118,9751,0.009751,[0]
1119,9988,0.009988,[1]
1120,9731,0.009731,[0]
1121,9566,0.009566,[1]
1122,9415,0.009415,[0]
1123,9534,0.009534,[1]
1124,9710,0.00971,[0]
1125,9896,0.009896,[1]
1126,10076,0.010076,[0]
1127,9817,0.009817,[1]
1128,9548,0.009548,[0]
1129,9513,0.009513,[1]
1130,9515,0.009515,[0]
1131,9908,0.009908,[1]
1132,9913,0.009913,[0]
1133,10046,0.010046,[1]
1134,10357,0.010357,[0]
1135,10535,0.010535,[1]
1136,10753,0.010753,[0]
1137,10780,0.01078,[1]
1138,10775,0.010775,[0]
1139,10574,0.010574,[1]
1140,10470,0.01047,[0]
1141,10507,0.010507,[1]
1142,10482,0.010482,[0]
1143,10382,0.010382,[1]
1144,10649,0.010649,[0]
1145,10786,0.010786,[1]
1146,10843,0.010843,[0]
1147,10610,0.01061,[1]
1148,10700,0.0107,[0]
1149,10654,0.010654,[1]
1150,10474,0.010474,[0]
1151,11006,0.011006,[1]
1152,11010,0.01101,[0]
1153,10999,0.010999,[1]
1154,11583,0.011583,[0]
1155,11482,0.011482,[1]
1156,11472,0.011472,[0]
1157,11393,0.011393,[1]
1158,11007,0.011007,[0]
1159,10769,0.010769,[1]
1160,10713,0.010713,[0]
1161,10463,0.010463,[1]
1162,10526,0.010526,[0]
1163,10733,0.010733,[1]
1164,10798,0.010798,[0]
1165,10559,0.010559,[1]
1166,10925,0.010925,[0]
1167,10812,0.010812,[1]
1168,10498,0.010498,[0]
1169,10169,0.010169,[1]
1170,10270,0.01027,[0]
1171,10231,0.010231,[1]
1172,9705,0.009705,[0]
1173,9631,0.009631,[1]
1174,9674,0.009674,[0]
1175,9906,0.009906,[1]
1176,9919,0.009919,[0]
1177,10122,0.010122,[1]
1178,9955,0.009955,[0]
1179,10065,0.010065,[1]
1180,9812,0.009812,[0]
1181,9534,0.009534,[1]
1182,9259,0.009259,[0]
1183,8897,0.008897,[1]
1184,8839,0.008839,[0]
1185,8924,0.008924,[1]
1186,9013,0.009013,[0]
1187,9017,0.009017,[1]
1188,9076,0.009076,[0]
1189,9200,0.0092,[1]
1190,9306,0.009306,[0]
1191,9109,0.009109,[1]
1192,9160,0.00916,[0]
1193,8900,0.0089,[1]
1194,8572,0.008572,[0]
1195,8325,0.008325,[1]
1196,8306,0.008306,[0]
1197,8209,0.008209,[1]
1198,8111,0.008111,[0]
1199,8242,0.008242,[1]
1200,8245,0.008245,[0]
1201,8123,0.008123,[1]
1202,8139,0.008139,[0]
1203,8015,0.008015,[1]
1204,8112,0.008112,[0]
1205,8120,0.00812,[1]
1206,8039,0.008039,[0]
1207,8163,0.008163,[1]
1208,8141,0.008141,[0]
1209,8175,0.008175,[1]
1210,8356,0.008356,[0]
1211,8755,0.008755,[1]
1212,8906,0.008906,[0]
1213,8974,0.008974,[1]
1214,9040,0.00904,[0]
1215,9279,0.009279,[1]
1216,9062,0.009062,[0]
1217,8906,0.008906,[1]
1218,8992,0.008992,[0]
1219,8988,0.008988,[1]
1220,8837,0.008837,[0]
1221,8888,0.008888,[1]
1222,9040,0.00904,[0]
1223,9069,0.009069,[1]
1224,8957,0.008957,[0]
1225,9154,0.009154,[1]
1226,9193,0.009193,[0]
1227,9543,0.009543,[1]
1228,9471,0.009471,[0]
1229,10135,0.010135,[1]
1230,10439,0.010439,[0]
1231,10582,0.010582,[1]
1232,10230,0.01023,[0]
1233,9975,0.009975,[1]
1234,9955,0.009955,[0]
1235,9981,0.009981,[1]
1236,9878,0.009878,[0]
1237,9666,0.009666,[1]
1238,9834,0.009834,[0]
1239,9730,0.00973,[1]
1240,9953,0.009953,[0]
1241,9948,0.009948,[1]
1242,10201,0.010201,[0]
1243,10310,0.01031,[1]
1244,10386,0.010386,[0]
1245,10558,0.010558,[1]
1246,10654,0.010654,[0]
1247,10538,0.010538,[1]
1248,10417,0.010417,[0]
1249,10575,0.010575,[1]
1250,10658,0.010658,[0]
1251,10910,0.01091,[1]
1252,10820,0.01082,[0]
1253,10726,0.010726,[1]
1254,10832,0.010832,[0]
1255,10790,0.01079,[1]
1256,11025,0.011025,[0]
1257,11187,0.011187,[1]
1258,11297,0.011297,[0]
1259,11228,0.011228,[1]
1260,11294,0.011294,[0]
1261,11628,0.011628,[1]
1262,11609,0.011609,[0]
1263,11119,0.011119,[1]
1264,11023,0.011023,[0]
1265,11135,0.011135,[1]
1266,11153,0.011153,[0]
1267,10807,0.010807,[1]
1268,10699,0.010699,[0]
1269,10641,0.010641,[1]
1270,10379,0.010379,[0]
1271,10422,0.010422,[1]
1272,10344,0.010344,[0]
1273,10303,0.010303,[1]
1274,10238,0.010238,[0]
1275,10488,0.010488,[1]
1276,10557,0.010557,[0]
1277,10352,0.010352,[1]
1278,10446,0.010446,[0]
1279,10596,0.010596,[1]
1280,10685,0.010685,[0]
1281,10624,0.010624,[1]
1282,10667,0.010667,[0]
1283,10569,0.010569,[1]
1284,10287,0.010287,[0]
1285,10304,0.010304,[1]
1286,10220,0.01022,[0]
1287,10735,0.010735,[1]
1288,10419,0.010419,[0]
1289,10369,0.010369,[1]
1290,10434,0.010434,[0]
1291,10022,0.010022,[1]
1292,9680,0.00968,[0]
1293,9584,0.009584,[1]
1294,9467,0.009467,[0]
1295,9235,0.009235,[1]
1296,9382,0.009382,[0]
1297,9625,0.009625,[1]
1298,9623,0.009623,[0]
1299,9354,0.009354,[1]
1300,9533,0.009533,[0]
1301,9563,0.009563,[1]
1302,9227,0.009227,[0]
1303,9326,0.009326,[1]
1304,9815,0.009815,[0]
1305,9849,0.009849,[1]
1306,9670,0.00967,[0]
1307,9961,0.009961,[1]
1308,9453,0.009453,[0]
1309,8973,0.008973,[1]
1310,8823,0.008823,[0]
1311,8774,0.008774,[1]
1312,8741,0.008741,[0]
1313,8576,0.008576,[1]
1314,8906,0.008906,[0]
1315,9223,0.009223,[1]
1316,9240,0.00924,[0]
1317,9523,0.009523,[1]
1318,9944,0.009944,[0]
1319,10143,0.010143,[1]
1320,9983,0.009983,[0]
1321,10259,0.010259,[1]
1322,10309,0.010309,[0]
1323,10039,0.010039,[1]
1324,9881,0.009881,[0]
1325,10109,0.010109,[1]
1326,10287,0.010287,[0]
1327,9898,0.009898,[1]
1328,9827,0.009827,[0]
1329,9984,0.009984,[1]
1330,9964,0.009964,[0]
1331,9992,0.009992,[1]
1332,9998,0.009998,[0]
1333,10167,0.010167,[1]
1334,10161,0.010161,[0]
1335,10527,0.010527,[1]
1336,10766,0.010766,[0]
1337,10959,0.010959,[1]
1338,10866,0.010866,[0]
1339,10908,0.010908,[1]
1340,10920,0.01092,[0]
1341,10673,0.010673,[1]
1342,10579,0.010579,[0]
1343,10367,0.010367,[1]
1344,10179,0.010179,[0]
1345,9929,0.009929,[1]
1346,10032,0.010032,[0]
1347,10042,0.010042,[1]
1348,10277,0.010277,[0]
1349,10477,0.010477,[1]
1350,10769,0.010769,[0]
1351,11088,0.011088,[1]
1352,10902,0.010902,[0]
1353,11104,0.011104,[1]
1354,11250,0.01125,[0]
1355,11291,0.011291,[1]
1356,11158,0.011158,[0]
1357,11005,0.011005,[1]
1358,10773,0.010773,[0]
1359,10804,0.010804,[1]
1360,10723,0.010723,[0]
1361,10709,0.010709,[1]
1362,10479,0.010479,[0]
1363,10667,0.010667,[1]
1364,10685,0.010685,[0]
1365,10587,0.010587,[1]
1366,10545,0.010545,[0]
1367,10542,0.010542,[1]
1368,10451,0.010451,[0]
1369,10492,0.010492,[1]
1370,10250,0.01025,[0]
1371,10133,0.010133,[1]
1372,10141,0.010141,[0]
1373,10090,0.01009,[1]
1374,10172,0.010172,[0]
1375,9860,0.00986,[1]
1376,9557,0.009557,[0]
1377,9535,0.009535,[1]
1378,9441,0.009441,[0]
1379,9247,0.009247,[1]
1380,9145,0.009145,[0]
1381,9055,0.009055,[1]
1382,9188,0.009188,[0]
1383,9084,0.009084,[1]
1384,9049,0.009049,[0]
1385,9102,0.009102,[1]
1386,9094,0.009094,[0]
1387,9122,0.009122,[1]
1388,9018,0.009018,[0]
1389,9015,0.009015,[1]
1390,8834,0.008834,[0]
1391,8660,0.00866,[1]
1392,8378,0.008378,[0]
1393,8325,0.008325,[1]
1394,8517,0.008517,[0]
1395,8297,0.008297,[1]
1396,8423,0.008423,[0]
1397,8486,0.008486,[1]
1398,8355,0.008355,[0]
1399,8258,0.008258,[1]
1400,8289,0.008289,[0]
1401,8379,0.008379,[1]
1402,8396,0.008396,[0]
1403,8303,0.008303,[1]
1404,8577,0.008577,[0]
1405,8683,0.008683,[1]
1406,8749,0.008749,[0]
1407,8929,0.008929,[1]
1408,8920,0.00892,[0]
1409,8980,0.00898,[1]
1410,8789,0.008789,[0]
1411,8804,0.008804,[1]
1412,8910,0.00891,[0]
1413,8755,0.008755,[1]
1414,8863,0.008863,[0]
1415,8793,0.008793,[1]
1416,8932,0.008932,[0]
1417,8726,0.008726,[1]
1418,8797,0.008797,[0]
1419,8899,0.008899,[1]
1420,8858,0.008858,[0]
1421,9007,0.009007,[1]
1422,9233,0.009233,[0]
1423,9452,0.009452,[1]
1424,9454,0.009454,[0]
1425,9765,0.009765,[1]
1426,10097,0.010097,[0]
1427,9792,0.009792,[1]
1428,9612,0.009612,[0]
1429,9812,0.009812,[1]
1430,9664,0.009664,[0]
1431,10578,0.010578,[1]
1432,10746,0.010746,[0]
1433,10665,0.010665,[1]
1434,10772,0.010772,[0]
1435,10790,0.01079,[1]
1436,10364,0.010364,[0]
1437,10075,0.010075,[1]
1438,9769,0.009769,[0]
1439,9408,0.009408,[1]
1440,9807,0.009807,[0]
1441,9689,0.009689,[1]
1442,9690,0.00969,[0]
1443,9688,0.009688,[1]
1444,10443,0.010443,[0]
1445,10728,0.010728,[1]
1446,10916,0.010916,[0]
1447,10900,0.0109,[1]
1448,10784,0.010784,[0]
1449,10540,0.01054,[1]
1450,10140,0.01014,[0]
1451,10364,0.010364,[1]
1452,10325,0.010325,[0]
1453,10154,0.010154,[1]
1454,10260,0.01026,[0]
1455,10333,0.010333,[1]
1456,10498,0.010498,[0]
1457,10715,0.010715,[1]
1458,10954,0.010954,[0]
1459,11084,0.011084,[1]
1460,11435,0.011435,[0]
1461,11188,0.011188,[1]
1462,11379,0.011379,[0]
1463,11138,0.011138,[1]
1464,10848,0.010848,[0]
1465,10885,0.010885,[1]
1466,10954,0.010954,[0]
1467,11079,0.011079,[1]
1468,10918,0.010918,[0]
1469,10645,0.010645,[1]
1470,10885,0.010885,[0]
1471,10748,0.010748,[1]
1472,10593,0.010593,[0]
1473,10834,0.010834,[1]
1474,11022,0.011022,[0]
1475,10834,0.010834,[1]
1476,10955,0.010955,[0]
1477,11000,0.011,[1]
1478,11099,0.011099,[0]
1479,11023,0.011023,[1]
1480,11215,0.011215,[0]
1481,11302,0.011302,[1]
1482,11077,0.011077,[0]
1483,10980,0.01098,[1]
1484,11115,0.011115,[0]
1485,10942,0.010942,[1]
1486,10991,0.010991,[0]
1487,10771,0.010771,[1]
1488,10604,0.010604,[0]
1489,10801,0.010801,[1]
1490,10679,0.010679,[0]
1491,11099,0.011099,[1]
1492,10958,0.010958,[0]
1493,10908,0.010908,[1]
1494,10530,0.01053,[0]
1495,10479,0.010479,[1]
1496,10313,0.010313,[0]
1497,10212,0.010212,[1]
1498,9965,0.009965,[0]
1499,9754,0.009754,[1]
1500,9762,0.009762,[0]
1501,9626,0.009626,[1]
1502,9522,0.009522,[0]
1503,9521,0.009521,[1]
1504,9598,0.009598,[0]
1505,9517,0.009517,[1]
1506,9467,0.009467,[0]
1507,9771,0.009771,[1]
1508,9733,0.009733,[0]
1509,9576,0.009576,[1]
1510,9530,0.00953,[0]
1511,9525,0.009525,[1]
1512,9533,0.009533,[0]
1513,9479,0.009479,[1]
1514,9662,0.009662,[0]
1515,9828,0.009828,[1]
1516,10125,0.010125,[0]
1517,10012,0.010012,[1]
1518,9969,0.009969,[0]
1519,9967,0.009967,[1]
1520,9974,0.009974,[0]
1521,9797,0.009797,[1]
1522,9869,0.009869,[0]
1523,9844,0.009844,[1]
1524,9857,0.009857,[0]
1525,9739,0.009739,[1]
1526,9729,0.009729,[0]
1527,9775,0.009775,[1]
1528,9575,0.009575,[0]
1529,9652,0.009652,[1]
1530,9682,0.009682,[0]
1531,9799,0.009799,[1]
1532,9930,0.00993,[0]
1533,10190,0.01019,[1]
1534,10500,0.0105,[0]
1535,10405,0.010405,[1]
1536,10670,0.01067,[0]
1537,10633,0.010633,[1]
1538,10593,0.010593,[0]
1539,10675,0.010675,[1]
1540,10412,0.010412,[0]
1541,10630,0.01063,[1]
1542,10499,0.010499,[0]
1543,10591,0.010591,[1]
1544,10921,0.010921,[0]
1545,10966,0.010966,[1]
1546,10950,0.01095,[0]
1547,11076,0.011076,[1]
1548,11127,0.011127,[0]
1549,10883,0.010883,[1]
1550,11130,0.01113,[0]
1551,11468,0.011468,[1]
1552,11852,0.011852,[0]
1553,11476,0.011476,[1]
1554,11805,0.011805,[0]
1555,11788,0.011788,[1]
1556,11299,0.011299,[0]
1557,11069,0.011069,[1]
1558,11289,0.011289,[0]
1559,11288,0.011288,[1]
1560,10889,0.010889,[0]
1561,11147,0.011147,[1]
1562,11174,0.011174,[0]
1563,10861,0.010861,[1]
1564,10814,0.010814,[0]
1565,10572,0.010572,[1]
1566,10387,0.010387,[0]
1567,9810,0.00981,[1]
1568,9753,0.009753,[0]
1569,9944,0.009944,[1]
1570,9516,0.009516,[0]
1571,9484,0.009484,[1]
1572,9586,0.009586,[0]
1573,9507,0.009507,[1]
1574,9307,0.009307,[0]
1575,9593,0.009593,[1]
1576,9512,0.009512,[0]
1577,9209,0.009209,[1]
1578,9010,0.00901,[0]
1579,9017,0.009017,[1]
1580,8995,0.008995,[0]
1581,8874,0.008874,[1]
1582,8936,0.008936,[0]
1583,8920,0.00892,[1]
1584,8926,0.008926,[0]
1585,8834,0.008834,[1]
1586,8681,0.008681,[0]
1587,8699,0.008699,[1]
1588,8562,0.008562,[0]
1589,8625,0.008625,[1]
1590,8585,0.008585,[0]
1591,8600,0.0086,[1]
1592,8332,0.008332,[0]
1593,8280,0.00828,[1]
1594,8030,0.00803,[0]
1595,7802,0.007802,[1]
1596,7806,0.007806,[0]
1597,7784,0.007784,[1]
1598,7786,0.007786,[0]
1599,7729,0.007729,[1]
1600,7728,0.007728,[0]
1601,7765,0.007765,[1]
1602,7777,0.007777,[0]
1603,7748,0.007748,[1]
1604,7976,0.007976,[0]
1605,7958,0.007958,[1]
1606,7896,0.007896,[0]
1607,8209,0.008209,[1]
1608,8148,0.008148,[0]
1609,8260,0.00826,[1]
1610,8358,0.008358,[0]
1611,8508,0.008508,[1]
1612,8611,0.008611,[0]
1613,8586,0.008586,[1]
1614,8732,0.008732,[0]
1615,8753,0.008753,[1]
1616,8765,0.008765,[0]
1617,8790,0.00879,[1]
1618,8728,0.008728,[0]
1619,8868,0.008868,[1]
1620,8995,0.008995,[0]
1621,9101,0.009101,[1]
1622,9088,0.009088,[0]
1623,9231,0.009231,[1]
1624,9230,0.00923,[0]
1625,9210,0.00921,[1]
1626,9277,0.009277,[0]
1627,9387,0.009387,[1]
1628,9615,0.009615,[0]
1629,9837,0.009837,[1]
1630,9674,0.009674,[0]
1631,9813,0.009813,[1]
1632,9718,0.009718,[0]
1633,9662,0.009662,[1]
1634,9817,0.009817,[0]
1635,9814,0.009814,[1]
1636,10179,0.010179,[0]
1637,10062,0.010062,[1]
1638,10111,0.010111,[0]
1639,10386,0.010386,[1]
1640,10481,0.010481,[0]
1641,10367,0.010367,[1]
1642,10462,0.010462,[0]
1643,10290,0.01029,[1]
1644,10500,0.0105,[0]
1645,10410,0.01041,[1]
1646,10674,0.010674,[0]
1647,10730,0.01073,[1]
1648,10591,0.010591,[0]
1649,10617,0.010617,[1]
1650,10674,0.010674,[0]
1651,10727,0.010727,[1]
1652,10666,0.010666,[0]
1653,10835,0.010835,[1]
1654,10948,0.010948,[0]
1655,10971,0.010971,[1]
1656,10984,0.010984,[0]
1657,11156,0.011156,[1]
1658,11228,0.011228,[0]
1659,11165,0.011165,[1]
1660,11348,0.011348,[0]
1661,11432,0.011432,[1]
1662,11099,0.011099,[0]
1663,10935,0.010935,[1]
1664,10947,0.010947,[0]
1665,11026,0.011026,[1]
1666,10964,0.010964,[0]
1667,10882,0.010882,[1]
1668,10777,0.010777,[0]
1669,10406,0.010406,[1]
1670,10369,0.010369,[0]
1671,10662,0.010662,[1]
1672,11050,0.01105,[0]
1673,11099,0.011099,[1]
1674,11589,0.011589,[0]
1675,11468,0.011468,[1]
1676,11129,0.011129,[0]
1677,11083,0.011083,[1]
1678,11092,0.011092,[0]
1679,11078,0.011078,[1]
1680,10621,0.010621,[0]
1681,10810,0.01081,[1]
1682,10754,0.010754,[0]
1683,10714,0.010714,[1]
1684,10517,0.010517,[0]
1685,11020,0.01102,[1]
1686,11988,0.011988,[0]
1687,12661,0.012661,[1]
1688,12327,0.012327,[0]
1689,11963,0.011963,[1]
1690,11713,0.011713,[0]
1691,11364,0.011364,[1]
1692,11162,0.011162,[0]
1693,10867,0.010867,[1]
1694,10534,0.010534,[0]
1695,10320,0.01032,[1]
1696,10359,0.010359,[0]
1697,10285,0.010285,[1]
1698,10244,0.010244,[0]
1699,10345,0.010345,[1]
1700,10160,0.01016,[0]
1701,9777,0.009777,[1]
1702,9645,0.009645,[0]
1703,9667,0.009667,[1]
1704,9719,0.009719,[0]
1705,9479,0.009479,[1]
1706,9670,0.00967,[0]
1707,9645,0.009645,[1]
1708,9621,0.009621,[0]
1709,9572,0.009572,[1]
1710,9632,0.009632,[0]
1711,9804,0.009804,[1]
1712,9991,0.009991,[0]
