[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,O'Callaghan,Georgie,CSLX Tests
940,11405,0.011405,[0]
941,11494,0.011494,[1]
942,11589,0.011589,[0]
943,11613,0.011613,[1]
944,11503,0.011503,[0]
945,11254,0.011254,[1]
946,11481,0.011481,[0]
947,11565,0.011565,[1]
948,11551,0.011551,[0]
949,11105,0.011105,[1]
950,10989,0.010989,[0]
951,10916,0.010916,[1]
952,11165,0.011165,[0]
953,11063,0.011063,[1]
954,11342,0.011342,[0]
955,11391,0.011391,[1]
956,11819,0.011819,[0]
957,11632,0.011632,[1]
958,11720,0.01172,[0]
959,11305,0.011305,[1]
960,10844,0.010844,[0]
961,10329,0.010329,[1]
962,10166,0.010166,[0]
963,9968,0.009968,[1]
964,9606,0.009606,[0]
965,9413,0.009413,[1]
966,9327,0.009327,[0]
967,9280,0.00928,[1]
968,9428,0.009428,[0]
969,9624,0.009624,[1]
970,9468,0.009468,[0]
971,9598,0.009598,[1]
972,9564,0.009564,[0]
973,9411,0.009411,[1]
974,9380,0.00938,[0]
975,9396,0.009396,[1]
976,9304,0.009304,[0]
977,9115,0.009115,[1]
978,8933,0.008933,[0]
979,8948,0.008948,[1]
980,8987,0.008987,[0]
981,9016,0.009016,[1]
982,9237,0.009237,[0]
983,9253,0.009253,[1]
984,9316,0.009316,[0]
985,9107,0.009107,[1]
986,9019,0.009019,[0]
987,8981,0.008981,[1]
988,9106,0.009106,[0]
989,9264,0.009264,[1]
990,9092,0.009092,[0]
991,9331,0.009331,[1]
992,9641,0.009641,[0]
993,9554,0.009554,[1]
994,9611,0.009611,[0]
995,9585,0.009585,[1]
996,9515,0.009515,[0]
997,9652,0.009652,[1]
998,9652,0.009652,[0]
999,9502,0.009502,[1]
1000,9280,0.00928,[0]
1001,9184,0.009184,[1]
1002,9155,0.009155,[0]
1003,9150,0.00915,[1]
1004,9115,0.009115,[0]
1005,9274,0.009274,[1]
1006,9297,0.009297,[0]
1007,9387,0.009387,[1]
1008,9587,0.009587,[0]
1009,9483,0.009483,[1]
1010,9627,0.009627,[0]
1011,9683,0.009683,[1]
1012,9752,0.009752,[0]
1013,9891,0.009891,[1]
1014,9994,0.009994,[0]
1015,9872,0.009872,[1]
1016,9987,0.009987,[0]
1017,10254,0.010254,[1]
1018,10134,0.010134,[0]
1019,10174,0.010174,[1]
1020,10089,0.010089,[0]
1021,10600,0.0106,[1]
1022,10631,0.010631,[0]
1023,10569,0.010569,[1]
1024,10402,0.010402,[0]
1025,10188,0.010188,[1]
1026,10413,0.010413,[0]
1027,10392,0.010392,[1]
1028,10400,0.0104,[0]
1029,10386,0.010386,[1]
1030,10255,0.010255,[0]
1031,10215,0.010215,[1]
1032,10345,0.010345,[0]
1033,10510,0.01051,[1]
1034,10550,0.01055,[0]
1035,10569,0.010569,[1]
1036,10929,0.010929,[0]
1037,10835,0.010835,[1]
1038,10782,0.010782,[0]
1039,10603,0.010603,[1]
1040,10471,0.010471,[0]
1041,10602,0.010602,[1]
1042,10970,0.01097,[0]
1043,10837,0.010837,[1]
1044,10789,0.010789,[0]
1045,10709,0.010709,[1]
1046,10862,0.010862,[0]
1047,10995,0.010995,[1]
1048,11015,0.011015,[0]
1049,10925,0.010925,[1]
1050,10878,0.010878,[0]
1051,10943,0.010943,[1]
1052,10835,0.010835,[0]
1053,10705,0.010705,[1]
1054,10578,0.010578,[0]
1055,10738,0.010738,[1]
1056,10556,0.010556,[0]
1057,10497,0.010497,[1]
1058,10376,0.010376,[0]
1059,10241,0.010241,[1]
1060,10092,0.010092,[0]
1061,10016,0.010016,[1]
1062,9958,0.009958,[0]
1063,9840,0.00984,[1]
1064,9671,0.009671,[0]
1065,9480,0.00948,[1]
1066,9355,0.009355,[0]
1067,9449,0.009449,[1]
1068,9424,0.009424,[0]
1069,9241,0.009241,[1]
1070,9286,0.009286,[0]
1071,9218,0.009218,[1]
1072,9072,0.009072,[0]
1073,9334,0.009334,[1]
1074,9198,0.009198,[0]
1075,9082,0.009082,[1]
1076,9191,0.009191,[0]
1077,9073,0.009073,[1]
1078,8829,0.008829,[0]
1079,8749,0.008749,[1]
1080,8602,0.008602,[0]
1081,8500,0.0085,[1]
1082,8574,0.008574,[0]
1083,8517,0.008517,[1]
1084,8440,0.00844,[0]
1085,8579,0.008579,[1]
1086,8836,0.008836,[0]
1087,8805,0.008805,[1]
1088,8887,0.008887,[0]
1089,9020,0.00902,[1]
1090,9215,0.009215,[0]
1091,9207,0.009207,[1]
1092,9388,0.009388,[0]
1093,9557,0.009557,[1]
1094,9673,0.009673,[0]
1095,9927,0.009927,[1]
1096,10039,0.010039,[0]
1097,9945,0.009945,[1]
1098,9804,0.009804,[0]
1099,9956,0.009956,[1]
1100,9892,0.009892,[0]
1101,10066,0.010066,[1]
1102,10350,0.01035,[0]
1103,10275,0.010275,[1]
1104,10194,0.010194,[0]
1105,10180,0.01018,[1]
1106,10297,0.010297,[0]
1107,10434,0.010434,[1]
1108,10586,0.010586,[0]
1109,10666,0.010666,[1]
1110,10555,0.010555,[0]
1111,11054,0.011054,[1]
1112,11168,0.011168,[0]
1113,11094,0.011094,[1]
1114,10959,0.010959,[0]
1115,11217,0.011217,[1]
1116,11199,0.011199,[0]
1117,11201,0.011201,[1]
1118,11184,0.011184,[0]
1119,11226,0.011226,[1]
1120,11323,0.011323,[0]
1121,11705,0.011705,[1]
1122,11687,0.011687,[0]
1123,11645,0.011645,[1]
1124,11601,0.011601,[0]
1125,11375,0.011375,[1]
1126,11271,0.011271,[0]
1127,11381,0.011381,[1]
1128,11370,0.01137,[0]
1129,11073,0.011073,[1]
1130,11083,0.011083,[0]
1131,11157,0.011157,[1]
1132,10914,0.010914,[0]
1133,10735,0.010735,[1]
1134,10813,0.010813,[0]
1135,10553,0.010553,[1]
1136,10452,0.010452,[0]
1137,10365,0.010365,[1]
1138,10009,0.010009,[0]
1139,9657,0.009657,[1]
1140,9404,0.009404,[0]
1141,9451,0.009451,[1]
1142,9559,0.009559,[0]
1143,9617,0.009617,[1]
1144,9641,0.009641,[0]
1145,9661,0.009661,[1]
1146,9659,0.009659,[0]
1147,9673,0.009673,[1]
1148,9537,0.009537,[0]
1149,9623,0.009623,[1]
1150,9772,0.009772,[0]
1151,9760,0.00976,[1]
1152,9789,0.009789,[0]
1153,9938,0.009938,[1]
1154,9743,0.009743,[0]
1155,9657,0.009657,[1]
1156,9857,0.009857,[0]
1157,9845,0.009845,[1]
1158,9686,0.009686,[0]
1159,9511,0.009511,[1]
1160,9691,0.009691,[0]
1161,9669,0.009669,[1]
1162,9703,0.009703,[0]
1163,9541,0.009541,[1]
1164,9667,0.009667,[0]
1165,9577,0.009577,[1]
1166,9694,0.009694,[0]
1167,9769,0.009769,[1]
1168,9574,0.009574,[0]
1169,9967,0.009967,[1]
1170,9890,0.00989,[0]
1171,10075,0.010075,[1]
1172,10042,0.010042,[0]
1173,9866,0.009866,[1]
1174,10200,0.0102,[0]
1175,9982,0.009982,[1]
1176,9903,0.009903,[0]
1177,10129,0.010129,[1]
1178,9924,0.009924,[0]
1179,9903,0.009903,[1]
1180,10104,0.010104,[0]
1181,10091,0.010091,[1]
1182,10183,0.010183,[0]
1183,10407,0.010407,[1]
1184,10305,0.010305,[0]
1185,10007,0.010007,[1]
1186,10290,0.01029,[0]
1187,10040,0.01004,[1]
1188,9690,0.00969,[0]
1189,9399,0.009399,[1]
1190,9232,0.009232,[0]
1191,9153,0.009153,[1]
1192,9303,0.009303,[0]
1193,9102,0.009102,[1]
1194,9128,0.009128,[0]
1195,9527,0.009527,[1]
1196,9871,0.009871,[0]
1197,9946,0.009946,[1]
1198,10331,0.010331,[0]
1199,10478,0.010478,[1]
1200,10324,0.010324,[0]
1201,10381,0.010381,[1]
1202,10336,0.010336,[0]
1203,10138,0.010138,[1]
1204,9915,0.009915,[0]
1205,9930,0.00993,[1]
1206,10164,0.010164,[0]
1207,10431,0.010431,[1]
1208,10946,0.010946,[0]
1209,11023,0.011023,[1]
1210,11049,0.011049,[0]
1211,10989,0.010989,[1]
1212,10759,0.010759,[0]
1213,10854,0.010854,[1]
1214,10562,0.010562,[0]
1215,11116,0.011116,[1]
1216,11040,0.01104,[0]
1217,11034,0.011034,[1]
1218,11444,0.011444,[0]
1219,11387,0.011387,[1]
1220,11218,0.011218,[0]
1221,11499,0.011499,[1]
1222,11626,0.011626,[0]
1223,11402,0.011402,[1]
1224,11711,0.011711,[0]
1225,11377,0.011377,[1]
1226,10994,0.010994,[0]
1227,10882,0.010882,[1]
1228,10907,0.010907,[0]
1229,10481,0.010481,[1]
1230,10315,0.010315,[0]
1231,10167,0.010167,[1]
1232,10129,0.010129,[0]
1233,9915,0.009915,[1]
1234,10191,0.010191,[0]
1235,10087,0.010087,[1]
1236,10104,0.010104,[0]
1237,10217,0.010217,[1]
1238,10190,0.01019,[0]
1239,9936,0.009936,[1]
1240,9985,0.009985,[0]
1241,9770,0.00977,[1]
1242,9668,0.009668,[0]
1243,9862,0.009862,[1]
1244,9723,0.009723,[0]
1245,9574,0.009574,[1]
1246,9486,0.009486,[0]
1247,9490,0.00949,[1]
1248,9460,0.00946,[0]
1249,9381,0.009381,[1]
1250,9263,0.009263,[0]
1251,9095,0.009095,[1]
1252,9206,0.009206,[0]
1253,9206,0.009206,[1]
1254,9184,0.009184,[0]
1255,9248,0.009248,[1]
1256,9343,0.009343,[0]
1257,9245,0.009245,[1]
1258,9092,0.009092,[0]
1259,9013,0.009013,[1]
1260,8951,0.008951,[0]
1261,8890,0.00889,[1]
1262,8838,0.008838,[0]
1263,8775,0.008775,[1]
1264,8732,0.008732,[0]
1265,8778,0.008778,[1]
1266,8896,0.008896,[0]
1267,9192,0.009192,[1]
1268,9523,0.009523,[0]
1269,9651,0.009651,[1]
1270,9524,0.009524,[0]
1271,9635,0.009635,[1]
1272,9770,0.00977,[0]
1273,9951,0.009951,[1]
1274,10537,0.010537,[0]
1275,10465,0.010465,[1]
1276,10424,0.010424,[0]
1277,10517,0.010517,[1]
1278,10471,0.010471,[0]
1279,10397,0.010397,[1]
1280,10240,0.01024,[0]
1281,10280,0.01028,[1]
1282,10333,0.010333,[0]
1283,10539,0.010539,[1]
1284,10687,0.010687,[0]
1285,10754,0.010754,[1]
1286,10745,0.010745,[0]
1287,10990,0.01099,[1]
1288,11033,0.011033,[0]
1289,11033,0.011033,[1]
1290,11181,0.011181,[0]
1291,11284,0.011284,[1]
1292,11080,0.01108,[0]
1293,11270,0.01127,[1]
1294,11057,0.011057,[0]
1295,10998,0.010998,[1]
1296,11166,0.011166,[0]
1297,11408,0.011408,[1]
1298,11157,0.011157,[0]
1299,11414,0.011414,[1]
1300,11240,0.01124,[0]
1301,10935,0.010935,[1]
1302,10844,0.010844,[0]
1303,10609,0.010609,[1]
1304,10400,0.0104,[0]
1305,10247,0.010247,[1]
1306,10342,0.010342,[0]
1307,10238,0.010238,[1]
1308,10563,0.010563,[0]
1309,10608,0.010608,[1]
1310,10368,0.010368,[0]
1311,10591,0.010591,[1]
1312,10477,0.010477,[0]
1313,10531,0.010531,[1]
1314,10336,0.010336,[0]
1315,10199,0.010199,[1]
1316,9995,0.009995,[0]
1317,9880,0.00988,[1]
1318,10034,0.010034,[0]
1319,10343,0.010343,[1]
1320,10398,0.010398,[0]
1321,10560,0.01056,[1]
1322,10690,0.01069,[0]
1323,10657,0.010657,[1]
1324,10392,0.010392,[0]
1325,10172,0.010172,[1]
1326,9965,0.009965,[0]
1327,9795,0.009795,[1]
1328,9663,0.009663,[0]
1329,9503,0.009503,[1]
1330,9561,0.009561,[0]
1331,9529,0.009529,[1]
1332,9639,0.009639,[0]
1333,9590,0.00959,[1]
1334,9850,0.00985,[0]
1335,9786,0.009786,[1]
1336,9768,0.009768,[0]
1337,9820,0.00982,[1]
1338,9782,0.009782,[0]
1339,9658,0.009658,[1]
1340,9628,0.009628,[0]
1341,9589,0.009589,[1]
1342,9514,0.009514,[0]
1343,9760,0.00976,[1]
1344,9683,0.009683,[0]
1345,9624,0.009624,[1]
1346,9596,0.009596,[0]
1347,9659,0.009659,[1]
1348,9502,0.009502,[0]
1349,9436,0.009436,[1]
1350,9419,0.009419,[0]
1351,9446,0.009446,[1]
1352,9518,0.009518,[0]
1353,9669,0.009669,[1]
1354,9441,0.009441,[0]
1355,9344,0.009344,[1]
1356,9448,0.009448,[0]
1357,9944,0.009944,[1]
1358,10235,0.010235,[0]
1359,10463,0.010463,[1]
1360,10334,0.010334,[0]
1361,10336,0.010336,[1]
1362,10245,0.010245,[0]
1363,9867,0.009867,[1]
1364,9630,0.00963,[0]
1365,9420,0.00942,[1]
1366,9252,0.009252,[0]
1367,9192,0.009192,[1]
1368,9201,0.009201,[0]
1369,9453,0.009453,[1]
1370,9437,0.009437,[0]
1371,9664,0.009664,[1]
1372,9941,0.009941,[0]
1373,9951,0.009951,[1]
1374,10188,0.010188,[0]
1375,10231,0.010231,[1]
1376,11038,0.011038,[0]
1377,11134,0.011134,[1]
1378,11071,0.011071,[0]
1379,11182,0.011182,[1]
1380,10878,0.010878,[0]
1381,10913,0.010913,[1]
1382,10864,0.010864,[0]
1383,11172,0.011172,[1]
1384,11567,0.011567,[0]
1385,11502,0.011502,[1]
1386,11656,0.011656,[0]
1387,11605,0.011605,[1]
1388,11686,0.011686,[0]
1389,11398,0.011398,[1]
1390,11259,0.011259,[0]
1391,11156,0.011156,[1]
1392,11058,0.011058,[0]
1393,11210,0.01121,[1]
1394,11039,0.011039,[0]
1395,10898,0.010898,[1]
1396,10814,0.010814,[0]
1397,10892,0.010892,[1]
1398,10846,0.010846,[0]
1399,10779,0.010779,[1]
1400,10386,0.010386,[0]
1401,10254,0.010254,[1]
1402,10334,0.010334,[0]
1403,10367,0.010367,[1]
1404,10266,0.010266,[0]
1405,10236,0.010236,[1]
1406,10133,0.010133,[0]
1407,10147,0.010147,[1]
1408,10278,0.010278,[0]
1409,10051,0.010051,[1]
1410,9898,0.009898,[0]
1411,9904,0.009904,[1]
1412,9569,0.009569,[0]
1413,9414,0.009414,[1]
1414,9212,0.009212,[0]
1415,9002,0.009002,[1]
1416,8898,0.008898,[0]
1417,8821,0.008821,[1]
1418,8611,0.008611,[0]
1419,8674,0.008674,[1]
1420,8648,0.008648,[0]
1421,8609,0.008609,[1]
1422,8540,0.00854,[0]
1423,8580,0.00858,[1]
1424,8547,0.008547,[0]
1425,8486,0.008486,[1]
1426,8847,0.008847,[0]
1427,8899,0.008899,[1]
1428,8696,0.008696,[0]
1429,8790,0.00879,[1]
1430,9209,0.009209,[0]
1431,9164,0.009164,[1]
1432,9376,0.009376,[0]
1433,9406,0.009406,[1]
1434,9259,0.009259,[0]
1435,9296,0.009296,[1]
1436,9218,0.009218,[0]
1437,9341,0.009341,[1]
1438,9293,0.009293,[0]
1439,9672,0.009672,[1]
1440,9837,0.009837,[0]
1441,9682,0.009682,[1]
1442,10028,0.010028,[0]
1443,10042,0.010042,[1]
1444,9981,0.009981,[0]
1445,9947,0.009947,[1]
1446,10092,0.010092,[0]
1447,9975,0.009975,[1]
1448,9971,0.009971,[0]
1449,9981,0.009981,[1]
1450,9923,0.009923,[0]
1451,9765,0.009765,[1]
1452,10008,0.010008,[0]
1453,9936,0.009936,[1]
1454,9861,0.009861,[0]
1455,9989,0.009989,[1]
1456,10153,0.010153,[0]
1457,10002,0.010002,[1]
1458,10225,0.010225,[0]
1459,10414,0.010414,[1]
1460,10306,0.010306,[0]
1461,10541,0.010541,[1]
1462,10809,0.010809,[0]
1463,10751,0.010751,[1]
1464,10966,0.010966,[0]
1465,11178,0.011178,[1]
1466,11116,0.011116,[0]
1467,11398,0.011398,[1]
1468,11370,0.01137,[0]
1469,11362,0.011362,[1]
1470,11274,0.011274,[0]
1471,11431,0.011431,[1]
1472,11488,0.011488,[0]
1473,11727,0.011727,[1]
1474,11784,0.011784,[0]
1475,11702,0.011702,[1]
1476,11814,0.011814,[0]
1477,11805,0.011805,[1]
1478,11628,0.011628,[0]
1479,11566,0.011566,[1]
1480,11227,0.011227,[0]
1481,11077,0.011077,[1]
1482,10805,0.010805,[0]
1483,10745,0.010745,[1]
1484,10546,0.010546,[0]
1485,10322,0.010322,[1]
1486,10210,0.01021,[0]
1487,10056,0.010056,[1]
1488,10022,0.010022,[0]
1489,10086,0.010086,[1]
1490,9960,0.00996,[0]
1491,10177,0.010177,[1]
1492,10247,0.010247,[0]
1493,10380,0.01038,[1]
1494,10344,0.010344,[0]
1495,10306,0.010306,[1]
1496,10296,0.010296,[0]
1497,10390,0.01039,[1]
1498,10463,0.010463,[0]
1499,10418,0.010418,[1]
1500,10247,0.010247,[0]
1501,10263,0.010263,[1]
1502,10454,0.010454,[0]
1503,10395,0.010395,[1]
1504,10386,0.010386,[0]
1505,10500,0.0105,[1]
1506,10363,0.010363,[0]
1507,10499,0.010499,[1]
1508,10582,0.010582,[0]
1509,10401,0.010401,[1]
1510,10258,0.010258,[0]
1511,10255,0.010255,[1]
1512,10206,0.010206,[0]
1513,10110,0.01011,[1]
1514,10071,0.010071,[0]
1515,9889,0.009889,[1]
1516,9730,0.00973,[0]
1517,9682,0.009682,[1]
1518,9474,0.009474,[0]
1519,9335,0.009335,[1]
1520,9430,0.00943,[0]
1521,9354,0.009354,[1]
1522,9266,0.009266,[0]
1523,9136,0.009136,[1]
1524,9063,0.009063,[0]
1525,8855,0.008855,[1]
1526,8989,0.008989,[0]
1527,9105,0.009105,[1]
1528,9115,0.009115,[0]
1529,9214,0.009214,[1]
1530,9118,0.009118,[0]
1531,9096,0.009096,[1]
1532,9367,0.009367,[0]
1533,9424,0.009424,[1]
1534,9337,0.009337,[0]
1535,9544,0.009544,[1]
1536,9577,0.009577,[0]
1537,9478,0.009478,[1]
1538,9424,0.009424,[0]
1539,9572,0.009572,[1]
1540,9661,0.009661,[0]
1541,9853,0.009853,[1]
1542,10312,0.010312,[0]
1543,10501,0.010501,[1]
1544,10380,0.01038,[0]
1545,10641,0.010641,[1]
1546,10626,0.010626,[0]
1547,10471,0.010471,[1]
1548,10421,0.010421,[0]
1549,10307,0.010307,[1]
1550,10339,0.010339,[0]
1551,10364,0.010364,[1]
1552,10601,0.010601,[0]
1553,10546,0.010546,[1]
1554,10709,0.010709,[0]
1555,10887,0.010887,[1]
1556,10989,0.010989,[0]
1557,11287,0.011287,[1]
1558,11482,0.011482,[0]
1559,11531,0.011531,[1]
1560,11786,0.011786,[0]
1561,11955,0.011955,[1]
1562,11799,0.011799,[0]
1563,11769,0.011769,[1]
1564,11698,0.011698,[0]
1565,11382,0.011382,[1]
1566,11378,0.011378,[0]
1567,11240,0.01124,[1]
1568,10887,0.010887,[0]
1569,10824,0.010824,[1]
1570,10661,0.010661,[0]
1571,10556,0.010556,[1]
1572,10671,0.010671,[0]
1573,10555,0.010555,[1]
1574,10316,0.010316,[0]
1575,10321,0.010321,[1]
1576,10262,0.010262,[0]
1577,10211,0.010211,[1]
1578,10278,0.010278,[0]
1579,10298,0.010298,[1]
1580,10143,0.010143,[0]
1581,10025,0.010025,[1]
1582,10062,0.010062,[0]
1583,9966,0.009966,[1]
1584,9815,0.009815,[0]
1585,9573,0.009573,[1]
1586,9429,0.009429,[0]
1587,9340,0.00934,[1]
1588,9256,0.009256,[0]
1589,9466,0.009466,[1]
1590,9310,0.00931,[0]
1591,9496,0.009496,[1]
1592,9648,0.009648,[0]
1593,9452,0.009452,[1]
1594,9556,0.009556,[0]
1595,9564,0.009564,[1]
1596,9593,0.009593,[0]
1597,9748,0.009748,[1]
1598,9898,0.009898,[0]
1599,10005,0.010005,[1]
1600,9887,0.009887,[0]
1601,10065,0.010065,[1]
1602,10234,0.010234,[0]
1603,10266,0.010266,[1]
1604,10166,0.010166,[0]
1605,10219,0.010219,[1]
1606,10253,0.010253,[0]
1607,10562,0.010562,[1]
1608,10596,0.010596,[0]
1609,10557,0.010557,[1]
1610,10778,0.010778,[0]
1611,10820,0.01082,[1]
1612,10884,0.010884,[0]
1613,10940,0.01094,[1]
1614,11023,0.011023,[0]
1615,10990,0.01099,[1]
1616,11018,0.011018,[0]
1617,11047,0.011047,[1]
1618,10892,0.010892,[0]
1619,10705,0.010705,[1]
1620,10523,0.010523,[0]
1621,10463,0.010463,[1]
1622,10374,0.010374,[0]
1623,10470,0.01047,[1]
1624,10507,0.010507,[0]
1625,10428,0.010428,[1]
1626,10509,0.010509,[0]
1627,10747,0.010747,[1]
1628,10857,0.010857,[0]
1629,11064,0.011064,[1]
1630,11032,0.011032,[0]
1631,11014,0.011014,[1]
1632,10755,0.010755,[0]
1633,10637,0.010637,[1]
1634,10668,0.010668,[0]
1635,10433,0.010433,[1]
1636,10566,0.010566,[0]
1637,10616,0.010616,[1]
1638,10667,0.010667,[0]
1639,10776,0.010776,[1]
1640,10791,0.010791,[0]
1641,10628,0.010628,[1]
1642,10904,0.010904,[0]
1643,10959,0.010959,[1]
1644,10711,0.010711,[0]
1645,10877,0.010877,[1]
1646,10820,0.01082,[0]
1647,10570,0.01057,[1]
1648,10811,0.010811,[0]
1649,11290,0.01129,[1]
1650,11075,0.011075,[0]
1651,11609,0.011609,[1]
1652,11632,0.011632,[0]
1653,11396,0.011396,[1]
1654,10997,0.010997,[0]
1655,10623,0.010623,[1]
1656,10300,0.0103,[0]
1657,9928,0.009928,[1]
1658,9768,0.009768,[0]
1659,9597,0.009597,[1]
1660,9495,0.009495,[0]
1661,9668,0.009668,[1]
1662,9729,0.009729,[0]
1663,9701,0.009701,[1]
1664,9789,0.009789,[0]
1665,10040,0.01004,[1]
1666,9975,0.009975,[0]
1667,10143,0.010143,[1]
1668,10118,0.010118,[0]
1669,10082,0.010082,[1]
1670,9924,0.009924,[0]
1671,10028,0.010028,[1]
1672,9889,0.009889,[0]
1673,9762,0.009762,[1]
1674,9728,0.009728,[0]
1675,9627,0.009627,[1]
1676,9709,0.009709,[0]
1677,9759,0.009759,[1]
1678,9908,0.009908,[0]
1679,9745,0.009745,[1]
1680,9868,0.009868,[0]
1681,9930,0.00993,[1]
1682,9755,0.009755,[0]
1683,9819,0.009819,[1]
1684,9751,0.009751,[0]
1685,9497,0.009497,[1]
1686,9583,0.009583,[0]
1687,9626,0.009626,[1]
1688,9469,0.009469,[0]
1689,9487,0.009487,[1]
1690,9519,0.009519,[0]
1691,9601,0.009601,[1]
1692,9795,0.009795,[0]
1693,9936,0.009936,[1]
1694,9892,0.009892,[0]
1695,9955,0.009955,[1]
1696,9919,0.009919,[0]
1697,10098,0.010098,[1]
1698,10081,0.010081,[0]
1699,10142,0.010142,[1]
1700,10058,0.010058,[0]
1701,10058,0.010058,[1]
1702,10054,0.010054,[0]
1703,9934,0.009934,[1]
1704,9808,0.009808,[0]
1705,9902,0.009902,[1]
1706,9906,0.009906,[0]
1707,10030,0.01003,[1]
1708,10092,0.010092,[0]
1709,10015,0.010015,[1]
1710,9945,0.009945,[0]
1711,10005,0.010005,[1]
1712,10236,0.010236,[0]
1713,10375,0.010375,[1]
1714,10765,0.010765,[0]
1715,10917,0.010917,[1]
1716,11093,0.011093,[0]
1717,11435,0.011435,[1]
1718,11280,0.01128,[0]
1719,11444,0.011444,[1]
1720,11382,0.011382,[0]
1721,11253,0.011253,[1]
1722,11239,0.011239,[0]
1723,11384,0.011384,[1]
1724,11346,0.011346,[0]
1725,11296,0.011296,[1]
1726,11578,0.011578,[0]
1727,11898,0.011898,[1]
1728,11895,0.011895,[0]
1729,12143,0.012143,[1]
1730,12258,0.012258,[0]
1731,12273,0.012273,[1]
1732,12814,0.012814,[0]
1733,12505,0.012505,[1]
1734,12114,0.012114,[0]
1735,11786,0.011786,[1]
1736,11606,0.011606,[0]
1737,11226,0.011226,[1]
1738,11014,0.011014,[0]
1739,10733,0.010733,[1]
1740,10570,0.01057,[0]
1741,10492,0.010492,[1]
1742,10322,0.010322,[0]
1743,9968,0.009968,[1]
1744,9683,0.009683,[0]
1745,9562,0.009562,[1]
1746,9382,0.009382,[0]
1747,9365,0.009365,[1]
1748,9216,0.009216,[0]
1749,9022,0.009022,[1]
1750,8988,0.008988,[0]
1751,9003,0.009003,[1]
1752,8863,0.008863,[0]
1753,8940,0.00894,[1]
1754,8940,0.00894,[0]
1755,8891,0.008891,[1]
1756,9111,0.009111,[0]
1757,9144,0.009144,[1]
1758,9148,0.009148,[0]
1759,9312,0.009312,[1]
1760,9571,0.009571,[0]
1761,9641,0.009641,[1]
1762,9819,0.009819,[0]
1763,10112,0.010112,[1]
1764,10223,0.010223,[0]
1765,10067,0.010067,[1]
1766,9984,0.009984,[0]
1767,9922,0.009922,[1]
1768,9735,0.009735,[0]
1769,9738,0.009738,[1]
1770,9622,0.009622,[0]
1771,9492,0.009492,[1]
1772,9573,0.009573,[0]
1773,9522,0.009522,[1]
1774,9504,0.009504,[0]
1775,9681,0.009681,[1]
1776,9745,0.009745,[0]
1777,9880,0.00988,[1]
1778,10016,0.010016,[0]
1779,9962,0.009962,[1]
1780,9930,0.00993,[0]
1781,10230,0.01023,[1]
1782,10448,0.010448,[0]
1783,10551,0.010551,[1]
1784,10657,0.010657,[0]
1785,10784,0.010784,[1]
1786,10966,0.010966,[0]
1787,11189,0.011189,[1]
1788,11118,0.011118,[0]
1789,11035,0.011035,[1]
1790,10991,0.010991,[0]
1791,10957,0.010957,[1]
1792,10956,0.010956,[0]
1793,10889,0.010889,[1]
1794,10828,0.010828,[0]
1795,10634,0.010634,[1]
1796,10660,0.01066,[0]
1797,10780,0.01078,[1]
1798,10789,0.010789,[0]
1799,10885,0.010885,[1]
1800,10917,0.010917,[0]
1801,10887,0.010887,[1]
1802,10955,0.010955,[0]
1803,10777,0.010777,[1]
1804,10656,0.010656,[0]
1805,10793,0.010793,[1]
1806,10827,0.010827,[0]
1807,10941,0.010941,[1]
1808,11081,0.011081,[0]
1809,11490,0.01149,[1]
1810,11448,0.011448,[0]
1811,11635,0.011635,[1]
1812,11812,0.011812,[0]
1813,11827,0.011827,[1]
1814,11826,0.011826,[0]
1815,11964,0.011964,[1]
1816,12204,0.012204,[0]
1817,12555,0.012555,[1]
1818,12233,0.012233,[0]
1819,12382,0.012382,[1]
1820,12017,0.012017,[0]
1821,11899,0.011899,[1]
1822,11946,0.011946,[0]
1823,11651,0.011651,[1]
1824,11477,0.011477,[0]
1825,11409,0.011409,[1]
1826,11145,0.011145,[0]
1827,10944,0.010944,[1]
1828,11097,0.011097,[0]
1829,10772,0.010772,[1]
1830,10556,0.010556,[0]
1831,10467,0.010467,[1]
1832,10326,0.010326,[0]
1833,10157,0.010157,[1]
1834,10177,0.010177,[0]
1835,10224,0.010224,[1]
1836,10251,0.010251,[0]
1837,10290,0.01029,[1]
1838,10406,0.010406,[0]
1839,10008,0.010008,[1]
1840,10018,0.010018,[0]
1841,10016,0.010016,[1]
1842,9802,0.009802,[0]
1843,9956,0.009956,[1]
1844,9942,0.009942,[0]
1845,9646,0.009646,[1]
1846,9658,0.009658,[0]
1847,9850,0.00985,[1]
1848,9763,0.009763,[0]
1849,9528,0.009528,[1]
1850,9459,0.009459,[0]
1851,9167,0.009167,[1]
1852,8999,0.008999,[0]
