[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,O'Callaghan,Georgie,CSLX Tests
104,12724,0.012724,[0]
105,12391,0.012391,[1]
106,12447,0.012447,[0]
107,12847,0.012847,[1]
108,12737,0.012737,[0]
109,12684,0.012684,[1]
110,13251,0.013251,[0]
111,13730,0.01373,[1]
112,13410,0.01341,[0]
113,13302,0.013302,[1]
114,13217,0.013217,[0]
115,13387,0.013387,[1]
116,13683,0.013683,[0]
117,14001,0.014001,[1]
118,13985,0.013985,[0]
119,14053,0.014053,[1]
120,14516,0.014516,[0]
121,15086,0.015086,[1]
122,14812,0.014812,[0]
123,14705,0.014705,[1]
124,14835,0.014835,[0]
125,14508,0.014508,[1]
126,14608,0.014608,[0]
127,14952,0.014952,[1]
128,14782,0.014782,[0]
129,14859,0.014859,[1]
130,15347,0.015347,[0]
131,15684,0.015684,[1]
132,15558,0.015558,[0]
133,15382,0.015382,[1]
134,15202,0.015202,[0]
135,14533,0.014533,[1]
136,14472,0.014472,[0]
137,14013,0.014013,[1]
138,13371,0.013371,[0]
139,13287,0.013287,[1]
140,13503,0.013503,[0]
141,13191,0.013191,[1]
142,12849,0.012849,[0]
143,12869,0.012869,[1]
144,12815,0.012815,[0]
145,12640,0.01264,[1]
146,12843,0.012843,[0]
147,12479,0.012479,[1]
148,12222,0.012222,[0]
149,12017,0.012017,[1]
150,11716,0.011716,[0]
151,11389,0.011389,[1]
152,11360,0.01136,[0]
153,11114,0.011114,[1]
154,10728,0.010728,[0]
155,10544,0.010544,[1]
156,11083,0.011083,[0]
157,11143,0.011143,[1]
158,10883,0.010883,[0]
159,11031,0.011031,[1]
160,11128,0.011128,[0]
161,10964,0.010964,[1]
162,11494,0.011494,[0]
163,11541,0.011541,[1]
164,11055,0.011055,[0]
165,10617,0.010617,[1]
166,10273,0.010273,[0]
167,10111,0.010111,[1]
168,10114,0.010114,[0]
169,10660,0.01066,[1]
170,10611,0.010611,[0]
171,10626,0.010626,[1]
172,10818,0.010818,[0]
173,10913,0.010913,[1]
174,10940,0.01094,[0]
175,10932,0.010932,[1]
176,11119,0.011119,[0]
177,10953,0.010953,[1]
178,11380,0.01138,[0]
179,11480,0.01148,[1]
180,11147,0.011147,[0]
181,10945,0.010945,[1]
182,11039,0.011039,[0]
183,11002,0.011002,[1]
184,10896,0.010896,[0]
185,10949,0.010949,[1]
186,11375,0.011375,[0]
187,11579,0.011579,[1]
188,11780,0.01178,[0]
189,11972,0.011972,[1]
190,11731,0.011731,[0]
191,11578,0.011578,[1]
192,11927,0.011927,[0]
193,11889,0.011889,[1]
194,11862,0.011862,[0]
195,11659,0.011659,[1]
196,11775,0.011775,[0]
197,11659,0.011659,[1]
198,11749,0.011749,[0]
199,11877,0.011877,[1]
200,11701,0.011701,[0]
201,11925,0.011925,[1]
202,12302,0.012302,[0]
203,12604,0.012604,[1]
204,12235,0.012235,[0]
205,12041,0.012041,[1]
206,12093,0.012093,[0]
207,12039,0.012039,[1]
208,11774,0.011774,[0]
209,11547,0.011547,[1]
210,11478,0.011478,[0]
211,11451,0.011451,[1]
212,11727,0.011727,[0]
213,11617,0.011617,[1]
214,11436,0.011436,[0]
215,11441,0.011441,[1]
216,11383,0.011383,[0]
217,11423,0.011423,[1]
218,11125,0.011125,[0]
219,11202,0.011202,[1]
220,11096,0.011096,[0]
221,10985,0.010985,[1]
222,10885,0.010885,[0]
223,10713,0.010713,[1]
224,10572,0.010572,[0]
225,10580,0.01058,[1]
226,10489,0.010489,[0]
227,10475,0.010475,[1]
228,10430,0.01043,[0]
229,10339,0.010339,[1]
230,10215,0.010215,[0]
231,10699,0.010699,[1]
232,10499,0.010499,[0]
233,10294,0.010294,[1]
234,10228,0.010228,[0]
235,10071,0.010071,[1]
236,10514,0.010514,[0]
237,10460,0.01046,[1]
238,10096,0.010096,[0]
239,9985,0.009985,[1]
240,9660,0.00966,[0]
241,9553,0.009553,[1]
242,9641,0.009641,[0]
243,9986,0.009986,[1]
244,10062,0.010062,[0]
245,10154,0.010154,[1]
246,10325,0.010325,[0]
247,10871,0.010871,[1]
248,10520,0.01052,[0]
249,10356,0.010356,[1]
250,10239,0.010239,[0]
251,10220,0.01022,[1]
252,10391,0.010391,[0]
253,10261,0.010261,[1]
254,10421,0.010421,[0]
255,10643,0.010643,[1]
256,10760,0.01076,[0]
257,11190,0.01119,[1]
258,11436,0.011436,[0]
259,10897,0.010897,[1]
260,11124,0.011124,[0]
261,11375,0.011375,[1]
262,11279,0.011279,[0]
263,11597,0.011597,[1]
264,11883,0.011883,[0]
265,11416,0.011416,[1]
266,11513,0.011513,[0]
267,11381,0.011381,[1]
268,11377,0.011377,[0]
269,10913,0.010913,[1]
270,11406,0.011406,[0]
271,11920,0.01192,[1]
272,11654,0.011654,[0]
273,11272,0.011272,[1]
274,11785,0.011785,[0]
275,11244,0.011244,[1]
276,12233,0.012233,[0]
277,12985,0.012985,[1]
278,12932,0.012932,[0]
279,12142,0.012142,[1]
280,11655,0.011655,[0]
281,11169,0.011169,[1]
282,10573,0.010573,[0]
283,10262,0.010262,[1]
284,10536,0.010536,[0]
285,10596,0.010596,[1]
286,10569,0.010569,[0]
287,10814,0.010814,[1]
288,11087,0.011087,[0]
289,10628,0.010628,[1]
290,10539,0.010539,[0]
291,10384,0.010384,[1]
292,10179,0.010179,[0]
293,10181,0.010181,[1]
294,9981,0.009981,[0]
295,9686,0.009686,[1]
296,9775,0.009775,[0]
297,9942,0.009942,[1]
298,9878,0.009878,[0]
299,9712,0.009712,[1]
300,9581,0.009581,[0]
301,9768,0.009768,[1]
302,9799,0.009799,[0]
303,10011,0.010011,[1]
304,10020,0.01002,[0]
305,9982,0.009982,[1]
306,9778,0.009778,[0]
307,9656,0.009656,[1]
308,9588,0.009588,[0]
309,9371,0.009371,[1]
310,9451,0.009451,[0]
311,9577,0.009577,[1]
312,9490,0.00949,[0]
313,9421,0.009421,[1]
314,9538,0.009538,[0]
315,9419,0.009419,[1]
316,9484,0.009484,[0]
317,9622,0.009622,[1]
318,9854,0.009854,[0]
319,9865,0.009865,[1]
320,9836,0.009836,[0]
321,9681,0.009681,[1]
322,9542,0.009542,[0]
323,9579,0.009579,[1]
324,9498,0.009498,[0]
325,9578,0.009578,[1]
326,9601,0.009601,[0]
327,9681,0.009681,[1]
328,9617,0.009617,[0]
329,9686,0.009686,[1]
330,9989,0.009989,[0]
331,9893,0.009893,[1]
332,9611,0.009611,[0]
333,9664,0.009664,[1]
334,9572,0.009572,[0]
335,9447,0.009447,[1]
336,9633,0.009633,[0]
337,9778,0.009778,[1]
338,9858,0.009858,[0]
339,10085,0.010085,[1]
340,10358,0.010358,[0]
341,10403,0.010403,[1]
342,10511,0.010511,[0]
343,10425,0.010425,[1]
344,10327,0.010327,[0]
345,10127,0.010127,[1]
346,10149,0.010149,[0]
347,10369,0.010369,[1]
348,10512,0.010512,[0]
349,10607,0.010607,[1]
350,10529,0.010529,[0]
351,10513,0.010513,[1]
352,10608,0.010608,[0]
353,11063,0.011063,[1]
354,11654,0.011654,[0]
355,11616,0.011616,[1]
356,12052,0.012052,[0]
357,12040,0.01204,[1]
358,11712,0.011712,[0]
359,11523,0.011523,[1]
360,11350,0.01135,[0]
361,11130,0.01113,[1]
362,11024,0.011024,[0]
363,11098,0.011098,[1]
364,10951,0.010951,[0]
365,10705,0.010705,[1]
366,10803,0.010803,[0]
367,10802,0.010802,[1]
368,10495,0.010495,[0]
369,10493,0.010493,[1]
370,10617,0.010617,[0]
371,10663,0.010663,[1]
372,10639,0.010639,[0]
373,10412,0.010412,[1]
374,10248,0.010248,[0]
375,10102,0.010102,[1]
376,10083,0.010083,[0]
377,9913,0.009913,[1]
378,9835,0.009835,[0]
379,9819,0.009819,[1]
380,9524,0.009524,[0]
381,9567,0.009567,[1]
382,9479,0.009479,[0]
383,9484,0.009484,[1]
384,9448,0.009448,[0]
385,9769,0.009769,[1]
386,9701,0.009701,[0]
387,9502,0.009502,[1]
388,9232,0.009232,[0]
389,9059,0.009059,[1]
390,8948,0.008948,[0]
391,8880,0.00888,[1]
392,9191,0.009191,[0]
393,9111,0.009111,[1]
394,9138,0.009138,[0]
395,9350,0.00935,[1]
396,9253,0.009253,[0]
397,9078,0.009078,[1]
398,9114,0.009114,[0]
399,9075,0.009075,[1]
400,9010,0.00901,[0]
401,9072,0.009072,[1]
402,9257,0.009257,[0]
403,9288,0.009288,[1]
404,9315,0.009315,[0]
405,9353,0.009353,[1]
406,9315,0.009315,[0]
407,9344,0.009344,[1]
408,9837,0.009837,[0]
409,10155,0.010155,[1]
410,10005,0.010005,[0]
411,10042,0.010042,[1]
412,9943,0.009943,[0]
413,9678,0.009678,[1]
414,9468,0.009468,[0]
415,9516,0.009516,[1]
416,9566,0.009566,[0]
417,9775,0.009775,[1]
418,10130,0.01013,[0]
419,10093,0.010093,[1]
420,10095,0.010095,[0]
421,10229,0.010229,[1]
422,10352,0.010352,[0]
423,10250,0.01025,[1]
424,10153,0.010153,[0]
425,10101,0.010101,[1]
426,10185,0.010185,[0]
427,10670,0.01067,[1]
428,10929,0.010929,[0]
429,10774,0.010774,[1]
430,10725,0.010725,[0]
431,10702,0.010702,[1]
432,10609,0.010609,[0]
433,10473,0.010473,[1]
434,10431,0.010431,[0]
435,10431,0.010431,[1]
436,10675,0.010675,[0]
437,10771,0.010771,[1]
438,10809,0.010809,[0]
439,11044,0.011044,[1]
440,11165,0.011165,[0]
441,11445,0.011445,[1]
442,11372,0.011372,[0]
443,11455,0.011455,[1]
444,11377,0.011377,[0]
445,11131,0.011131,[1]
446,10853,0.010853,[0]
447,10524,0.010524,[1]
448,10299,0.010299,[0]
449,10120,0.01012,[1]
450,9897,0.009897,[0]
451,9766,0.009766,[1]
452,9569,0.009569,[0]
453,9630,0.00963,[1]
454,9612,0.009612,[0]
455,9707,0.009707,[1]
456,9905,0.009905,[0]
457,9886,0.009886,[1]
458,9846,0.009846,[0]
459,9650,0.00965,[1]
460,9707,0.009707,[0]
461,9754,0.009754,[1]
462,9671,0.009671,[0]
463,9632,0.009632,[1]
464,9490,0.00949,[0]
465,9431,0.009431,[1]
466,9603,0.009603,[0]
467,9489,0.009489,[1]
468,9360,0.00936,[0]
469,9505,0.009505,[1]
470,9428,0.009428,[0]
471,9429,0.009429,[1]
472,9173,0.009173,[0]
473,9682,0.009682,[1]
474,9617,0.009617,[0]
475,9742,0.009742,[1]
476,9503,0.009503,[0]
477,9208,0.009208,[1]
478,9008,0.009008,[0]
479,8823,0.008823,[1]
480,8967,0.008967,[0]
481,9255,0.009255,[1]
482,9533,0.009533,[0]
483,9736,0.009736,[1]
484,9535,0.009535,[0]
485,9510,0.00951,[1]
486,9680,0.00968,[0]
487,9840,0.00984,[1]
488,9742,0.009742,[0]
489,9811,0.009811,[1]
490,9652,0.009652,[0]
491,9491,0.009491,[1]
492,9873,0.009873,[0]
493,9675,0.009675,[1]
494,9718,0.009718,[0]
495,9980,0.00998,[1]
496,10035,0.010035,[0]
497,10404,0.010404,[1]
498,10592,0.010592,[0]
499,10369,0.010369,[1]
500,10538,0.010538,[0]
501,10482,0.010482,[1]
502,10278,0.010278,[0]
503,9755,0.009755,[1]
504,9696,0.009696,[0]
505,9760,0.00976,[1]
506,9635,0.009635,[0]
507,9898,0.009898,[1]
508,9998,0.009998,[0]
509,9998,0.009998,[1]
510,10184,0.010184,[0]
511,10540,0.01054,[1]
512,10576,0.010576,[0]
513,10286,0.010286,[1]
514,10429,0.010429,[0]
515,10647,0.010647,[1]
516,10245,0.010245,[0]
517,10382,0.010382,[1]
518,10180,0.01018,[0]
519,10074,0.010074,[1]
520,9860,0.00986,[0]
521,10058,0.010058,[1]
522,10484,0.010484,[0]
523,10225,0.010225,[1]
524,10617,0.010617,[0]
525,10870,0.01087,[1]
526,10616,0.010616,[0]
527,10568,0.010568,[1]
528,10488,0.010488,[0]
529,10351,0.010351,[1]
530,9885,0.009885,[0]
531,9662,0.009662,[1]
532,9466,0.009466,[0]
533,9088,0.009088,[1]
534,8926,0.008926,[0]
535,8808,0.008808,[1]
536,8826,0.008826,[0]
537,8983,0.008983,[1]
538,9681,0.009681,[0]
539,10006,0.010006,[1]
540,10028,0.010028,[0]
541,10715,0.010715,[1]
542,10831,0.010831,[0]
543,10403,0.010403,[1]
544,10170,0.01017,[0]
545,10003,0.010003,[1]
546,9622,0.009622,[0]
547,9453,0.009453,[1]
548,9408,0.009408,[0]
549,9380,0.00938,[1]
550,9216,0.009216,[0]
551,9286,0.009286,[1]
552,9276,0.009276,[0]
553,9400,0.0094,[1]
554,9429,0.009429,[0]
555,9527,0.009527,[1]
556,9469,0.009469,[0]
557,9490,0.00949,[1]
558,9540,0.00954,[0]
559,9460,0.00946,[1]
560,9219,0.009219,[0]
561,9125,0.009125,[1]
562,8928,0.008928,[0]
563,8839,0.008839,[1]
564,8839,0.008839,[0]
565,8754,0.008754,[1]
566,8887,0.008887,[0]
567,8968,0.008968,[1]
568,9140,0.00914,[0]
569,9289,0.009289,[1]
570,9219,0.009219,[0]
571,9184,0.009184,[1]
572,9378,0.009378,[0]
573,9285,0.009285,[1]
574,9154,0.009154,[0]
575,9148,0.009148,[1]
576,9336,0.009336,[0]
577,9315,0.009315,[1]
578,9192,0.009192,[0]
579,9124,0.009124,[1]
580,9146,0.009146,[0]
581,9323,0.009323,[1]
582,9581,0.009581,[0]
583,9777,0.009777,[1]
584,9761,0.009761,[0]
585,9684,0.009684,[1]
586,9741,0.009741,[0]
587,10071,0.010071,[1]
588,10095,0.010095,[0]
589,10223,0.010223,[1]
590,10316,0.010316,[0]
591,10404,0.010404,[1]
592,10379,0.010379,[0]
593,10327,0.010327,[1]
594,10233,0.010233,[0]
595,10375,0.010375,[1]
596,10565,0.010565,[0]
597,10725,0.010725,[1]
598,10622,0.010622,[0]
599,10891,0.010891,[1]
600,11377,0.011377,[0]
601,11485,0.011485,[1]
602,11445,0.011445,[0]
603,11262,0.011262,[1]
604,11052,0.011052,[0]
605,10963,0.010963,[1]
606,11034,0.011034,[0]
607,10907,0.010907,[1]
608,11092,0.011092,[0]
609,11470,0.01147,[1]
610,11621,0.011621,[0]
611,11638,0.011638,[1]
612,11766,0.011766,[0]
613,11437,0.011437,[1]
614,11245,0.011245,[0]
615,11372,0.011372,[1]
616,11348,0.011348,[0]
617,11319,0.011319,[1]
618,11324,0.011324,[0]
619,11252,0.011252,[1]
620,10994,0.010994,[0]
621,10875,0.010875,[1]
622,10799,0.010799,[0]
623,10480,0.01048,[1]
624,10601,0.010601,[0]
625,10589,0.010589,[1]
626,10640,0.01064,[0]
627,10610,0.01061,[1]
628,10462,0.010462,[0]
629,10144,0.010144,[1]
630,9904,0.009904,[0]
631,9893,0.009893,[1]
632,9862,0.009862,[0]
633,9812,0.009812,[1]
634,10115,0.010115,[0]
635,10077,0.010077,[1]
636,9978,0.009978,[0]
637,10243,0.010243,[1]
638,10602,0.010602,[0]
639,10591,0.010591,[1]
640,10427,0.010427,[0]
641,10323,0.010323,[1]
642,10178,0.010178,[0]
643,9862,0.009862,[1]
644,9700,0.0097,[0]
645,9396,0.009396,[1]
646,9196,0.009196,[0]
647,9220,0.00922,[1]
648,9023,0.009023,[0]
649,9029,0.009029,[1]
650,9125,0.009125,[0]
651,9316,0.009316,[1]
652,9391,0.009391,[0]
653,9455,0.009455,[1]
654,9774,0.009774,[0]
655,9665,0.009665,[1]
656,9693,0.009693,[0]
657,9749,0.009749,[1]
658,9635,0.009635,[0]
659,9567,0.009567,[1]
660,9621,0.009621,[0]
661,9621,0.009621,[1]
662,9695,0.009695,[0]
663,9663,0.009663,[1]
664,9681,0.009681,[0]
665,9644,0.009644,[1]
666,9932,0.009932,[0]
667,9966,0.009966,[1]
668,9799,0.009799,[0]
669,9746,0.009746,[1]
670,9742,0.009742,[0]
671,9669,0.009669,[1]
672,9738,0.009738,[0]
673,10099,0.010099,[1]
674,9933,0.009933,[0]
675,9755,0.009755,[1]
676,10090,0.01009,[0]
677,10189,0.010189,[1]
678,10008,0.010008,[0]
679,10082,0.010082,[1]
680,10190,0.01019,[0]
681,10119,0.010119,[1]
682,10226,0.010226,[0]
683,9973,0.009973,[1]
684,9742,0.009742,[0]
685,9557,0.009557,[1]
686,9468,0.009468,[0]
687,9502,0.009502,[1]
688,9562,0.009562,[0]
689,9908,0.009908,[1]
690,10378,0.010378,[0]
691,10590,0.01059,[1]
692,10926,0.010926,[0]
693,11169,0.011169,[1]
694,10882,0.010882,[0]
695,11085,0.011085,[1]
696,11419,0.011419,[0]
697,11426,0.011426,[1]
698,11149,0.011149,[0]
699,11269,0.011269,[1]
700,11002,0.011002,[0]
701,11343,0.011343,[1]
702,11188,0.011188,[0]
703,11270,0.01127,[1]
704,11326,0.011326,[0]
705,11121,0.011121,[1]
706,10957,0.010957,[0]
707,11087,0.011087,[1]
708,10679,0.010679,[0]
709,10637,0.010637,[1]
710,10695,0.010695,[0]
711,10647,0.010647,[1]
712,10430,0.01043,[0]
713,10371,0.010371,[1]
714,10022,0.010022,[0]
715,9929,0.009929,[1]
716,10061,0.010061,[0]
717,9991,0.009991,[1]
718,10278,0.010278,[0]
719,10170,0.01017,[1]
720,10093,0.010093,[0]
721,9912,0.009912,[1]
722,9834,0.009834,[0]
723,9747,0.009747,[1]
724,9599,0.009599,[0]
725,9370,0.00937,[1]
726,9265,0.009265,[0]
727,9456,0.009456,[1]
728,9451,0.009451,[0]
729,9626,0.009626,[1]
730,9766,0.009766,[0]
731,9808,0.009808,[1]
732,9579,0.009579,[0]
733,9672,0.009672,[1]
734,9412,0.009412,[0]
735,9147,0.009147,[1]
736,8913,0.008913,[0]
737,8797,0.008797,[1]
738,8777,0.008777,[0]
739,8574,0.008574,[1]
740,8629,0.008629,[0]
741,8531,0.008531,[1]
742,8482,0.008482,[0]
743,8773,0.008773,[1]
744,8612,0.008612,[0]
745,8741,0.008741,[1]
746,9067,0.009067,[0]
747,9112,0.009112,[1]
748,9245,0.009245,[0]
749,9500,0.0095,[1]
750,9520,0.00952,[0]
751,9521,0.009521,[1]
752,9648,0.009648,[0]
753,9568,0.009568,[1]
754,9491,0.009491,[0]
755,9737,0.009737,[1]
756,9891,0.009891,[0]
757,10092,0.010092,[1]
758,9910,0.00991,[0]
759,10115,0.010115,[1]
760,10186,0.010186,[0]
761,10175,0.010175,[1]
762,10551,0.010551,[0]
763,10622,0.010622,[1]
764,10493,0.010493,[0]
765,10186,0.010186,[1]
766,10494,0.010494,[0]
767,10549,0.010549,[1]
768,10546,0.010546,[0]
769,10569,0.010569,[1]
770,10683,0.010683,[0]
771,10435,0.010435,[1]
772,10779,0.010779,[0]
773,10922,0.010922,[1]
774,10817,0.010817,[0]
775,10645,0.010645,[1]
776,10845,0.010845,[0]
777,10915,0.010915,[1]
778,11111,0.011111,[0]
779,11148,0.011148,[1]
780,11289,0.011289,[0]
781,11098,0.011098,[1]
782,11447,0.011447,[0]
783,11591,0.011591,[1]
784,11331,0.011331,[0]
785,11427,0.011427,[1]
786,11764,0.011764,[0]
787,11770,0.01177,[1]
788,12166,0.012166,[0]
789,11924,0.011924,[1]
790,11604,0.011604,[0]
791,11793,0.011793,[1]
792,11691,0.011691,[0]
793,11422,0.011422,[1]
794,11141,0.011141,[0]
795,10894,0.010894,[1]
796,10892,0.010892,[0]
797,10811,0.010811,[1]
798,10680,0.01068,[0]
799,10532,0.010532,[1]
800,10301,0.010301,[0]
801,10483,0.010483,[1]
802,10406,0.010406,[0]
803,10115,0.010115,[1]
804,10003,0.010003,[0]
805,9915,0.009915,[1]
806,9935,0.009935,[0]
807,9951,0.009951,[1]
808,9815,0.009815,[0]
809,9633,0.009633,[1]
810,9535,0.009535,[0]
811,9563,0.009563,[1]
812,9523,0.009523,[0]
813,9554,0.009554,[1]
814,9466,0.009466,[0]
815,9376,0.009376,[1]
816,9781,0.009781,[0]
817,9959,0.009959,[1]
818,9908,0.009908,[0]
819,9834,0.009834,[1]
820,9705,0.009705,[0]
821,9644,0.009644,[1]
822,9722,0.009722,[0]
823,9739,0.009739,[1]
824,9723,0.009723,[0]
825,9846,0.009846,[1]
826,9778,0.009778,[0]
827,9848,0.009848,[1]
828,9972,0.009972,[0]
829,10076,0.010076,[1]
830,10458,0.010458,[0]
831,10329,0.010329,[1]
832,10337,0.010337,[0]
833,10232,0.010232,[1]
834,10176,0.010176,[0]
835,10062,0.010062,[1]
836,10231,0.010231,[0]
837,10320,0.01032,[1]
838,10059,0.010059,[0]
839,10167,0.010167,[1]
840,10229,0.010229,[0]
841,10220,0.01022,[1]
842,10568,0.010568,[0]
843,10915,0.010915,[1]
844,10890,0.01089,[0]
845,10878,0.010878,[1]
846,10840,0.01084,[0]
847,10664,0.010664,[1]
848,10336,0.010336,[0]
849,10025,0.010025,[1]
850,9733,0.009733,[0]
851,9759,0.009759,[1]
852,10008,0.010008,[0]
853,10017,0.010017,[1]
854,9942,0.009942,[0]
855,10091,0.010091,[1]
856,10039,0.010039,[0]
857,9882,0.009882,[1]
858,10106,0.010106,[0]
859,10038,0.010038,[1]
860,9914,0.009914,[0]
861,10162,0.010162,[1]
862,10569,0.010569,[0]
863,10606,0.010606,[1]
864,10709,0.010709,[0]
865,10623,0.010623,[1]
866,10708,0.010708,[0]
867,10766,0.010766,[1]
868,11610,0.01161,[0]
869,12093,0.012093,[1]
870,11642,0.011642,[0]
871,11547,0.011547,[1]
872,11377,0.011377,[0]
873,10896,0.010896,[1]
874,10442,0.010442,[0]
875,10148,0.010148,[1]
876,9864,0.009864,[0]
877,9783,0.009783,[1]
878,9710,0.00971,[0]
879,9624,0.009624,[1]
880,9787,0.009787,[0]
881,9880,0.00988,[1]
882,9834,0.009834,[0]
883,10048,0.010048,[1]
884,10251,0.010251,[0]
885,10226,0.010226,[1]
886,10400,0.0104,[0]
887,10532,0.010532,[1]
888,10394,0.010394,[0]
889,10142,0.010142,[1]
890,9965,0.009965,[0]
891,9847,0.009847,[1]
892,9658,0.009658,[0]
893,9627,0.009627,[1]
894,9491,0.009491,[0]
895,9418,0.009418,[1]
896,9608,0.009608,[0]
897,9581,0.009581,[1]
898,9360,0.00936,[0]
899,9208,0.009208,[1]
900,9296,0.009296,[0]
901,9395,0.009395,[1]
902,9456,0.009456,[0]
903,9644,0.009644,[1]
904,9658,0.009658,[0]
905,9591,0.009591,[1]
906,9665,0.009665,[0]
907,9686,0.009686,[1]
908,9550,0.00955,[0]
909,9648,0.009648,[1]
910,9528,0.009528,[0]
911,9428,0.009428,[1]
912,9313,0.009313,[0]
913,9093,0.009093,[1]
914,8933,0.008933,[0]
915,8975,0.008975,[1]
916,9141,0.009141,[0]
917,9314,0.009314,[1]
918,9293,0.009293,[0]
919,9581,0.009581,[1]
920,9506,0.009506,[0]
921,9552,0.009552,[1]
922,9928,0.009928,[0]
923,10035,0.010035,[1]
924,10143,0.010143,[0]
925,10308,0.010308,[1]
926,10647,0.010647,[0]
927,10685,0.010685,[1]
928,10548,0.010548,[0]
929,10454,0.010454,[1]
930,10861,0.010861,[0]
931,10695,0.010695,[1]
932,10671,0.010671,[0]
933,10671,0.010671,[1]
934,10789,0.010789,[0]
935,10728,0.010728,[1]
936,11094,0.011094,[0]
937,11443,0.011443,[1]
938,11448,0.011448,[0]
939,11492,0.011492,[1]
