[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,O'Callaghan,Georgie,CSLX Tests
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251203_082553_O'Callaghan_Georgie_90SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
803,9961,0.009961,[1]
804,9961,0.009961,[0]
805,10140,0.01014,[1]
806,10375,0.010375,[0]
807,10286,0.010286,[1]
808,10250,0.01025,[0]
809,10218,0.010218,[1]
810,10187,0.010187,[0]
811,10047,0.010047,[1]
812,9989,0.009989,[0]
813,9870,0.00987,[1]
814,9693,0.009693,[0]
815,9774,0.009774,[1]
816,9623,0.009623,[0]
817,9491,0.009491,[1]
818,9510,0.00951,[0]
819,9456,0.009456,[1]
820,9409,0.009409,[0]
821,9351,0.009351,[1]
822,9339,0.009339,[0]
823,9316,0.009316,[1]
824,9541,0.009541,[0]
825,9743,0.009743,[1]
826,9799,0.009799,[0]
827,9864,0.009864,[1]
828,9907,0.009907,[0]
829,9966,0.009966,[1]
830,9983,0.009983,[0]
831,9992,0.009992,[1]
832,9948,0.009948,[0]
833,9875,0.009875,[1]
834,9996,0.009996,[0]
835,10182,0.010182,[1]
836,10137,0.010137,[0]
837,10038,0.010038,[1]
838,9976,0.009976,[0]
839,10033,0.010033,[1]
840,10890,0.01089,[0]
841,11474,0.011474,[1]
842,11463,0.011463,[0]
843,11471,0.011471,[1]
844,11445,0.011445,[0]
845,11222,0.011222,[1]
846,10930,0.01093,[0]
847,10733,0.010733,[1]
848,10484,0.010484,[0]
849,10352,0.010352,[1]
850,10307,0.010307,[0]
851,10355,0.010355,[1]
852,10253,0.010253,[0]
853,10539,0.010539,[1]
854,10698,0.010698,[0]
855,10801,0.010801,[1]
856,10782,0.010782,[0]
857,10917,0.010917,[1]
858,10655,0.010655,[0]
859,10652,0.010652,[1]
860,10638,0.010638,[0]
861,10513,0.010513,[1]
862,10423,0.010423,[0]
863,10196,0.010196,[1]
864,10080,0.01008,[0]
865,10060,0.01006,[1]
866,10193,0.010193,[0]
867,10105,0.010105,[1]
868,10000,0.01,[0]
869,10049,0.010049,[1]
870,9989,0.009989,[0]
871,9787,0.009787,[1]
872,9682,0.009682,[0]
873,9538,0.009538,[1]
874,9470,0.00947,[0]
875,9388,0.009388,[1]
876,9284,0.009284,[0]
877,9160,0.00916,[1]
878,9008,0.009008,[0]
879,9328,0.009328,[1]
880,9549,0.009549,[0]
881,9404,0.009404,[1]
882,9413,0.009413,[0]
883,9331,0.009331,[1]
884,9305,0.009305,[0]
885,9367,0.009367,[1]
886,9309,0.009309,[0]
887,9226,0.009226,[1]
888,9138,0.009138,[0]
889,9124,0.009124,[1]
890,9170,0.00917,[0]
891,9298,0.009298,[1]
892,9663,0.009663,[0]
893,10015,0.010015,[1]
894,10275,0.010275,[0]
895,10578,0.010578,[1]
896,10563,0.010563,[0]
897,10442,0.010442,[1]
898,10348,0.010348,[0]
899,10354,0.010354,[1]
900,10251,0.010251,[0]
901,10082,0.010082,[1]
902,10014,0.010014,[0]
903,10252,0.010252,[1]
904,10500,0.0105,[0]
905,10599,0.010599,[1]
906,10761,0.010761,[0]
907,10520,0.01052,[1]
908,10814,0.010814,[0]
909,10930,0.01093,[1]
910,11027,0.011027,[0]
911,11026,0.011026,[1]
912,10965,0.010965,[0]
913,10803,0.010803,[1]
914,10777,0.010777,[0]
915,11252,0.011252,[1]
916,11305,0.011305,[0]
917,11335,0.011335,[1]
918,11527,0.011527,[0]
919,11666,0.011666,[1]
920,11725,0.011725,[0]
921,11664,0.011664,[1]
922,11857,0.011857,[0]
923,11456,0.011456,[1]
924,11355,0.011355,[0]
925,11282,0.011282,[1]
926,11081,0.011081,[0]
927,10768,0.010768,[1]
928,10701,0.010701,[0]
929,10879,0.010879,[1]
930,10551,0.010551,[0]
931,10453,0.010453,[1]
932,10287,0.010287,[0]
933,10156,0.010156,[1]
934,10011,0.010011,[0]
935,10037,0.010037,[1]
936,9792,0.009792,[0]
937,9345,0.009345,[1]
938,9334,0.009334,[0]
939,9181,0.009181,[1]
940,9009,0.009009,[0]
941,9169,0.009169,[1]
942,9101,0.009101,[0]
943,9045,0.009045,[1]
944,9346,0.009346,[0]
945,9402,0.009402,[1]
946,9229,0.009229,[0]
947,9395,0.009395,[1]
948,9563,0.009563,[0]
949,9658,0.009658,[1]
950,9545,0.009545,[0]
951,9749,0.009749,[1]
952,9841,0.009841,[0]
953,9582,0.009582,[1]
954,9380,0.00938,[0]
955,9439,0.009439,[1]
956,9658,0.009658,[0]
957,9706,0.009706,[1]
958,9812,0.009812,[0]
959,9946,0.009946,[1]
960,9780,0.00978,[0]
961,9601,0.009601,[1]
962,9988,0.009988,[0]
963,9840,0.00984,[1]
964,10057,0.010057,[0]
965,10132,0.010132,[1]
966,9792,0.009792,[0]
967,9849,0.009849,[1]
968,9946,0.009946,[0]
969,9902,0.009902,[1]
970,9888,0.009888,[0]
971,9993,0.009993,[1]
972,9747,0.009747,[0]
973,9578,0.009578,[1]
974,9992,0.009992,[0]
975,10174,0.010174,[1]
976,10240,0.01024,[0]
977,10413,0.010413,[1]
978,10419,0.010419,[0]
979,10190,0.01019,[1]
980,10416,0.010416,[0]
981,10520,0.01052,[1]
982,10537,0.010537,[0]
983,10754,0.010754,[1]
984,11029,0.011029,[0]
985,11127,0.011127,[1]
986,11170,0.01117,[0]
987,11261,0.011261,[1]
988,11162,0.011162,[0]
989,10976,0.010976,[1]
990,10981,0.010981,[0]
991,10590,0.01059,[1]
992,10175,0.010175,[0]
993,10030,0.01003,[1]
994,9781,0.009781,[0]
995,9586,0.009586,[1]
996,9564,0.009564,[0]
997,9633,0.009633,[1]
998,9455,0.009455,[0]
999,9639,0.009639,[1]
1000,9720,0.00972,[0]
1001,9800,0.0098,[1]
1002,9754,0.009754,[0]
1003,9639,0.009639,[1]
1004,9424,0.009424,[0]
1005,9349,0.009349,[1]
1006,9254,0.009254,[0]
1007,9004,0.009004,[1]
1008,9002,0.009002,[0]
1009,8885,0.008885,[1]
1010,8807,0.008807,[0]
1011,8688,0.008688,[1]
1012,8562,0.008562,[0]
1013,8558,0.008558,[1]
1014,8739,0.008739,[0]
1015,8839,0.008839,[1]
1016,9180,0.00918,[0]
1017,9278,0.009278,[1]
1018,9542,0.009542,[0]
1019,9747,0.009747,[1]
1020,9707,0.009707,[0]
1021,9697,0.009697,[1]
1022,9633,0.009633,[0]
1023,9527,0.009527,[1]
1024,9433,0.009433,[0]
1025,9716,0.009716,[1]
1026,9924,0.009924,[0]
1027,10218,0.010218,[1]
1028,10138,0.010138,[0]
1029,10099,0.010099,[1]
1030,10066,0.010066,[0]
1031,10144,0.010144,[1]
1032,10328,0.010328,[0]
1033,10273,0.010273,[1]
1034,10240,0.01024,[0]
1035,10375,0.010375,[1]
1036,10275,0.010275,[0]
1037,10167,0.010167,[1]
1038,10234,0.010234,[0]
1039,10522,0.010522,[1]
1040,10710,0.01071,[0]
1041,11042,0.011042,[1]
1042,11257,0.011257,[0]
1043,11128,0.011128,[1]
1044,11342,0.011342,[0]
1045,11691,0.011691,[1]
1046,11687,0.011687,[0]
1047,11533,0.011533,[1]
1048,11351,0.011351,[0]
1049,11302,0.011302,[1]
1050,11270,0.01127,[0]
1051,11353,0.011353,[1]
1052,11340,0.01134,[0]
1053,11315,0.011315,[1]
1054,11282,0.011282,[0]
1055,11228,0.011228,[1]
1056,11084,0.011084,[0]
1057,11053,0.011053,[1]
1058,11047,0.011047,[0]
1059,10926,0.010926,[1]
1060,10853,0.010853,[0]
1061,10796,0.010796,[1]
1062,10529,0.010529,[0]
1063,10383,0.010383,[1]
1064,10356,0.010356,[0]
1065,10230,0.01023,[1]
1066,9959,0.009959,[0]
1067,9615,0.009615,[1]
1068,9691,0.009691,[0]
1069,10466,0.010466,[1]
1070,10592,0.010592,[0]
1071,10459,0.010459,[1]
1072,10463,0.010463,[0]
1073,10493,0.010493,[1]
1074,10103,0.010103,[0]
1075,10034,0.010034,[1]
1076,9857,0.009857,[0]
1077,9662,0.009662,[1]
1078,9390,0.00939,[0]
1079,9669,0.009669,[1]
1080,9862,0.009862,[0]
1081,9759,0.009759,[1]
1082,9775,0.009775,[0]
1083,9801,0.009801,[1]
1084,9789,0.009789,[0]
1085,9865,0.009865,[1]
1086,9942,0.009942,[0]
1087,9855,0.009855,[1]
1088,9600,0.0096,[0]
1089,9689,0.009689,[1]
1090,9592,0.009592,[0]
1091,9437,0.009437,[1]
1092,9429,0.009429,[0]
1093,9442,0.009442,[1]
1094,9364,0.009364,[0]
1095,9427,0.009427,[1]
1096,9491,0.009491,[0]
1097,9439,0.009439,[1]
1098,9484,0.009484,[0]
1099,9715,0.009715,[1]
1100,9747,0.009747,[0]
1101,9966,0.009966,[1]
1102,10160,0.01016,[0]
1103,10090,0.01009,[1]
1104,10058,0.010058,[0]
1105,10369,0.010369,[1]
1106,10578,0.010578,[0]
1107,10422,0.010422,[1]
1108,10317,0.010317,[0]
1109,10359,0.010359,[1]
1110,10311,0.010311,[0]
1111,10279,0.010279,[1]
1112,10272,0.010272,[0]
1113,10305,0.010305,[1]
1114,10329,0.010329,[0]
1115,10387,0.010387,[1]
1116,10322,0.010322,[0]
1117,10194,0.010194,[1]
1118,10115,0.010115,[0]
1119,10092,0.010092,[1]
1120,10286,0.010286,[0]
1121,10595,0.010595,[1]
1122,10800,0.0108,[0]
1123,10775,0.010775,[1]
1124,10633,0.010633,[0]
1125,10438,0.010438,[1]
1126,10159,0.010159,[0]
1127,9904,0.009904,[1]
1128,9815,0.009815,[0]
1129,9742,0.009742,[1]
1130,9671,0.009671,[0]
1131,9621,0.009621,[1]
1132,9735,0.009735,[0]
1133,9586,0.009586,[1]
1134,9516,0.009516,[0]
1135,9620,0.00962,[1]
1136,9819,0.009819,[0]
1137,9924,0.009924,[1]
1138,10014,0.010014,[0]
1139,10144,0.010144,[1]
1140,10112,0.010112,[0]
1141,9992,0.009992,[1]
1142,9820,0.00982,[0]
1143,9676,0.009676,[1]
1144,9489,0.009489,[0]
1145,9342,0.009342,[1]
1146,9166,0.009166,[0]
1147,9256,0.009256,[1]
1148,9254,0.009254,[0]
1149,9187,0.009187,[1]
1150,9315,0.009315,[0]
1151,9401,0.009401,[1]
1152,9568,0.009568,[0]
1153,9672,0.009672,[1]
1154,9841,0.009841,[0]
1155,9928,0.009928,[1]
1156,9827,0.009827,[0]
1157,10021,0.010021,[1]
1158,9845,0.009845,[0]
1159,9921,0.009921,[1]
1160,9988,0.009988,[0]
1161,10108,0.010108,[1]
1162,10084,0.010084,[0]
1163,10280,0.01028,[1]
1164,10382,0.010382,[0]
1165,10282,0.010282,[1]
1166,10743,0.010743,[0]
1167,10862,0.010862,[1]
1168,10785,0.010785,[0]
1169,11070,0.01107,[1]
1170,11331,0.011331,[0]
1171,11223,0.011223,[1]
1172,11062,0.011062,[0]
1173,11139,0.011139,[1]
1174,11107,0.011107,[0]
1175,11062,0.011062,[1]
1176,11433,0.011433,[0]
1177,11286,0.011286,[1]
1178,10917,0.010917,[0]
1179,11281,0.011281,[1]
1180,11314,0.011314,[0]
1181,11006,0.011006,[1]
1182,10848,0.010848,[0]
1183,10845,0.010845,[1]
1184,10989,0.010989,[0]
1185,10916,0.010916,[1]
1186,10796,0.010796,[0]
1187,10616,0.010616,[1]
1188,10364,0.010364,[0]
1189,10391,0.010391,[1]
1190,10634,0.010634,[0]
1191,10301,0.010301,[1]
1192,10366,0.010366,[0]
1193,10168,0.010168,[1]
1194,10060,0.01006,[0]
1195,10091,0.010091,[1]
1196,10159,0.010159,[0]
1197,9951,0.009951,[1]
1198,9977,0.009977,[0]
1199,9900,0.0099,[1]
1200,9714,0.009714,[0]
1201,9613,0.009613,[1]
1202,9594,0.009594,[0]
1203,9487,0.009487,[1]
1204,9441,0.009441,[0]
1205,9553,0.009553,[1]
1206,9394,0.009394,[0]
1207,9309,0.009309,[1]
1208,9514,0.009514,[0]
1209,9550,0.00955,[1]
1210,9430,0.00943,[0]
1211,9445,0.009445,[1]
1212,9460,0.00946,[0]
1213,9349,0.009349,[1]
1214,9477,0.009477,[0]
1215,9445,0.009445,[1]
1216,9347,0.009347,[0]
1217,9373,0.009373,[1]
1218,9448,0.009448,[0]
1219,9502,0.009502,[1]
1220,9441,0.009441,[0]
1221,9495,0.009495,[1]
1222,9525,0.009525,[0]
1223,9409,0.009409,[1]
1224,9565,0.009565,[0]
1225,9520,0.00952,[1]
1226,9637,0.009637,[0]
1227,9776,0.009776,[1]
1228,9753,0.009753,[0]
1229,9848,0.009848,[1]
1230,9947,0.009947,[0]
1231,9871,0.009871,[1]
1232,9790,0.00979,[0]
1233,9856,0.009856,[1]
1234,9971,0.009971,[0]
1235,10094,0.010094,[1]
1236,9969,0.009969,[0]
1237,9868,0.009868,[1]
1238,9743,0.009743,[0]
1239,9640,0.00964,[1]
1240,9843,0.009843,[0]
1241,9785,0.009785,[1]
1242,10135,0.010135,[0]
1243,10439,0.010439,[1]
1244,10639,0.010639,[0]
1245,10575,0.010575,[1]
1246,10524,0.010524,[0]
1247,10477,0.010477,[1]
1248,10414,0.010414,[0]
1249,10380,0.01038,[1]
1250,10534,0.010534,[0]
1251,10332,0.010332,[1]
1252,10235,0.010235,[0]
1253,10243,0.010243,[1]
1254,10216,0.010216,[0]
1255,10239,0.010239,[1]
1256,10586,0.010586,[0]
1257,10474,0.010474,[1]
1258,10371,0.010371,[0]
1259,10220,0.01022,[1]
1260,10126,0.010126,[0]
1261,9961,0.009961,[1]
1262,9891,0.009891,[0]
1263,9993,0.009993,[1]
1264,9854,0.009854,[0]
1265,9885,0.009885,[1]
1266,9771,0.009771,[0]
1267,9579,0.009579,[1]
1268,9442,0.009442,[0]
1269,9402,0.009402,[1]
1270,9375,0.009375,[0]
1271,9251,0.009251,[1]
1272,9184,0.009184,[0]
1273,9081,0.009081,[1]
1274,9146,0.009146,[0]
1275,9214,0.009214,[1]
1276,9255,0.009255,[0]
1277,9400,0.0094,[1]
1278,9344,0.009344,[0]
1279,9277,0.009277,[1]
1280,9411,0.009411,[0]
1281,9452,0.009452,[1]
1282,9471,0.009471,[0]
1283,9491,0.009491,[1]
1284,9636,0.009636,[0]
1285,9626,0.009626,[1]
1286,9570,0.00957,[0]
1287,9611,0.009611,[1]
1288,9508,0.009508,[0]
1289,9507,0.009507,[1]
1290,10027,0.010027,[0]
1291,9889,0.009889,[1]
1292,9695,0.009695,[0]
1293,9998,0.009998,[1]
1294,10045,0.010045,[0]
1295,10095,0.010095,[1]
1296,10271,0.010271,[0]
1297,10578,0.010578,[1]
1298,10340,0.01034,[0]
1299,10539,0.010539,[1]
1300,10620,0.01062,[0]
1301,10435,0.010435,[1]
1302,10413,0.010413,[0]
1303,10685,0.010685,[1]
1304,10704,0.010704,[0]
1305,10534,0.010534,[1]
1306,10836,0.010836,[0]
1307,10798,0.010798,[1]
1308,10539,0.010539,[0]
1309,10675,0.010675,[1]
1310,11060,0.01106,[0]
1311,11128,0.011128,[1]
1312,11555,0.011555,[0]
1313,11651,0.011651,[1]
1314,11702,0.011702,[0]
1315,11587,0.011587,[1]
1316,11474,0.011474,[0]
1317,11381,0.011381,[1]
1318,11038,0.011038,[0]
1319,10821,0.010821,[1]
1320,10579,0.010579,[0]
1321,10374,0.010374,[1]
1322,10248,0.010248,[0]
1323,10059,0.010059,[1]
1324,9992,0.009992,[0]
1325,9925,0.009925,[1]
1326,9734,0.009734,[0]
1327,9667,0.009667,[1]
1328,9580,0.00958,[0]
1329,9705,0.009705,[1]
1330,9671,0.009671,[0]
1331,9497,0.009497,[1]
1332,9426,0.009426,[0]
1333,9271,0.009271,[1]
1334,9267,0.009267,[0]
1335,9259,0.009259,[1]
1336,9172,0.009172,[0]
1337,9068,0.009068,[1]
1338,8997,0.008997,[0]
1339,9003,0.009003,[1]
1340,8968,0.008968,[0]
1341,8856,0.008856,[1]
1342,8746,0.008746,[0]
1343,8650,0.00865,[1]
1344,8841,0.008841,[0]
1345,8959,0.008959,[1]
1346,8934,0.008934,[0]
1347,9033,0.009033,[1]
1348,9328,0.009328,[0]
1349,9567,0.009567,[1]
1350,9614,0.009614,[0]
1351,9745,0.009745,[1]
1352,10121,0.010121,[0]
1353,10045,0.010045,[1]
1354,10076,0.010076,[0]
1355,10100,0.0101,[1]
1356,10007,0.010007,[0]
1357,9944,0.009944,[1]
1358,9973,0.009973,[0]
1359,9928,0.009928,[1]
1360,9946,0.009946,[0]
1361,9801,0.009801,[1]
1362,9780,0.00978,[0]
1363,9676,0.009676,[1]
1364,9742,0.009742,[0]
1365,9988,0.009988,[1]
1366,9943,0.009943,[0]
1367,10258,0.010258,[1]
1368,10378,0.010378,[0]
1369,10392,0.010392,[1]
1370,10651,0.010651,[0]
1371,10791,0.010791,[1]
1372,10915,0.010915,[0]
1373,10731,0.010731,[1]
1374,11000,0.011,[0]
1375,11106,0.011106,[1]
1376,11021,0.011021,[0]
1377,10980,0.01098,[1]
1378,10793,0.010793,[0]
1379,10776,0.010776,[1]
1380,10610,0.01061,[0]
1381,10437,0.010437,[1]
1382,10258,0.010258,[0]
1383,9954,0.009954,[1]
1384,9825,0.009825,[0]
1385,10054,0.010054,[1]
1386,9680,0.00968,[0]
1387,9515,0.009515,[1]
1388,9396,0.009396,[0]
1389,9291,0.009291,[1]
1390,9130,0.00913,[0]
1391,9131,0.009131,[1]
1392,8917,0.008917,[0]
1393,9147,0.009147,[1]
1394,9235,0.009235,[0]
1395,9104,0.009104,[1]
1396,9286,0.009286,[0]
1397,9184,0.009184,[1]
1398,9058,0.009058,[0]
1399,9145,0.009145,[1]
1400,9332,0.009332,[0]
1401,9259,0.009259,[1]
1402,9013,0.009013,[0]
1403,8913,0.008913,[1]
1404,8749,0.008749,[0]
1405,8592,0.008592,[1]
1406,8667,0.008667,[0]
1407,8831,0.008831,[1]
1408,8822,0.008822,[0]
1409,9119,0.009119,[1]
1410,9519,0.009519,[0]
1411,9544,0.009544,[1]
1412,9643,0.009643,[0]
1413,9708,0.009708,[1]
1414,9542,0.009542,[0]
1415,9658,0.009658,[1]
1416,9826,0.009826,[0]
1417,9562,0.009562,[1]
1418,9543,0.009543,[0]
1419,9527,0.009527,[1]
1420,9508,0.009508,[0]
1421,9476,0.009476,[1]
1422,9690,0.00969,[0]
1423,9571,0.009571,[1]
1424,9662,0.009662,[0]
1425,9844,0.009844,[1]
1426,9882,0.009882,[0]
1427,9964,0.009964,[1]
1428,9970,0.00997,[0]
1429,10178,0.010178,[1]
1430,10130,0.01013,[0]
1431,10340,0.01034,[1]
1432,10311,0.010311,[0]
1433,10412,0.010412,[1]
1434,10761,0.010761,[0]
1435,11183,0.011183,[1]
1436,11189,0.011189,[0]
1437,11364,0.011364,[1]
1438,11547,0.011547,[0]
1439,11591,0.011591,[1]
1440,11479,0.011479,[0]
1441,11276,0.011276,[1]
1442,10813,0.010813,[0]
1443,10671,0.010671,[1]
1444,10561,0.010561,[0]
1445,10452,0.010452,[1]
1446,10409,0.010409,[0]
1447,10254,0.010254,[1]
1448,10038,0.010038,[0]
1449,9975,0.009975,[1]
1450,10034,0.010034,[0]
1451,9989,0.009989,[1]
1452,9903,0.009903,[0]
1453,9721,0.009721,[1]
1454,9621,0.009621,[0]
1455,9754,0.009754,[1]
1456,9547,0.009547,[0]
1457,9363,0.009363,[1]
1458,9341,0.009341,[0]
1459,9317,0.009317,[1]
1460,9198,0.009198,[0]
1461,9085,0.009085,[1]
1462,8946,0.008946,[0]
1463,8852,0.008852,[1]
1464,8807,0.008807,[0]
1465,8987,0.008987,[1]
1466,8988,0.008988,[0]
1467,8938,0.008938,[1]
1468,8878,0.008878,[0]
1469,9016,0.009016,[1]
1470,9021,0.009021,[0]
1471,8965,0.008965,[1]
1472,9065,0.009065,[0]
1473,9011,0.009011,[1]
1474,9158,0.009158,[0]
1475,9576,0.009576,[1]
1476,9655,0.009655,[0]
1477,9585,0.009585,[1]
1478,9522,0.009522,[0]
1479,9654,0.009654,[1]
1480,9559,0.009559,[0]
1481,9396,0.009396,[1]
1482,9358,0.009358,[0]
1483,9297,0.009297,[1]
1484,9282,0.009282,[0]
1485,9291,0.009291,[1]
1486,9266,0.009266,[0]
1487,9347,0.009347,[1]
1488,9428,0.009428,[0]
1489,9371,0.009371,[1]
1490,9504,0.009504,[0]
1491,9834,0.009834,[1]
1492,9808,0.009808,[0]
1493,9780,0.00978,[1]
1494,9894,0.009894,[0]
1495,9845,0.009845,[1]
1496,9934,0.009934,[0]
1497,9959,0.009959,[1]
1498,10024,0.010024,[0]
1499,10017,0.010017,[1]
1500,10014,0.010014,[0]
1501,10046,0.010046,[1]
1502,9906,0.009906,[0]
1503,9890,0.00989,[1]
1504,10081,0.010081,[0]
1505,10205,0.010205,[1]
1506,10089,0.010089,[0]
1507,9890,0.00989,[1]
1508,9751,0.009751,[0]
1509,9729,0.009729,[1]
1510,9772,0.009772,[0]
1511,9779,0.009779,[1]
1512,9828,0.009828,[0]
1513,9933,0.009933,[1]
1514,9861,0.009861,[0]
1515,9892,0.009892,[1]
1516,9842,0.009842,[0]
1517,9531,0.009531,[1]
1518,9482,0.009482,[0]
1519,9492,0.009492,[1]
1520,9363,0.009363,[0]
1521,9286,0.009286,[1]
1522,9426,0.009426,[0]
1523,9246,0.009246,[1]
1524,9325,0.009325,[0]
1525,9631,0.009631,[1]
1526,9504,0.009504,[0]
1527,9350,0.00935,[1]
1528,9322,0.009322,[0]
1529,9522,0.009522,[1]
1530,9339,0.009339,[0]
1531,9417,0.009417,[1]
1532,9445,0.009445,[0]
1533,9193,0.009193,[1]
1534,9108,0.009108,[0]
1535,9079,0.009079,[1]
1536,9008,0.009008,[0]
1537,8820,0.00882,[1]
1538,8763,0.008763,[0]
1539,8694,0.008694,[1]
1540,8559,0.008559,[0]
1541,8565,0.008565,[1]
1542,8452,0.008452,[0]
1543,8369,0.008369,[1]
1544,8357,0.008357,[0]
1545,8366,0.008366,[1]
1546,8348,0.008348,[0]
1547,8511,0.008511,[1]
1548,8647,0.008647,[0]
1549,8728,0.008728,[1]
1550,8896,0.008896,[0]
1551,9018,0.009018,[1]
1552,9274,0.009274,[0]
1553,9394,0.009394,[1]
1554,9633,0.009633,[0]
1555,9814,0.009814,[1]
1556,9826,0.009826,[0]
1557,10005,0.010005,[1]
1558,9928,0.009928,[0]
1559,10076,0.010076,[1]
1560,10324,0.010324,[0]
1561,10250,0.01025,[1]
1562,10069,0.010069,[0]
1563,9995,0.009995,[1]
1564,9908,0.009908,[0]
1565,9701,0.009701,[1]
1566,9604,0.009604,[0]
1567,9520,0.00952,[1]
1568,9522,0.009522,[0]
1569,9561,0.009561,[1]
1570,10000,0.01,[0]
1571,10213,0.010213,[1]
1572,10578,0.010578,[0]
1573,11036,0.011036,[1]
1574,11187,0.011187,[0]
1575,11240,0.01124,[1]
1576,11244,0.011244,[0]
1577,11280,0.01128,[1]
1578,11225,0.011225,[0]
1579,11396,0.011396,[1]
1580,11423,0.011423,[0]
1581,11339,0.011339,[1]
1582,11261,0.011261,[0]
1583,11128,0.011128,[1]
1584,10991,0.010991,[0]
1585,10887,0.010887,[1]
1586,10736,0.010736,[0]
1587,10531,0.010531,[1]
1588,10285,0.010285,[0]
1589,10224,0.010224,[1]
1590,10067,0.010067,[0]
1591,9900,0.0099,[1]
1592,9817,0.009817,[0]
1593,9689,0.009689,[1]
1594,9648,0.009648,[0]
1595,9622,0.009622,[1]
1596,9605,0.009605,[0]
1597,9466,0.009466,[1]
1598,9452,0.009452,[0]
1599,9495,0.009495,[1]
1600,9453,0.009453,[0]
1601,9371,0.009371,[1]
1602,9255,0.009255,[0]
1603,9139,0.009139,[1]
1604,9071,0.009071,[0]
1605,9298,0.009298,[1]
1606,9190,0.00919,[0]
1607,9107,0.009107,[1]
1608,9184,0.009184,[0]
1609,9263,0.009263,[1]
1610,9176,0.009176,[0]
1611,9373,0.009373,[1]
1612,9531,0.009531,[0]
1613,9299,0.009299,[1]
1614,9512,0.009512,[0]
1615,9544,0.009544,[1]
1616,9463,0.009463,[0]
1617,9587,0.009587,[1]
1618,9700,0.0097,[0]
1619,9613,0.009613,[1]
1620,9856,0.009856,[0]
1621,9820,0.00982,[1]
1622,9662,0.009662,[0]
1623,9901,0.009901,[1]
1624,10070,0.01007,[0]
1625,10165,0.010165,[1]
1626,10057,0.010057,[0]
1627,10097,0.010097,[1]
1628,9972,0.009972,[0]
1629,9844,0.009844,[1]
1630,9878,0.009878,[0]
1631,9936,0.009936,[1]
1632,9880,0.00988,[0]
1633,9964,0.009964,[1]
1634,10124,0.010124,[0]
1635,9986,0.009986,[1]
1636,10060,0.01006,[0]
1637,10026,0.010026,[1]
1638,9925,0.009925,[0]
1639,10304,0.010304,[1]
1640,10590,0.01059,[0]
1641,10450,0.01045,[1]
1642,10660,0.01066,[0]
1643,10661,0.010661,[1]
1644,10643,0.010643,[0]
1645,10626,0.010626,[1]
1646,10554,0.010554,[0]
1647,10246,0.010246,[1]
1648,10092,0.010092,[0]
1649,10045,0.010045,[1]
1650,10037,0.010037,[0]
1651,9829,0.009829,[1]
1652,9830,0.00983,[0]
1653,9760,0.00976,[1]
1654,9600,0.0096,[0]
1655,9413,0.009413,[1]
1656,9620,0.00962,[0]
1657,9328,0.009328,[1]
1658,9266,0.009266,[0]
1659,9290,0.00929,[1]
1660,9104,0.009104,[0]
1661,9192,0.009192,[1]
1662,9146,0.009146,[0]
1663,8963,0.008963,[1]
1664,8971,0.008971,[0]
1665,8993,0.008993,[1]
1666,8816,0.008816,[0]
1667,8845,0.008845,[1]
1668,8732,0.008732,[0]
1669,8616,0.008616,[1]
1670,8545,0.008545,[0]
1671,8578,0.008578,[1]
1672,8604,0.008604,[0]
1673,8734,0.008734,[1]
1674,8908,0.008908,[0]
1675,8856,0.008856,[1]
1676,9047,0.009047,[0]
1677,8963,0.008963,[1]
1678,8989,0.008989,[0]
1679,9268,0.009268,[1]
1680,9348,0.009348,[0]
1681,9290,0.00929,[1]
1682,9134,0.009134,[0]
1683,9021,0.009021,[1]
1684,8926,0.008926,[0]
1685,9081,0.009081,[1]
1686,9295,0.009295,[0]
1687,9138,0.009138,[1]
1688,9129,0.009129,[0]
1689,9424,0.009424,[1]
1690,9531,0.009531,[0]
1691,9711,0.009711,[1]
1692,9963,0.009963,[0]
1693,10009,0.010009,[1]
1694,10042,0.010042,[0]
1695,10348,0.010348,[1]
1696,10382,0.010382,[0]
1697,10280,0.01028,[1]
1698,10335,0.010335,[0]
1699,10608,0.010608,[1]
1700,10720,0.01072,[0]
1701,10844,0.010844,[1]
1702,11084,0.011084,[0]
1703,10992,0.010992,[1]
1704,11114,0.011114,[0]
1705,11656,0.011656,[1]
1706,12043,0.012043,[0]
1707,11939,0.011939,[1]
1708,11923,0.011923,[0]
1709,11879,0.011879,[1]
1710,11613,0.011613,[0]
1711,11328,0.011328,[1]
1712,11115,0.011115,[0]
1713,10849,0.010849,[1]
1714,10815,0.010815,[0]
1715,10725,0.010725,[1]
1716,10546,0.010546,[0]
