[APPLICATION_METADATA_BEGIN],,,
CaptureSoftwareApp,RXCaptureApp,,
CaptureSoftwareVersion,21.9.5.0,,
CaptureAppSport,RX_ALLSPORTS,,
[APPLICATION_METADATA_END],,,
[DEVICE_METADATA_BEGIN],,,
[[METADATA_BEGIN],,,
Owner,<Paddle Aust>,,
PurchaseDate,<20230112-1>,,
WEB,AMRSport.com,,
DeviceName,Hornet-2011,,
BuildDate,<20110101>,,
FirmwareVersion,190902,,
WheelCircumferenceMeters,0.1,,
EncoderPulsesPerRev,10,,
TimeStampEvent_EveryNEncoderPulses,2,,
ClockHz,1000000,,
CalibrationScale,0.998,,
[METADATA_END],,,
[DEVICE_METADATA_END],,,
[TRIAL_META_DATA_BEGIN],,,
Athlete,Galea, Riley, CSLX Testing
TrialDistance,100,,
AutoStopDistance,100,,
TrialFilename,20251209_073810_Galea_ Riley_60SR-1,,
ZeroOffsetIdx,1,,
[TRIAL_META_DATA_END],,,
[TRIAL_DATA_BEGIN],,,
TimeStampEvent,Ticks,Seconds,
0,1407633,0.048619,[0]
1,105674,0.044888,[1]
2,48619,0.04143,[0]
3,44888,0.03482,[1]
4,41430,0.031263,[0]
5,34820,0.03121,[1]
6,31263,0.029245,[0]
7,31210,0.029403,[1]
8,29245,0.030096,[0]
9,29403,0.029877,[1]
10,30096,0.028048,[0]
11,29877,0.029289,[1]
12,28048,0.036631,[0]
13,29289,0.040149,[1]
14,36631,0.036224,[0]
15,40149,0.028359,[1]
16,36224,0.02705,[0]
17,28359,0.02692,[1]
18,27050,0.026031,[0]
19,26920,0.024479,[1]
20,26031,0.023141,[0]
21,24479,0.022748,[1]
22,23141,0.022712,[0]
23,22748,0.021478,[1]
24,22712,0.019391,[0]
25,21478,0.018969,[1]
26,19391,0.017997,[0]
27,18969,0.017912,[1]
28,17997,0.016581,[0]
29,17912,0.016104,[1]
30,16581,0.015955,[0]
31,16104,0.015579,[1]
32,15955,0.015363,[0]
33,15579,0.01517,[1]
34,15363,0.014219,[0]
35,15170,0.014415,[1]
36,14219,0.014414,[0]
37,14415,0.013336,[1]
38,14414,0.013868,[0]
39,13336,0.013359,[1]
40,13868,0.013261,[0]
41,13359,0.013813,[1]
42,13261,0.013668,[0]
43,13813,0.012478,[1]
44,13668,0.012999,[0]
45,12478,0.013237,[1]
46,12999,0.013704,[0]
47,13237,0.013871,[1]
48,13704,0.013981,[0]
49,13871,0.013776,[1]
50,13981,0.013449,[0]
51,13776,0.013101,[1]
52,13449,0.013971,[0]
53,13101,0.01425,[1]
54,13971,0.014367,[0]
55,14250,0.015449,[1]
56,14367,0.01467,[0]
57,15449,0.015255,[1]
58,14670,0.014986,[0]
59,15255,0.013956,[1]
60,14986,0.013708,[0]
61,13956,0.01347,[1]
62,13708,0.013492,[0]
63,13470,0.013917,[1]
64,13492,0.013242,[0]
65,13917,0.013132,[1]
66,13242,0.012025,[0]
67,13132,0.01133,[1]
68,12025,0.010986,[0]
69,11330,0.010866,[1]
70,10986,0.011276,[0]
71,10866,0.011485,[1]
72,11276,0.011434,[0]
73,11485,0.011618,[1]
74,11434,0.012091,[0]
75,11618,0.012057,[1]
76,12091,0.011947,[0]
77,12057,0.011598,[1]
78,11947,0.011229,[0]
79,11598,0.01182,[1]
80,11229,0.011685,[0]
81,11820,0.011616,[1]
82,11685,0.011416,[0]
83,11616,0.011314,[1]
84,11416,0.011076,[0]
85,11314,0.010788,[1]
86,11076,0.011324,[0]
87,10788,0.01108,[1]
88,11324,0.011004,[0]
89,11080,0.010727,[1]
90,11004,0.010734,[0]
91,10727,0.011229,[1]
92,10734,0.011373,[0]
93,11229,0.010742,[1]
94,11373,0.010468,[0]
95,10742,0.010249,[1]
96,10468,0.010543,[0]
97,10249,0.010879,[1]
98,10543,0.010638,[0]
99,10879,0.010069,[1]
100,10638,0.010314,[0]
101,10069,0.010515,[1]
102,10314,0.010737,[0]
103,10515,0.010514,[1]
104,10737,0.010435,[0]
105,10514,0.010941,[1]
