[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_085638_Davidson_Codie_pirhanaSelfSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
234,12442,0.012442,[0]
235,12256,0.012256,[1]
236,11969,0.011969,[0]
237,11578,0.011578,[1]
238,11406,0.011406,[0]
239,11178,0.011178,[1]
240,11049,0.011049,[0]
241,10753,0.010753,[1]
242,10692,0.010692,[0]
243,10439,0.010439,[1]
244,9904,0.009904,[0]
245,9949,0.009949,[1]
246,9656,0.009656,[0]
247,9375,0.009375,[1]
248,9256,0.009256,[0]
249,9326,0.009326,[1]
250,9470,0.00947,[0]
251,9231,0.009231,[1]
252,9214,0.009214,[0]
253,9161,0.009161,[1]
254,8988,0.008988,[0]
255,8924,0.008924,[1]
256,9023,0.009023,[0]
257,9077,0.009077,[1]
258,8940,0.00894,[0]
259,8704,0.008704,[1]
260,8838,0.008838,[0]
261,8863,0.008863,[1]
262,8881,0.008881,[0]
263,8957,0.008957,[1]
264,8979,0.008979,[0]
265,8822,0.008822,[1]
266,8726,0.008726,[0]
267,8599,0.008599,[1]
268,8606,0.008606,[0]
269,8607,0.008607,[1]
270,8702,0.008702,[0]
271,8701,0.008701,[1]
272,8806,0.008806,[0]
273,8610,0.00861,[1]
274,8832,0.008832,[0]
275,9139,0.009139,[1]
276,9200,0.0092,[0]
277,9539,0.009539,[1]
278,9519,0.009519,[0]
279,9425,0.009425,[1]
280,9378,0.009378,[0]
281,9394,0.009394,[1]
282,9482,0.009482,[0]
283,9429,0.009429,[1]
284,9465,0.009465,[0]
285,9638,0.009638,[1]
286,10127,0.010127,[0]
287,10759,0.010759,[1]
288,10743,0.010743,[0]
289,10719,0.010719,[1]
290,10722,0.010722,[0]
291,10684,0.010684,[1]
292,10573,0.010573,[0]
293,10968,0.010968,[1]
294,11278,0.011278,[0]
295,11474,0.011474,[1]
296,11487,0.011487,[0]
297,11407,0.011407,[1]
298,11576,0.011576,[0]
299,11726,0.011726,[1]
300,11746,0.011746,[0]
301,11777,0.011777,[1]
302,11685,0.011685,[0]
303,11686,0.011686,[1]
304,11571,0.011571,[0]
305,11912,0.011912,[1]
306,11941,0.011941,[0]
307,11548,0.011548,[1]
308,11219,0.011219,[0]
309,11051,0.011051,[1]
310,10921,0.010921,[0]
311,10718,0.010718,[1]
312,10634,0.010634,[0]
313,10423,0.010423,[1]
314,10026,0.010026,[0]
315,9812,0.009812,[1]
316,9816,0.009816,[0]
317,9794,0.009794,[1]
318,9727,0.009727,[0]
319,9594,0.009594,[1]
320,9588,0.009588,[0]
321,9442,0.009442,[1]
322,9302,0.009302,[0]
323,9156,0.009156,[1]
324,9013,0.009013,[0]
325,9077,0.009077,[1]
326,8918,0.008918,[0]
327,8823,0.008823,[1]
328,9062,0.009062,[0]
329,8872,0.008872,[1]
330,8699,0.008699,[0]
331,8632,0.008632,[1]
332,8498,0.008498,[0]
333,8386,0.008386,[1]
334,8424,0.008424,[0]
335,8510,0.00851,[1]
336,8644,0.008644,[0]
337,8735,0.008735,[1]
338,8855,0.008855,[0]
339,8827,0.008827,[1]
340,8996,0.008996,[0]
341,8878,0.008878,[1]
342,8900,0.0089,[0]
343,8798,0.008798,[1]
344,8853,0.008853,[0]
345,9059,0.009059,[1]
346,9206,0.009206,[0]
347,9285,0.009285,[1]
348,9527,0.009527,[0]
349,9502,0.009502,[1]
350,9563,0.009563,[0]
351,9652,0.009652,[1]
352,9839,0.009839,[0]
353,10286,0.010286,[1]
354,10501,0.010501,[0]
355,10671,0.010671,[1]
356,10816,0.010816,[0]
357,10852,0.010852,[1]
358,11106,0.011106,[0]
