[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_084907_Davidson_Codie_pirhana60SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
712,9410,0.00941,[0]
713,9137,0.009137,[1]
714,8816,0.008816,[0]
715,8986,0.008986,[1]
716,8767,0.008767,[0]
717,9029,0.009029,[1]
718,9272,0.009272,[0]
719,9284,0.009284,[1]
720,9165,0.009165,[0]
721,8986,0.008986,[1]
722,8958,0.008958,[0]
723,9056,0.009056,[1]
724,9220,0.00922,[0]
725,9508,0.009508,[1]
726,9489,0.009489,[0]
727,9566,0.009566,[1]
728,9641,0.009641,[0]
729,9456,0.009456,[1]
730,9451,0.009451,[0]
731,9438,0.009438,[1]
732,9286,0.009286,[0]
733,9566,0.009566,[1]
734,9436,0.009436,[0]
735,9505,0.009505,[1]
736,9797,0.009797,[0]
737,9738,0.009738,[1]
738,10092,0.010092,[0]
739,10445,0.010445,[1]
740,10358,0.010358,[0]
741,10314,0.010314,[1]
742,10207,0.010207,[0]
743,10402,0.010402,[1]
744,10583,0.010583,[0]
745,10471,0.010471,[1]
746,10441,0.010441,[0]
747,10471,0.010471,[1]
748,10285,0.010285,[0]
749,10411,0.010411,[1]
750,10544,0.010544,[0]
