[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Pope,Ben,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251203_084830_Pope_Ben_80SR-TC
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
798,10223,0.010223,[0]
799,10137,0.010137,[1]
800,10209,0.010209,[0]
801,10146,0.010146,[1]
802,9969,0.009969,[0]
803,9832,0.009832,[1]
804,9888,0.009888,[0]
805,9823,0.009823,[1]
806,9740,0.00974,[0]
807,9651,0.009651,[1]
808,9529,0.009529,[0]
809,9359,0.009359,[1]
810,9278,0.009278,[0]
811,9274,0.009274,[1]
812,9204,0.009204,[0]
813,9115,0.009115,[1]
814,9199,0.009199,[0]
815,9322,0.009322,[1]
816,9231,0.009231,[0]
817,9213,0.009213,[1]
818,9230,0.00923,[0]
819,9106,0.009106,[1]
820,9027,0.009027,[0]
821,9040,0.00904,[1]
822,9058,0.009058,[0]
823,9071,0.009071,[1]
824,9124,0.009124,[0]
825,9188,0.009188,[1]
826,9223,0.009223,[0]
827,9328,0.009328,[1]
828,9705,0.009705,[0]
829,9788,0.009788,[1]
830,10125,0.010125,[0]
831,10224,0.010224,[1]
832,10317,0.010317,[0]
833,10265,0.010265,[1]
834,10493,0.010493,[0]
835,10797,0.010797,[1]
836,10593,0.010593,[0]
837,10438,0.010438,[1]
838,10201,0.010201,[0]
839,9943,0.009943,[1]
840,10341,0.010341,[0]
841,10268,0.010268,[1]
842,10160,0.01016,[0]
843,10036,0.010036,[1]
844,9974,0.009974,[0]
845,9951,0.009951,[1]
846,10094,0.010094,[0]
847,10008,0.010008,[1]
848,9660,0.00966,[0]
849,9724,0.009724,[1]
850,9497,0.009497,[0]
851,9300,0.0093,[1]
852,9304,0.009304,[0]
853,9329,0.009329,[1]
854,9727,0.009727,[0]
855,9675,0.009675,[1]
856,10042,0.010042,[0]
857,10313,0.010313,[1]
858,10216,0.010216,[0]
859,10445,0.010445,[1]
860,10644,0.010644,[0]
861,10446,0.010446,[1]
862,10511,0.010511,[0]
863,10324,0.010324,[1]
864,10106,0.010106,[0]
865,10163,0.010163,[1]
866,11049,0.011049,[0]
867,11527,0.011527,[1]
868,11437,0.011437,[0]
869,11034,0.011034,[1]
870,10813,0.010813,[0]
871,10590,0.01059,[1]
872,10354,0.010354,[0]
873,10174,0.010174,[1]
874,9885,0.009885,[0]
875,9829,0.009829,[1]
876,10032,0.010032,[0]
877,9862,0.009862,[1]
878,9772,0.009772,[0]
879,10007,0.010007,[1]
880,10185,0.010185,[0]
881,10291,0.010291,[1]
882,10270,0.01027,[0]
883,10432,0.010432,[1]
884,10231,0.010231,[0]
885,10144,0.010144,[1]
886,10171,0.010171,[0]
887,10031,0.010031,[1]
888,9884,0.009884,[0]
889,9646,0.009646,[1]
890,9525,0.009525,[0]
891,9395,0.009395,[1]
892,9281,0.009281,[0]
893,9194,0.009194,[1]
894,9297,0.009297,[0]
895,9367,0.009367,[1]
896,9453,0.009453,[0]
897,9340,0.00934,[1]
898,9348,0.009348,[0]
899,9095,0.009095,[1]
900,8976,0.008976,[0]
901,9131,0.009131,[1]
902,9279,0.009279,[0]
903,9011,0.009011,[1]
904,9152,0.009152,[0]
905,9368,0.009368,[1]
906,9329,0.009329,[0]
907,9428,0.009428,[1]
908,9238,0.009238,[0]
909,9028,0.009028,[1]
910,8876,0.008876,[0]
911,8692,0.008692,[1]
912,8552,0.008552,[0]
913,8756,0.008756,[1]
914,8731,0.008731,[0]
915,8934,0.008934,[1]
916,9007,0.009007,[0]
917,8844,0.008844,[1]
918,8917,0.008917,[0]
919,9208,0.009208,[1]
920,9315,0.009315,[0]
921,9839,0.009839,[1]
922,10267,0.010267,[0]
923,10434,0.010434,[1]
924,10360,0.01036,[0]
925,10254,0.010254,[1]
926,10329,0.010329,[0]
927,10411,0.010411,[1]
928,10333,0.010333,[0]
929,10113,0.010113,[1]
930,10277,0.010277,[0]
931,10529,0.010529,[1]
932,10471,0.010471,[0]
933,10668,0.010668,[1]
934,10837,0.010837,[0]
935,10846,0.010846,[1]
936,11171,0.011171,[0]
937,10963,0.010963,[1]
938,10921,0.010921,[0]
939,10795,0.010795,[1]
940,10927,0.010927,[0]
941,10990,0.01099,[1]
942,11018,0.011018,[0]
943,10603,0.010603,[1]
944,10517,0.010517,[0]
945,10159,0.010159,[1]
946,10021,0.010021,[0]
947,10005,0.010005,[1]
948,9670,0.00967,[0]
949,9942,0.009942,[1]
950,9883,0.009883,[0]
951,9939,0.009939,[1]
952,10127,0.010127,[0]
953,9945,0.009945,[1]
954,9664,0.009664,[0]
955,9745,0.009745,[1]
956,9849,0.009849,[0]
957,9607,0.009607,[1]
958,9960,0.00996,[0]
959,9836,0.009836,[1]
960,9545,0.009545,[0]
961,9463,0.009463,[1]
962,9164,0.009164,[0]
963,8859,0.008859,[1]
964,8596,0.008596,[0]
965,8612,0.008612,[1]
966,8397,0.008397,[0]
967,8236,0.008236,[1]
968,8146,0.008146,[0]
969,8046,0.008046,[1]
970,7837,0.007837,[0]
971,7895,0.007895,[1]
972,7944,0.007944,[0]
973,7814,0.007814,[1]
974,7939,0.007939,[0]
975,7993,0.007993,[1]
976,8020,0.00802,[0]
977,8016,0.008016,[1]
978,8215,0.008215,[0]
979,8338,0.008338,[1]
980,8249,0.008249,[0]
981,8560,0.00856,[1]
982,8866,0.008866,[0]
983,8678,0.008678,[1]
984,8754,0.008754,[0]
985,8945,0.008945,[1]
986,8977,0.008977,[0]
987,9169,0.009169,[1]
988,9118,0.009118,[0]
989,9122,0.009122,[1]
990,9388,0.009388,[0]
991,9670,0.00967,[1]
992,9754,0.009754,[0]
993,9606,0.009606,[1]
994,9831,0.009831,[0]
995,9880,0.00988,[1]
996,9682,0.009682,[0]
997,9999,0.009999,[1]
998,9976,0.009976,[0]
999,9595,0.009595,[1]
1000,9745,0.009745,[0]
1001,9781,0.009781,[1]
1002,9625,0.009625,[0]
1003,9806,0.009806,[1]
1004,9736,0.009736,[0]
1005,9814,0.009814,[1]
1006,10228,0.010228,[0]
1007,10295,0.010295,[1]
1008,10054,0.010054,[0]
1009,10137,0.010137,[1]
1010,10144,0.010144,[0]
1011,10412,0.010412,[1]
1012,9957,0.009957,[0]
1013,10148,0.010148,[1]
1014,10050,0.01005,[0]
1015,10167,0.010167,[1]
1016,10626,0.010626,[0]
1017,10739,0.010739,[1]
1018,10626,0.010626,[0]
1019,10794,0.010794,[1]
1020,11103,0.011103,[0]
1021,11281,0.011281,[1]
1022,10909,0.010909,[0]
1023,10604,0.010604,[1]
1024,10308,0.010308,[0]
1025,10326,0.010326,[1]
1026,10111,0.010111,[0]
1027,10145,0.010145,[1]
1028,10034,0.010034,[0]
1029,10143,0.010143,[1]
1030,10206,0.010206,[0]
1031,10340,0.01034,[1]
1032,10394,0.010394,[0]
1033,10308,0.010308,[1]
1034,10179,0.010179,[0]
1035,10073,0.010073,[1]
1036,9942,0.009942,[0]
1037,9715,0.009715,[1]
1038,9563,0.009563,[0]
1039,9410,0.00941,[1]
1040,9315,0.009315,[0]
1041,9235,0.009235,[1]
1042,9145,0.009145,[0]
1043,9037,0.009037,[1]
1044,9151,0.009151,[0]
1045,9302,0.009302,[1]
1046,9388,0.009388,[0]
1047,9364,0.009364,[1]
1048,9479,0.009479,[0]
1049,9476,0.009476,[1]
1050,9475,0.009475,[0]
1051,9467,0.009467,[1]
1052,9337,0.009337,[0]
1053,9265,0.009265,[1]
1054,9136,0.009136,[0]
1055,9260,0.00926,[1]
1056,9197,0.009197,[0]
1057,9334,0.009334,[1]
1058,9381,0.009381,[0]
1059,9403,0.009403,[1]
1060,9462,0.009462,[0]
1061,9417,0.009417,[1]
1062,9512,0.009512,[0]
1063,9575,0.009575,[1]
1064,9485,0.009485,[0]
1065,9595,0.009595,[1]
1066,9721,0.009721,[0]
1067,9547,0.009547,[1]
1068,9500,0.0095,[0]
1069,9385,0.009385,[1]
1070,9375,0.009375,[0]
1071,9279,0.009279,[1]
1072,9150,0.00915,[0]
1073,8979,0.008979,[1]
1074,8853,0.008853,[0]
1075,8854,0.008854,[1]
1076,8696,0.008696,[0]
1077,8925,0.008925,[1]
1078,8910,0.00891,[0]
1079,8787,0.008787,[1]
1080,8834,0.008834,[0]
1081,8888,0.008888,[1]
1082,8849,0.008849,[0]
1083,9238,0.009238,[1]
1084,9288,0.009288,[0]
1085,9192,0.009192,[1]
1086,9202,0.009202,[0]
1087,9440,0.00944,[1]
1088,9387,0.009387,[0]
1089,9620,0.00962,[1]
1090,9881,0.009881,[0]
1091,9800,0.0098,[1]
1092,9792,0.009792,[0]
1093,10027,0.010027,[1]
1094,10087,0.010087,[0]
1095,10206,0.010206,[1]
1096,10577,0.010577,[0]
1097,10535,0.010535,[1]
1098,10640,0.01064,[0]
1099,10323,0.010323,[1]
1100,10174,0.010174,[0]
1101,9951,0.009951,[1]
1102,9669,0.009669,[0]
1103,9576,0.009576,[1]
1104,9460,0.00946,[0]
1105,9565,0.009565,[1]
1106,9867,0.009867,[0]
1107,9831,0.009831,[1]
1108,9815,0.009815,[0]
1109,9925,0.009925,[1]
1110,10045,0.010045,[0]
1111,10116,0.010116,[1]
1112,10427,0.010427,[0]
1113,10321,0.010321,[1]
1114,10280,0.01028,[0]
1115,10473,0.010473,[1]
1116,10658,0.010658,[0]
1117,10512,0.010512,[1]
1118,10413,0.010413,[0]
1119,10353,0.010353,[1]
1120,10199,0.010199,[0]
1121,10066,0.010066,[1]
1122,9951,0.009951,[0]
1123,9926,0.009926,[1]
1124,9946,0.009946,[0]
1125,9783,0.009783,[1]
1126,9605,0.009605,[0]
1127,9400,0.0094,[1]
1128,9295,0.009295,[0]
1129,9038,0.009038,[1]
1130,8905,0.008905,[0]
1131,8819,0.008819,[1]
1132,8787,0.008787,[0]
1133,8776,0.008776,[1]
1134,8726,0.008726,[0]
1135,8747,0.008747,[1]
1136,8645,0.008645,[0]
1137,8441,0.008441,[1]
1138,8219,0.008219,[0]
1139,8029,0.008029,[1]
1140,7932,0.007932,[0]
1141,7935,0.007935,[1]
1142,7965,0.007965,[0]
1143,8000,0.008,[1]
1144,8161,0.008161,[0]
1145,8361,0.008361,[1]
1146,8381,0.008381,[0]
1147,8755,0.008755,[1]
1148,8870,0.00887,[0]
1149,9019,0.009019,[1]
1150,9442,0.009442,[0]
1151,9767,0.009767,[1]
1152,9797,0.009797,[0]
1153,9816,0.009816,[1]
1154,9908,0.009908,[0]
1155,9878,0.009878,[1]
1156,10054,0.010054,[0]
1157,10087,0.010087,[1]
1158,10201,0.010201,[0]
1159,10099,0.010099,[1]
1160,10131,0.010131,[0]
1161,10502,0.010502,[1]
1162,10402,0.010402,[0]
1163,10618,0.010618,[1]
1164,10557,0.010557,[0]
1165,10282,0.010282,[1]
1166,10219,0.010219,[0]
1167,10174,0.010174,[1]
1168,10268,0.010268,[0]
1169,10398,0.010398,[1]
1170,10398,0.010398,[0]
1171,10424,0.010424,[1]
1172,10414,0.010414,[0]
1173,10590,0.01059,[1]
1174,10452,0.010452,[0]
1175,10823,0.010823,[1]
1176,10752,0.010752,[0]
1177,10841,0.010841,[1]
1178,10764,0.010764,[0]
1179,10894,0.010894,[1]
1180,10807,0.010807,[0]
1181,10936,0.010936,[1]
1182,10904,0.010904,[0]
1183,10680,0.01068,[1]
1184,10349,0.010349,[0]
1185,10477,0.010477,[1]
1186,10310,0.01031,[0]
1187,10286,0.010286,[1]
1188,10269,0.010269,[0]
1189,9996,0.009996,[1]
1190,9770,0.00977,[0]
1191,9739,0.009739,[1]
1192,9675,0.009675,[0]
1193,9284,0.009284,[1]
1194,9215,0.009215,[0]
1195,9212,0.009212,[1]
1196,9051,0.009051,[0]
1197,9135,0.009135,[1]
1198,9169,0.009169,[0]
1199,8942,0.008942,[1]
1200,9173,0.009173,[0]
1201,9298,0.009298,[1]
1202,9276,0.009276,[0]
1203,9460,0.00946,[1]
1204,9582,0.009582,[0]
1205,9638,0.009638,[1]
1206,9355,0.009355,[0]
1207,9374,0.009374,[1]
1208,9250,0.00925,[0]
1209,9100,0.0091,[1]
1210,8973,0.008973,[0]
1211,8970,0.00897,[1]
1212,9017,0.009017,[0]
1213,9046,0.009046,[1]
1214,8966,0.008966,[0]
1215,8858,0.008858,[1]
1216,8958,0.008958,[0]
1217,9191,0.009191,[1]
1218,9063,0.009063,[0]
1219,8985,0.008985,[1]
1220,9014,0.009014,[0]
1221,8992,0.008992,[1]
1222,8840,0.00884,[0]
1223,8905,0.008905,[1]
1224,8818,0.008818,[0]
1225,8606,0.008606,[1]
1226,8665,0.008665,[0]
1227,8708,0.008708,[1]
1228,8548,0.008548,[0]
1229,8776,0.008776,[1]
1230,8866,0.008866,[0]
1231,8882,0.008882,[1]
1232,9155,0.009155,[0]
1233,9083,0.009083,[1]
1234,8837,0.008837,[0]
1235,8997,0.008997,[1]
1236,9118,0.009118,[0]
1237,9085,0.009085,[1]
1238,9273,0.009273,[0]
1239,9442,0.009442,[1]
1240,9625,0.009625,[0]
1241,9582,0.009582,[1]
1242,9745,0.009745,[0]
1243,9804,0.009804,[1]
1244,9692,0.009692,[0]
1245,9785,0.009785,[1]
1246,9863,0.009863,[0]
1247,9938,0.009938,[1]
1248,10014,0.010014,[0]
1249,10011,0.010011,[1]
1250,10084,0.010084,[0]
1251,10022,0.010022,[1]
1252,10110,0.01011,[0]
1253,9849,0.009849,[1]
1254,10214,0.010214,[0]
1255,10087,0.010087,[1]
1256,10083,0.010083,[0]
1257,9953,0.009953,[1]
1258,9889,0.009889,[0]
1259,9842,0.009842,[1]
1260,9814,0.009814,[0]
1261,9866,0.009866,[1]
1262,9683,0.009683,[0]
1263,9543,0.009543,[1]
1264,9360,0.00936,[0]
1265,9339,0.009339,[1]
1266,9302,0.009302,[0]
1267,9349,0.009349,[1]
1268,9274,0.009274,[0]
1269,9216,0.009216,[1]
1270,9316,0.009316,[0]
1271,9370,0.00937,[1]
1272,9505,0.009505,[0]
1273,9746,0.009746,[1]
1274,9830,0.00983,[0]
1275,9997,0.009997,[1]
1276,10322,0.010322,[0]
1277,10457,0.010457,[1]
1278,10519,0.010519,[0]
1279,10438,0.010438,[1]
1280,10500,0.0105,[0]
1281,10437,0.010437,[1]
1282,10395,0.010395,[0]
1283,10253,0.010253,[1]
1284,10353,0.010353,[0]
1285,10232,0.010232,[1]
1286,10234,0.010234,[0]
1287,10013,0.010013,[1]
1288,9703,0.009703,[0]
1289,9492,0.009492,[1]
1290,9328,0.009328,[0]
1291,9085,0.009085,[1]
1292,8935,0.008935,[0]
1293,8890,0.00889,[1]
1294,9052,0.009052,[0]
1295,9045,0.009045,[1]
1296,9225,0.009225,[0]
1297,9183,0.009183,[1]
1298,8994,0.008994,[0]
1299,9274,0.009274,[1]
1300,9416,0.009416,[0]
1301,9338,0.009338,[1]
1302,9300,0.0093,[0]
1303,9392,0.009392,[1]
1304,9234,0.009234,[0]
1305,9155,0.009155,[1]
1306,9118,0.009118,[0]
1307,8997,0.008997,[1]
1308,9218,0.009218,[0]
1309,9309,0.009309,[1]
1310,9275,0.009275,[0]
1311,9494,0.009494,[1]
1312,9549,0.009549,[0]
1313,9267,0.009267,[1]
1314,9117,0.009117,[0]
1315,9079,0.009079,[1]
1316,8992,0.008992,[0]
1317,8992,0.008992,[1]
1318,9074,0.009074,[0]
1319,9020,0.00902,[1]
1320,8950,0.00895,[0]
1321,9173,0.009173,[1]
1322,9197,0.009197,[0]
1323,9121,0.009121,[1]
1324,9395,0.009395,[0]
1325,9563,0.009563,[1]
1326,9731,0.009731,[0]
1327,10051,0.010051,[1]
1328,10252,0.010252,[0]
1329,10138,0.010138,[1]
1330,10200,0.0102,[0]
1331,10204,0.010204,[1]
1332,10770,0.01077,[0]
1333,11495,0.011495,[1]
1334,11943,0.011943,[0]
1335,12313,0.012313,[1]
1336,12002,0.012002,[0]
1337,12037,0.012037,[1]
1338,11790,0.01179,[0]
1339,11291,0.011291,[1]
1340,11063,0.011063,[0]
1341,10817,0.010817,[1]
1342,10304,0.010304,[0]
1343,10230,0.01023,[1]
1344,10063,0.010063,[0]
1345,9959,0.009959,[1]
1346,10184,0.010184,[0]
1347,10110,0.01011,[1]
1348,10149,0.010149,[0]
1349,10250,0.01025,[1]
1350,10636,0.010636,[0]
1351,10596,0.010596,[1]
1352,10646,0.010646,[0]
1353,10937,0.010937,[1]
1354,10652,0.010652,[0]
1355,10612,0.010612,[1]
1356,10708,0.010708,[0]
1357,10436,0.010436,[1]
1358,10253,0.010253,[0]
1359,10147,0.010147,[1]
1360,10033,0.010033,[0]
1361,9971,0.009971,[1]
1362,9861,0.009861,[0]
1363,9815,0.009815,[1]
1364,9695,0.009695,[0]
1365,9697,0.009697,[1]
1366,9786,0.009786,[0]
1367,9533,0.009533,[1]
1368,9357,0.009357,[0]
1369,9453,0.009453,[1]
1370,9426,0.009426,[0]
1371,9507,0.009507,[1]
1372,9751,0.009751,[0]
1373,9605,0.009605,[1]
1374,9717,0.009717,[0]
1375,9638,0.009638,[1]
1376,9424,0.009424,[0]
1377,8943,0.008943,[1]
1378,8607,0.008607,[0]
1379,8394,0.008394,[1]
1380,8189,0.008189,[0]
1381,8218,0.008218,[1]
1382,8242,0.008242,[0]
1383,8091,0.008091,[1]
1384,8289,0.008289,[0]
1385,8315,0.008315,[1]
1386,8422,0.008422,[0]
1387,8736,0.008736,[1]
1388,8833,0.008833,[0]
1389,9046,0.009046,[1]
1390,9353,0.009353,[0]
1391,9669,0.009669,[1]
1392,10016,0.010016,[0]
1393,10583,0.010583,[1]
1394,11003,0.011003,[0]
1395,11192,0.011192,[1]
1396,11264,0.011264,[0]
1397,11362,0.011362,[1]
1398,11622,0.011622,[0]
1399,11383,0.011383,[1]
1400,11587,0.011587,[0]
1401,11624,0.011624,[1]
1402,11790,0.01179,[0]
1403,11499,0.011499,[1]
1404,11017,0.011017,[0]
1405,11051,0.011051,[1]
1406,11284,0.011284,[0]
1407,11289,0.011289,[1]
1408,11063,0.011063,[0]
1409,10991,0.010991,[1]
1410,10686,0.010686,[0]
1411,10650,0.01065,[1]
1412,10355,0.010355,[0]
1413,10016,0.010016,[1]
1414,9965,0.009965,[0]
1415,9739,0.009739,[1]
1416,9450,0.00945,[0]
1417,9209,0.009209,[1]
1418,8936,0.008936,[0]
1419,8718,0.008718,[1]
1420,8629,0.008629,[0]
1421,8757,0.008757,[1]
1422,8569,0.008569,[0]
1423,8382,0.008382,[1]
1424,8413,0.008413,[0]
1425,8454,0.008454,[1]
1426,8710,0.00871,[0]
1427,8851,0.008851,[1]
1428,8784,0.008784,[0]
1429,9000,0.009,[1]
1430,9210,0.00921,[0]
1431,9028,0.009028,[1]
1432,9037,0.009037,[0]
1433,8939,0.008939,[1]
1434,8751,0.008751,[0]
1435,8643,0.008643,[1]
1436,8908,0.008908,[0]
1437,8966,0.008966,[1]
1438,8694,0.008694,[0]
1439,8807,0.008807,[1]
1440,8793,0.008793,[0]
1441,8718,0.008718,[1]
1442,8815,0.008815,[0]
1443,8613,0.008613,[1]
1444,8331,0.008331,[0]
1445,8294,0.008294,[1]
1446,8590,0.00859,[0]
1447,8666,0.008666,[1]
1448,8934,0.008934,[0]
1449,8999,0.008999,[1]
1450,8769,0.008769,[0]
1451,8588,0.008588,[1]
1452,9002,0.009002,[0]
1453,8997,0.008997,[1]
1454,9038,0.009038,[0]
1455,9294,0.009294,[1]
1456,9229,0.009229,[0]
1457,9394,0.009394,[1]
1458,9536,0.009536,[0]
1459,9493,0.009493,[1]
1460,9601,0.009601,[0]
1461,9921,0.009921,[1]
1462,10047,0.010047,[0]
1463,9725,0.009725,[1]
1464,9784,0.009784,[0]
1465,9876,0.009876,[1]
1466,9856,0.009856,[0]
1467,9929,0.009929,[1]
1468,10002,0.010002,[0]
1469,9843,0.009843,[1]
1470,10216,0.010216,[0]
1471,10226,0.010226,[1]
1472,10121,0.010121,[0]
1473,10189,0.010189,[1]
1474,10016,0.010016,[0]
1475,10002,0.010002,[1]
1476,10168,0.010168,[0]
1477,10148,0.010148,[1]
1478,9972,0.009972,[0]
1479,9992,0.009992,[1]
1480,10313,0.010313,[0]
1481,10444,0.010444,[1]
1482,10629,0.010629,[0]
1483,10868,0.010868,[1]
1484,10800,0.0108,[0]
1485,10816,0.010816,[1]
1486,10849,0.010849,[0]
1487,10648,0.010648,[1]
1488,10554,0.010554,[0]
1489,10461,0.010461,[1]
1490,10550,0.01055,[0]
1491,10600,0.0106,[1]
1492,10637,0.010637,[0]
1493,10790,0.01079,[1]
1494,10722,0.010722,[0]
1495,10744,0.010744,[1]
1496,10843,0.010843,[0]
1497,10769,0.010769,[1]
1498,10614,0.010614,[0]
1499,10339,0.010339,[1]
1500,10178,0.010178,[0]
1501,10019,0.010019,[1]
1502,9795,0.009795,[0]
1503,9589,0.009589,[1]
1504,9495,0.009495,[0]
1505,9460,0.00946,[1]
1506,9624,0.009624,[0]
1507,9784,0.009784,[1]
1508,9989,0.009989,[0]
1509,10035,0.010035,[1]
1510,10360,0.01036,[0]
1511,10330,0.01033,[1]
1512,10206,0.010206,[0]
1513,10188,0.010188,[1]
1514,9976,0.009976,[0]
1515,9754,0.009754,[1]
1516,9630,0.00963,[0]
1517,9510,0.00951,[1]
1518,9364,0.009364,[0]
1519,9287,0.009287,[1]
1520,9624,0.009624,[0]
1521,9858,0.009858,[1]
1522,9887,0.009887,[0]
1523,10035,0.010035,[1]
1524,9883,0.009883,[0]
1525,9684,0.009684,[1]
1526,9487,0.009487,[0]
1527,9311,0.009311,[1]
1528,9052,0.009052,[0]
1529,8779,0.008779,[1]
1530,8521,0.008521,[0]
1531,8389,0.008389,[1]
1532,8332,0.008332,[0]
1533,8231,0.008231,[1]
1534,8138,0.008138,[0]
1535,8245,0.008245,[1]
1536,8291,0.008291,[0]
1537,8163,0.008163,[1]
1538,8336,0.008336,[0]
1539,8290,0.00829,[1]
1540,8285,0.008285,[0]
1541,8404,0.008404,[1]
1542,8507,0.008507,[0]
1543,8337,0.008337,[1]
1544,8319,0.008319,[0]
1545,8406,0.008406,[1]
1546,8455,0.008455,[0]
1547,8659,0.008659,[1]
1548,8928,0.008928,[0]
1549,8964,0.008964,[1]
1550,9177,0.009177,[0]
1551,9360,0.00936,[1]
1552,9358,0.009358,[0]
1553,9421,0.009421,[1]
1554,9470,0.00947,[0]
1555,9781,0.009781,[1]
1556,10005,0.010005,[0]
1557,10441,0.010441,[1]
1558,10842,0.010842,[0]
1559,11044,0.011044,[1]
1560,11473,0.011473,[0]
1561,11359,0.011359,[1]
1562,11123,0.011123,[0]
1563,10820,0.01082,[1]
1564,10521,0.010521,[0]
1565,10265,0.010265,[1]
1566,10430,0.01043,[0]
1567,10407,0.010407,[1]
1568,10240,0.01024,[0]
1569,10395,0.010395,[1]
1570,10360,0.01036,[0]
1571,10249,0.010249,[1]
1572,10257,0.010257,[0]
1573,10352,0.010352,[1]
1574,10233,0.010233,[0]
1575,10105,0.010105,[1]
1576,10372,0.010372,[0]
1577,10244,0.010244,[1]
1578,10135,0.010135,[0]
1579,10264,0.010264,[1]
1580,10086,0.010086,[0]
1581,10031,0.010031,[1]
1582,10054,0.010054,[0]
1583,10106,0.010106,[1]
1584,10126,0.010126,[0]
1585,10226,0.010226,[1]
1586,10294,0.010294,[0]
1587,10068,0.010068,[1]
1588,10151,0.010151,[0]
1589,10096,0.010096,[1]
1590,9837,0.009837,[0]
1591,9518,0.009518,[1]
1592,9695,0.009695,[0]
1593,9590,0.00959,[1]
1594,9650,0.00965,[0]
1595,9648,0.009648,[1]
1596,9505,0.009505,[0]
1597,9178,0.009178,[1]
1598,9071,0.009071,[0]
1599,8755,0.008755,[1]
1600,8450,0.00845,[0]
1601,8227,0.008227,[1]
1602,7952,0.007952,[0]
1603,7776,0.007776,[1]
1604,7882,0.007882,[0]
1605,7821,0.007821,[1]
1606,7751,0.007751,[0]
1607,8046,0.008046,[1]
1608,8069,0.008069,[0]
1609,8285,0.008285,[1]
1610,8517,0.008517,[0]
1611,8536,0.008536,[1]
1612,8834,0.008834,[0]
1613,9106,0.009106,[1]
1614,9393,0.009393,[0]
1615,9511,0.009511,[1]
1616,9770,0.00977,[0]
1617,10087,0.010087,[1]
1618,10035,0.010035,[0]
1619,9861,0.009861,[1]
1620,10285,0.010285,[0]
1621,10612,0.010612,[1]
1622,10446,0.010446,[0]
1623,10710,0.01071,[1]
1624,10788,0.010788,[0]
1625,10864,0.010864,[1]
1626,11141,0.011141,[0]
1627,10895,0.010895,[1]
1628,10885,0.010885,[0]
1629,11184,0.011184,[1]
1630,11041,0.011041,[0]
1631,11032,0.011032,[1]
1632,10792,0.010792,[0]
1633,10840,0.01084,[1]
1634,10828,0.010828,[0]
1635,10664,0.010664,[1]
1636,10254,0.010254,[0]
1637,10042,0.010042,[1]
1638,9668,0.009668,[0]
1639,9224,0.009224,[1]
1640,9088,0.009088,[0]
1641,9234,0.009234,[1]
1642,9015,0.009015,[0]
1643,9053,0.009053,[1]
1644,8954,0.008954,[0]
1645,8991,0.008991,[1]
1646,9453,0.009453,[0]
1647,9592,0.009592,[1]
1648,9289,0.009289,[0]
1649,9244,0.009244,[1]
1650,9416,0.009416,[0]
1651,9370,0.00937,[1]
1652,9623,0.009623,[0]
1653,9757,0.009757,[1]
1654,9587,0.009587,[0]
1655,9810,0.00981,[1]
1656,9889,0.009889,[0]
1657,9844,0.009844,[1]
1658,9914,0.009914,[0]
1659,9996,0.009996,[1]
1660,9895,0.009895,[0]
1661,9928,0.009928,[1]
1662,10067,0.010067,[0]
1663,9804,0.009804,[1]
1664,9649,0.009649,[0]
1665,9647,0.009647,[1]
1666,9448,0.009448,[0]
1667,9430,0.00943,[1]
1668,9544,0.009544,[0]
1669,9528,0.009528,[1]
1670,9468,0.009468,[0]
1671,9392,0.009392,[1]
1672,9405,0.009405,[0]
1673,9055,0.009055,[1]
1674,9224,0.009224,[0]
1675,9203,0.009203,[1]
1676,9086,0.009086,[0]
1677,9227,0.009227,[1]
1678,9168,0.009168,[0]
1679,9030,0.00903,[1]
1680,9242,0.009242,[0]
1681,9421,0.009421,[1]
1682,9284,0.009284,[0]
1683,9176,0.009176,[1]
1684,9201,0.009201,[0]
1685,9103,0.009103,[1]
1686,9147,0.009147,[0]
1687,9343,0.009343,[1]
1688,8998,0.008998,[0]
1689,9041,0.009041,[1]
1690,8954,0.008954,[0]
1691,9028,0.009028,[1]
1692,9027,0.009027,[0]
1693,9199,0.009199,[1]
1694,9280,0.00928,[0]
1695,9280,0.00928,[1]
1696,9409,0.009409,[0]
1697,9420,0.00942,[1]
1698,9173,0.009173,[0]
1699,9150,0.00915,[1]
1700,9222,0.009222,[0]
1701,9245,0.009245,[1]
1702,9398,0.009398,[0]
1703,9304,0.009304,[1]
1704,9312,0.009312,[0]
1705,9513,0.009513,[1]
1706,9590,0.00959,[0]
1707,9660,0.00966,[1]
1708,9925,0.009925,[0]
1709,10018,0.010018,[1]
1710,10113,0.010113,[0]
1711,10274,0.010274,[1]
1712,10316,0.010316,[0]
