[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Pope,Ben,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251203_081829_Pope_Ben_100SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
833,8943,0.008943,[1]
834,9027,0.009027,[0]
835,9195,0.009195,[1]
836,9446,0.009446,[0]
837,9605,0.009605,[1]
838,9992,0.009992,[0]
839,10022,0.010022,[1]
840,10333,0.010333,[0]
841,10426,0.010426,[1]
842,10255,0.010255,[0]
843,10202,0.010202,[1]
844,10230,0.01023,[0]
845,10144,0.010144,[1]
846,10225,0.010225,[0]
847,10346,0.010346,[1]
848,10721,0.010721,[0]
849,10740,0.01074,[1]
850,10525,0.010525,[0]
851,10370,0.01037,[1]
852,10199,0.010199,[0]
853,10109,0.010109,[1]
854,10139,0.010139,[0]
855,10024,0.010024,[1]
856,9894,0.009894,[0]
857,9841,0.009841,[1]
858,9846,0.009846,[0]
859,9850,0.00985,[1]
860,9782,0.009782,[0]
861,9736,0.009736,[1]
862,9734,0.009734,[0]
863,9653,0.009653,[1]
864,9650,0.00965,[0]
865,9692,0.009692,[1]
866,9759,0.009759,[0]
867,9793,0.009793,[1]
868,9743,0.009743,[0]
869,9632,0.009632,[1]
870,9458,0.009458,[0]
871,9329,0.009329,[1]
872,9220,0.00922,[0]
873,9198,0.009198,[1]
874,9191,0.009191,[0]
875,9081,0.009081,[1]
876,9028,0.009028,[0]
877,8994,0.008994,[1]
878,8873,0.008873,[0]
879,8863,0.008863,[1]
880,8758,0.008758,[0]
881,8665,0.008665,[1]
882,8638,0.008638,[0]
883,8687,0.008687,[1]
884,8635,0.008635,[0]
885,8517,0.008517,[1]
886,8642,0.008642,[0]
887,8605,0.008605,[1]
888,8518,0.008518,[0]
889,8635,0.008635,[1]
890,8651,0.008651,[0]
891,8528,0.008528,[1]
892,8460,0.00846,[0]
893,8393,0.008393,[1]
894,8357,0.008357,[0]
895,8545,0.008545,[1]
896,8660,0.00866,[0]
897,8872,0.008872,[1]
898,9052,0.009052,[0]
899,9244,0.009244,[1]
900,9324,0.009324,[0]
901,9364,0.009364,[1]
902,9389,0.009389,[0]
903,9286,0.009286,[1]
904,9581,0.009581,[0]
905,9894,0.009894,[1]
906,10022,0.010022,[0]
907,10042,0.010042,[1]
908,10016,0.010016,[0]
909,9873,0.009873,[1]
910,9663,0.009663,[0]
911,9571,0.009571,[1]
912,9492,0.009492,[0]
913,9310,0.00931,[1]
914,9195,0.009195,[0]
915,9070,0.00907,[1]
916,8967,0.008967,[0]
917,8853,0.008853,[1]
918,8803,0.008803,[0]
919,8712,0.008712,[1]
920,8611,0.008611,[0]
921,8532,0.008532,[1]
922,8465,0.008465,[0]
923,8421,0.008421,[1]
924,8459,0.008459,[0]
925,8455,0.008455,[1]
926,8439,0.008439,[0]
927,8378,0.008378,[1]
928,8356,0.008356,[0]
929,8368,0.008368,[1]
930,8360,0.00836,[0]
931,8683,0.008683,[1]
932,8705,0.008705,[0]
933,8687,0.008687,[1]
934,8679,0.008679,[0]
935,8485,0.008485,[1]
936,8373,0.008373,[0]
937,8318,0.008318,[1]
938,8270,0.00827,[0]
939,8203,0.008203,[1]
940,8075,0.008075,[0]
941,7913,0.007913,[1]
942,7754,0.007754,[0]
943,7613,0.007613,[1]
944,7544,0.007544,[0]
945,7464,0.007464,[1]
946,7462,0.007462,[0]
947,7458,0.007458,[1]
948,7515,0.007515,[0]
949,7804,0.007804,[1]
950,8116,0.008116,[0]
951,8329,0.008329,[1]
952,8666,0.008666,[0]
953,9225,0.009225,[1]
954,9370,0.00937,[0]
955,9340,0.00934,[1]
956,9679,0.009679,[0]
957,9979,0.009979,[1]
958,10198,0.010198,[0]
959,10514,0.010514,[1]
960,10666,0.010666,[0]
961,10647,0.010647,[1]
962,10441,0.010441,[0]
963,10310,0.01031,[1]
964,10080,0.01008,[0]
965,9957,0.009957,[1]
966,10124,0.010124,[0]
967,10186,0.010186,[1]
968,9997,0.009997,[0]
969,9800,0.0098,[1]
970,9829,0.009829,[0]
971,9881,0.009881,[1]
972,9956,0.009956,[0]
973,10329,0.010329,[1]
974,10380,0.01038,[0]
975,10338,0.010338,[1]
976,10271,0.010271,[0]
977,10309,0.010309,[1]
978,10359,0.010359,[0]
979,10499,0.010499,[1]
980,10587,0.010587,[0]
981,10665,0.010665,[1]
982,10447,0.010447,[0]
983,10211,0.010211,[1]
984,10063,0.010063,[0]
985,9899,0.009899,[1]
986,9739,0.009739,[0]
987,9950,0.00995,[1]
988,9855,0.009855,[0]
989,9919,0.009919,[1]
990,9867,0.009867,[0]
991,9817,0.009817,[1]
992,9671,0.009671,[0]
993,9503,0.009503,[1]
994,9679,0.009679,[0]
995,9483,0.009483,[1]
996,9333,0.009333,[0]
997,9187,0.009187,[1]
998,8961,0.008961,[0]
999,8754,0.008754,[1]
1000,8742,0.008742,[0]
1001,8555,0.008555,[1]
1002,8354,0.008354,[0]
1003,8375,0.008375,[1]
1004,8311,0.008311,[0]
1005,8215,0.008215,[1]
1006,8087,0.008087,[0]
1007,7963,0.007963,[1]
1008,7896,0.007896,[0]
1009,8084,0.008084,[1]
1010,8211,0.008211,[0]
1011,8119,0.008119,[1]
1012,8156,0.008156,[0]
1013,8173,0.008173,[1]
1014,8286,0.008286,[0]
1015,8410,0.00841,[1]
1016,8485,0.008485,[0]
1017,8565,0.008565,[1]
1018,8517,0.008517,[0]
1019,8937,0.008937,[1]
1020,8926,0.008926,[0]
1021,8830,0.00883,[1]
1022,9403,0.009403,[0]
1023,9277,0.009277,[1]
1024,9088,0.009088,[0]
1025,8934,0.008934,[1]
1026,9067,0.009067,[0]
1027,8929,0.008929,[1]
1028,8828,0.008828,[0]
1029,9019,0.009019,[1]
1030,8962,0.008962,[0]
1031,8843,0.008843,[1]
1032,8827,0.008827,[0]
1033,8741,0.008741,[1]
1034,8651,0.008651,[0]
1035,8818,0.008818,[1]
1036,9020,0.00902,[0]
1037,9241,0.009241,[1]
1038,9266,0.009266,[0]
1039,9716,0.009716,[1]
1040,9570,0.00957,[0]
1041,9502,0.009502,[1]
1042,9691,0.009691,[0]
1043,9689,0.009689,[1]
1044,9594,0.009594,[0]
1045,9373,0.009373,[1]
1046,9314,0.009314,[0]
1047,9323,0.009323,[1]
1048,9307,0.009307,[0]
1049,9299,0.009299,[1]
1050,9030,0.00903,[0]
1051,9047,0.009047,[1]
1052,8911,0.008911,[0]
1053,8747,0.008747,[1]
1054,8655,0.008655,[0]
1055,8594,0.008594,[1]
1056,8528,0.008528,[0]
1057,8469,0.008469,[1]
1058,8461,0.008461,[0]
1059,8394,0.008394,[1]
1060,8313,0.008313,[0]
1061,8282,0.008282,[1]
1062,8197,0.008197,[0]
1063,8115,0.008115,[1]
1064,8035,0.008035,[0]
1065,7865,0.007865,[1]
1066,7873,0.007873,[0]
1067,7940,0.00794,[1]
1068,7876,0.007876,[0]
1069,7908,0.007908,[1]
1070,8023,0.008023,[0]
1071,8019,0.008019,[1]
1072,8172,0.008172,[0]
1073,8201,0.008201,[1]
1074,8200,0.0082,[0]
1075,8064,0.008064,[1]
1076,7943,0.007943,[0]
1077,8055,0.008055,[1]
1078,8374,0.008374,[0]
1079,8489,0.008489,[1]
1080,8563,0.008563,[0]
1081,8701,0.008701,[1]
1082,8875,0.008875,[0]
1083,9121,0.009121,[1]
1084,9216,0.009216,[0]
1085,9305,0.009305,[1]
1086,9516,0.009516,[0]
1087,9684,0.009684,[1]
1088,9859,0.009859,[0]
1089,9899,0.009899,[1]
1090,10059,0.010059,[0]
1091,9898,0.009898,[1]
1092,9772,0.009772,[0]
1093,9723,0.009723,[1]
1094,9643,0.009643,[0]
1095,9679,0.009679,[1]
1096,9629,0.009629,[0]
1097,9739,0.009739,[1]
1098,9779,0.009779,[0]
1099,9989,0.009989,[1]
1100,10026,0.010026,[0]
1101,10009,0.010009,[1]
1102,10364,0.010364,[0]
1103,10606,0.010606,[1]
1104,10782,0.010782,[0]
1105,11115,0.011115,[1]
1106,11168,0.011168,[0]
1107,11132,0.011132,[1]
1108,11306,0.011306,[0]
1109,11617,0.011617,[1]
1110,11192,0.011192,[0]
1111,11429,0.011429,[1]
1112,11492,0.011492,[0]
1113,11183,0.011183,[1]
1114,10890,0.01089,[0]
1115,10596,0.010596,[1]
1116,10328,0.010328,[0]
1117,10006,0.010006,[1]
1118,9761,0.009761,[0]
1119,9519,0.009519,[1]
1120,9199,0.009199,[0]
1121,8987,0.008987,[1]
1122,8726,0.008726,[0]
1123,8573,0.008573,[1]
1124,8640,0.00864,[0]
1125,8660,0.00866,[1]
1126,8612,0.008612,[0]
1127,8570,0.00857,[1]
1128,8472,0.008472,[0]
1129,8416,0.008416,[1]
1130,8535,0.008535,[0]
1131,8424,0.008424,[1]
1132,8352,0.008352,[0]
1133,8559,0.008559,[1]
1134,8773,0.008773,[0]
1135,8725,0.008725,[1]
1136,8836,0.008836,[0]
1137,9108,0.009108,[1]
1138,9125,0.009125,[0]
1139,9258,0.009258,[1]
1140,9223,0.009223,[0]
1141,9149,0.009149,[1]
1142,9047,0.009047,[0]
1143,8966,0.008966,[1]
1144,8965,0.008965,[0]
1145,8748,0.008748,[1]
1146,8638,0.008638,[0]
1147,8545,0.008545,[1]
1148,8409,0.008409,[0]
1149,8376,0.008376,[1]
1150,8286,0.008286,[0]
1151,8206,0.008206,[1]
1152,8211,0.008211,[0]
1153,8226,0.008226,[1]
1154,8395,0.008395,[0]
1155,8632,0.008632,[1]
1156,8718,0.008718,[0]
1157,8852,0.008852,[1]
1158,9129,0.009129,[0]
1159,9311,0.009311,[1]
1160,9338,0.009338,[0]
1161,9349,0.009349,[1]
1162,9341,0.009341,[0]
1163,9421,0.009421,[1]
1164,9609,0.009609,[0]
1165,9783,0.009783,[1]
1166,9772,0.009772,[0]
1167,9617,0.009617,[1]
1168,9510,0.00951,[0]
1169,9371,0.009371,[1]
1170,9197,0.009197,[0]
1171,9117,0.009117,[1]
1172,9261,0.009261,[0]
1173,9377,0.009377,[1]
1174,9380,0.00938,[0]
1175,9460,0.00946,[1]
1176,9391,0.009391,[0]
1177,9415,0.009415,[1]
1178,9510,0.00951,[0]
1179,9494,0.009494,[1]
1180,9368,0.009368,[0]
1181,9303,0.009303,[1]
1182,9397,0.009397,[0]
1183,9441,0.009441,[1]
1184,9314,0.009314,[0]
1185,9196,0.009196,[1]
1186,9188,0.009188,[0]
1187,9646,0.009646,[1]
1188,9654,0.009654,[0]
1189,9593,0.009593,[1]
1190,9503,0.009503,[0]
1191,9479,0.009479,[1]
1192,9420,0.00942,[0]
1193,9247,0.009247,[1]
1194,9368,0.009368,[0]
1195,9173,0.009173,[1]
1196,8980,0.00898,[0]
1197,8772,0.008772,[1]
1198,8589,0.008589,[0]
1199,8671,0.008671,[1]
1200,8495,0.008495,[0]
1201,8381,0.008381,[1]
1202,8211,0.008211,[0]
1203,8062,0.008062,[1]
1204,7887,0.007887,[0]
1205,7732,0.007732,[1]
1206,7573,0.007573,[0]
1207,7553,0.007553,[1]
1208,7681,0.007681,[0]
1209,7529,0.007529,[1]
1210,7567,0.007567,[0]
1211,7580,0.00758,[1]
1212,7870,0.00787,[0]
1213,7865,0.007865,[1]
1214,8162,0.008162,[0]
1215,8471,0.008471,[1]
1216,8495,0.008495,[0]
1217,8768,0.008768,[1]
1218,9209,0.009209,[0]
1219,9425,0.009425,[1]
1220,9494,0.009494,[0]
1221,10071,0.010071,[1]
1222,10040,0.01004,[0]
1223,9935,0.009935,[1]
1224,9954,0.009954,[0]
1225,10040,0.01004,[1]
1226,10086,0.010086,[0]
1227,10209,0.010209,[1]
1228,10102,0.010102,[0]
1229,9810,0.00981,[1]
1230,9662,0.009662,[0]
1231,9455,0.009455,[1]
1232,9176,0.009176,[0]
1233,8983,0.008983,[1]
1234,8872,0.008872,[0]
1235,8667,0.008667,[1]
1236,8896,0.008896,[0]
1237,9146,0.009146,[1]
1238,9499,0.009499,[0]
1239,9637,0.009637,[1]
1240,10109,0.010109,[0]
1241,10338,0.010338,[1]
1242,10339,0.010339,[0]
1243,10762,0.010762,[1]
1244,11181,0.011181,[0]
1245,10990,0.01099,[1]
1246,11287,0.011287,[0]
1247,11405,0.011405,[1]
1248,11043,0.011043,[0]
1249,11021,0.011021,[1]
1250,10793,0.010793,[0]
1251,10446,0.010446,[1]
1252,10229,0.010229,[0]
1253,10256,0.010256,[1]
1254,10175,0.010175,[0]
1255,9963,0.009963,[1]
1256,9765,0.009765,[0]
1257,9599,0.009599,[1]
1258,9337,0.009337,[0]
1259,9196,0.009196,[1]
1260,8973,0.008973,[0]
1261,8782,0.008782,[1]
1262,8680,0.00868,[0]
1263,8566,0.008566,[1]
1264,8424,0.008424,[0]
1265,8350,0.00835,[1]
1266,8200,0.0082,[0]
1267,8216,0.008216,[1]
1268,8157,0.008157,[0]
1269,8212,0.008212,[1]
1270,8340,0.00834,[0]
1271,8312,0.008312,[1]
1272,8542,0.008542,[0]
1273,8460,0.00846,[1]
1274,8650,0.00865,[0]
1275,8889,0.008889,[1]
1276,8770,0.00877,[0]
1277,8859,0.008859,[1]
1278,8875,0.008875,[0]
1279,8988,0.008988,[1]
1280,8931,0.008931,[0]
1281,8866,0.008866,[1]
1282,8991,0.008991,[0]
1283,8982,0.008982,[1]
1284,9365,0.009365,[0]
1285,9357,0.009357,[1]
1286,9316,0.009316,[0]
1287,9563,0.009563,[1]
1288,9358,0.009358,[0]
1289,9179,0.009179,[1]
1290,9050,0.00905,[0]
1291,8873,0.008873,[1]
1292,8635,0.008635,[0]
1293,8499,0.008499,[1]
1294,8467,0.008467,[0]
1295,8450,0.00845,[1]
1296,8506,0.008506,[0]
1297,8640,0.00864,[1]
1298,8807,0.008807,[0]
1299,9137,0.009137,[1]
1300,9400,0.0094,[0]
1301,9494,0.009494,[1]
1302,9553,0.009553,[0]
1303,9737,0.009737,[1]
1304,10025,0.010025,[0]
1305,10101,0.010101,[1]
1306,10017,0.010017,[0]
1307,10207,0.010207,[1]
1308,10235,0.010235,[0]
1309,10259,0.010259,[1]
1310,10152,0.010152,[0]
1311,9985,0.009985,[1]
1312,9888,0.009888,[0]
1313,9904,0.009904,[1]
1314,10089,0.010089,[0]
1315,10092,0.010092,[1]
1316,10132,0.010132,[0]
1317,10089,0.010089,[1]
1318,9969,0.009969,[0]
1319,9878,0.009878,[1]
1320,9614,0.009614,[0]
1321,9410,0.00941,[1]
1322,9271,0.009271,[0]
1323,9104,0.009104,[1]
1324,8957,0.008957,[0]
1325,8832,0.008832,[1]
1326,8633,0.008633,[0]
1327,8549,0.008549,[1]
1328,8508,0.008508,[0]
1329,8443,0.008443,[1]
1330,8284,0.008284,[0]
1331,8183,0.008183,[1]
1332,8060,0.00806,[0]
1333,7980,0.00798,[1]
1334,7890,0.00789,[0]
1335,7806,0.007806,[1]
1336,7800,0.0078,[0]
1337,7870,0.00787,[1]
1338,7982,0.007982,[0]
1339,7935,0.007935,[1]
1340,8028,0.008028,[0]
1341,7931,0.007931,[1]
1342,7902,0.007902,[0]
1343,8057,0.008057,[1]
1344,8025,0.008025,[0]
1345,7918,0.007918,[1]
1346,7863,0.007863,[0]
1347,7903,0.007903,[1]
1348,7845,0.007845,[0]
1349,7989,0.007989,[1]
1350,8148,0.008148,[0]
1351,8218,0.008218,[1]
1352,8195,0.008195,[0]
1353,8460,0.00846,[1]
1354,8563,0.008563,[0]
1355,8549,0.008549,[1]
1356,8964,0.008964,[0]
1357,9127,0.009127,[1]
1358,9175,0.009175,[0]
1359,9385,0.009385,[1]
1360,9957,0.009957,[0]
1361,10022,0.010022,[1]
1362,10007,0.010007,[0]
1363,10196,0.010196,[1]
1364,10315,0.010315,[0]
1365,10335,0.010335,[1]
1366,10562,0.010562,[0]
1367,10646,0.010646,[1]
1368,10506,0.010506,[0]
1369,10727,0.010727,[1]
1370,10726,0.010726,[0]
1371,10572,0.010572,[1]
1372,10678,0.010678,[0]
1373,10706,0.010706,[1]
1374,10812,0.010812,[0]
1375,10827,0.010827,[1]
1376,10727,0.010727,[0]
1377,10608,0.010608,[1]
1378,10542,0.010542,[0]
1379,10465,0.010465,[1]
1380,10193,0.010193,[0]
1381,9920,0.00992,[1]
1382,9876,0.009876,[0]
1383,9792,0.009792,[1]
1384,9794,0.009794,[0]
1385,9903,0.009903,[1]
1386,9699,0.009699,[0]
1387,9574,0.009574,[1]
1388,9423,0.009423,[0]
1389,9296,0.009296,[1]
1390,9089,0.009089,[0]
1391,8938,0.008938,[1]
1392,8801,0.008801,[0]
1393,8545,0.008545,[1]
1394,8474,0.008474,[0]
1395,8359,0.008359,[1]
1396,8265,0.008265,[0]
1397,8354,0.008354,[1]
1398,8408,0.008408,[0]
1399,8405,0.008405,[1]
1400,8275,0.008275,[0]
1401,8535,0.008535,[1]
1402,8755,0.008755,[0]
1403,9026,0.009026,[1]
1404,9446,0.009446,[0]
1405,9378,0.009378,[1]
1406,9186,0.009186,[0]
1407,9123,0.009123,[1]
1408,8988,0.008988,[0]
1409,8826,0.008826,[1]
1410,8671,0.008671,[0]
1411,8667,0.008667,[1]
1412,8893,0.008893,[0]
1413,8946,0.008946,[1]
1414,9045,0.009045,[0]
1415,9015,0.009015,[1]
1416,9049,0.009049,[0]
1417,9039,0.009039,[1]
1418,8946,0.008946,[0]
1419,9046,0.009046,[1]
1420,9192,0.009192,[0]
1421,9441,0.009441,[1]
1422,9546,0.009546,[0]
1423,9632,0.009632,[1]
1424,9983,0.009983,[0]
1425,10034,0.010034,[1]
1426,9874,0.009874,[0]
1427,10123,0.010123,[1]
1428,10178,0.010178,[0]
1429,10281,0.010281,[1]
1430,10248,0.010248,[0]
1431,10099,0.010099,[1]
1432,10139,0.010139,[0]
1433,10107,0.010107,[1]
1434,10038,0.010038,[0]
1435,10154,0.010154,[1]
1436,9721,0.009721,[0]
1437,9456,0.009456,[1]
1438,9429,0.009429,[0]
1439,9396,0.009396,[1]
1440,9156,0.009156,[0]
1441,9113,0.009113,[1]
1442,8944,0.008944,[0]
1443,8883,0.008883,[1]
1444,8957,0.008957,[0]
1445,8857,0.008857,[1]
1446,8676,0.008676,[0]
1447,8621,0.008621,[1]
1448,8532,0.008532,[0]
1449,8814,0.008814,[1]
1450,8960,0.00896,[0]
1451,8831,0.008831,[1]
1452,8851,0.008851,[0]
1453,8857,0.008857,[1]
1454,8709,0.008709,[0]
1455,8554,0.008554,[1]
1456,8467,0.008467,[0]
1457,8327,0.008327,[1]
1458,8180,0.00818,[0]
1459,8036,0.008036,[1]
1460,7852,0.007852,[0]
1461,7700,0.0077,[1]
1462,7619,0.007619,[0]
1463,7681,0.007681,[1]
1464,7612,0.007612,[0]
1465,7509,0.007509,[1]
1466,7387,0.007387,[0]
1467,7268,0.007268,[1]
1468,7294,0.007294,[0]
1469,7330,0.00733,[1]
1470,7274,0.007274,[0]
1471,7421,0.007421,[1]
1472,7634,0.007634,[0]
1473,7617,0.007617,[1]
1474,7813,0.007813,[0]
1475,8161,0.008161,[1]
1476,8290,0.00829,[0]
1477,8453,0.008453,[1]
1478,8730,0.00873,[0]
1479,8902,0.008902,[1]
1480,8983,0.008983,[0]
1481,9242,0.009242,[1]
1482,9372,0.009372,[0]
1483,9293,0.009293,[1]
1484,9416,0.009416,[0]
1485,9544,0.009544,[1]
1486,9709,0.009709,[0]
1487,10098,0.010098,[1]
1488,10177,0.010177,[0]
1489,10122,0.010122,[1]
1490,9901,0.009901,[0]
1491,9571,0.009571,[1]
1492,9318,0.009318,[0]
1493,9185,0.009185,[1]
1494,9118,0.009118,[0]
1495,9012,0.009012,[1]
1496,9016,0.009016,[0]
1497,9169,0.009169,[1]
1498,9085,0.009085,[0]
1499,9139,0.009139,[1]
1500,9535,0.009535,[0]
1501,9582,0.009582,[1]
1502,10051,0.010051,[0]
1503,10200,0.0102,[1]
1504,10272,0.010272,[0]
1505,10371,0.010371,[1]
1506,10360,0.01036,[0]
1507,10532,0.010532,[1]
1508,10392,0.010392,[0]
1509,10298,0.010298,[1]
1510,10126,0.010126,[0]
1511,10022,0.010022,[1]
1512,9940,0.00994,[0]
1513,9662,0.009662,[1]
1514,9517,0.009517,[0]
1515,9491,0.009491,[1]
1516,9427,0.009427,[0]
1517,9432,0.009432,[1]
1518,9494,0.009494,[0]
1519,9456,0.009456,[1]
1520,9330,0.00933,[0]
1521,9236,0.009236,[1]
1522,9151,0.009151,[0]
1523,9062,0.009062,[1]
1524,9049,0.009049,[0]
1525,9015,0.009015,[1]
1526,8954,0.008954,[0]
1527,8834,0.008834,[1]
1528,8789,0.008789,[0]
1529,8766,0.008766,[1]
1530,8632,0.008632,[0]
1531,8562,0.008562,[1]
1532,8778,0.008778,[0]
1533,8831,0.008831,[1]
1534,8898,0.008898,[0]
1535,9200,0.0092,[1]
1536,9344,0.009344,[0]
1537,9337,0.009337,[1]
1538,9375,0.009375,[0]
1539,9297,0.009297,[1]
1540,9125,0.009125,[0]
1541,9086,0.009086,[1]
1542,9124,0.009124,[0]
1543,9253,0.009253,[1]
1544,9272,0.009272,[0]
1545,9197,0.009197,[1]
1546,9157,0.009157,[0]
1547,9093,0.009093,[1]
1548,8980,0.00898,[0]
1549,8913,0.008913,[1]
1550,8730,0.00873,[0]
1551,8600,0.0086,[1]
1552,8558,0.008558,[0]
1553,8443,0.008443,[1]
1554,8387,0.008387,[0]
1555,8489,0.008489,[1]
1556,8589,0.008589,[0]
1557,8538,0.008538,[1]
1558,8511,0.008511,[0]
1559,8586,0.008586,[1]
1560,8644,0.008644,[0]
1561,8731,0.008731,[1]
1562,8867,0.008867,[0]
1563,9060,0.00906,[1]
1564,9112,0.009112,[0]
1565,9553,0.009553,[1]
1566,9591,0.009591,[0]
1567,9393,0.009393,[1]
1568,9552,0.009552,[0]
1569,9421,0.009421,[1]
1570,9241,0.009241,[0]
1571,9611,0.009611,[1]
1572,10005,0.010005,[0]
1573,10015,0.010015,[1]
1574,10038,0.010038,[0]
1575,9871,0.009871,[1]
1576,9655,0.009655,[0]
1577,9564,0.009564,[1]
1578,9390,0.00939,[0]
1579,9179,0.009179,[1]
1580,8987,0.008987,[0]
1581,8842,0.008842,[1]
1582,8710,0.00871,[0]
1583,8642,0.008642,[1]
1584,8566,0.008566,[0]
1585,8405,0.008405,[1]
1586,8443,0.008443,[0]
1587,8485,0.008485,[1]
1588,8382,0.008382,[0]
1589,8356,0.008356,[1]
1590,8308,0.008308,[0]
1591,8286,0.008286,[1]
1592,8494,0.008494,[0]
1593,8595,0.008595,[1]
1594,8593,0.008593,[0]
1595,8505,0.008505,[1]
1596,8405,0.008405,[0]
1597,8347,0.008347,[1]
1598,8284,0.008284,[0]
1599,8321,0.008321,[1]
1600,8281,0.008281,[0]
1601,8205,0.008205,[1]
1602,8120,0.00812,[0]
1603,8053,0.008053,[1]
1604,7987,0.007987,[0]
1605,7917,0.007917,[1]
1606,7913,0.007913,[0]
1607,7872,0.007872,[1]
1608,7825,0.007825,[0]
1609,7807,0.007807,[1]
1610,7694,0.007694,[0]
1611,7672,0.007672,[1]
1612,7708,0.007708,[0]
1613,7649,0.007649,[1]
1614,7648,0.007648,[0]
1615,7677,0.007677,[1]
1616,7714,0.007714,[0]
1617,7947,0.007947,[1]
1618,8270,0.00827,[0]
1619,8380,0.00838,[1]
1620,8464,0.008464,[0]
1621,8658,0.008658,[1]
1622,9057,0.009057,[0]
1623,9165,0.009165,[1]
1624,9772,0.009772,[0]
1625,9882,0.009882,[1]
1626,9812,0.009812,[0]
1627,10156,0.010156,[1]
1628,10262,0.010262,[0]
1629,10601,0.010601,[1]
1630,10638,0.010638,[0]
1631,10960,0.01096,[1]
1632,11012,0.011012,[0]
1633,11204,0.011204,[1]
1634,11617,0.011617,[0]
1635,11383,0.011383,[1]
1636,11482,0.011482,[0]
1637,11197,0.011197,[1]
1638,11010,0.01101,[0]
1639,10803,0.010803,[1]
1640,10618,0.010618,[0]
1641,10624,0.010624,[1]
1642,10397,0.010397,[0]
1643,10360,0.01036,[1]
1644,10319,0.010319,[0]
1645,10315,0.010315,[1]
1646,10092,0.010092,[0]
1647,10098,0.010098,[1]
1648,10002,0.010002,[0]
1649,9934,0.009934,[1]
1650,9892,0.009892,[0]
1651,9818,0.009818,[1]
1652,9586,0.009586,[0]
1653,9753,0.009753,[1]
1654,9698,0.009698,[0]
1655,9814,0.009814,[1]
1656,9663,0.009663,[0]
1657,9609,0.009609,[1]
1658,9502,0.009502,[0]
1659,9379,0.009379,[1]
1660,9490,0.00949,[0]
1661,9537,0.009537,[1]
1662,9323,0.009323,[0]
1663,9247,0.009247,[1]
1664,9131,0.009131,[0]
1665,8854,0.008854,[1]
1666,8586,0.008586,[0]
1667,8530,0.00853,[1]
1668,8314,0.008314,[0]
1669,8331,0.008331,[1]
1670,8287,0.008287,[0]
1671,8102,0.008102,[1]
1672,8042,0.008042,[0]
1673,7962,0.007962,[1]
1674,7926,0.007926,[0]
1675,7915,0.007915,[1]
1676,7862,0.007862,[0]
1677,7740,0.00774,[1]
1678,7727,0.007727,[0]
1679,7703,0.007703,[1]
1680,7596,0.007596,[0]
1681,7564,0.007564,[1]
1682,7676,0.007676,[0]
1683,7616,0.007616,[1]
1684,7738,0.007738,[0]
1685,7854,0.007854,[1]
1686,8162,0.008162,[0]
1687,8170,0.00817,[1]
1688,8446,0.008446,[0]
1689,8994,0.008994,[1]
1690,9051,0.009051,[0]
1691,9512,0.009512,[1]
1692,9860,0.00986,[0]
1693,9882,0.009882,[1]
1694,9872,0.009872,[0]
1695,9873,0.009873,[1]
1696,9815,0.009815,[0]
1697,9713,0.009713,[1]
1698,9699,0.009699,[0]
1699,9625,0.009625,[1]
1700,9395,0.009395,[0]
1701,9378,0.009378,[1]
1702,9507,0.009507,[0]
1703,9260,0.00926,[1]
1704,9167,0.009167,[0]
1705,9082,0.009082,[1]
1706,9022,0.009022,[0]
1707,9323,0.009323,[1]
1708,9200,0.0092,[0]
1709,9059,0.009059,[1]
1710,8981,0.008981,[0]
1711,8909,0.008909,[1]
1712,8824,0.008824,[0]
1713,8893,0.008893,[1]
1714,8918,0.008918,[0]
1715,8940,0.00894,[1]
1716,9057,0.009057,[0]
1717,9210,0.00921,[1]
1718,9191,0.009191,[0]
1719,9169,0.009169,[1]
1720,9089,0.009089,[0]
1721,8962,0.008962,[1]
1722,8833,0.008833,[0]
1723,8764,0.008764,[1]
1724,8640,0.00864,[0]
1725,8429,0.008429,[1]
1726,8222,0.008222,[0]
1727,8074,0.008074,[1]
1728,7923,0.007923,[0]
1729,7769,0.007769,[1]
1730,7612,0.007612,[0]
1731,7495,0.007495,[1]
1732,7439,0.007439,[0]
1733,7419,0.007419,[1]
1734,7417,0.007417,[0]
1735,7335,0.007335,[1]
1736,7368,0.007368,[0]
1737,7298,0.007298,[1]
1738,7217,0.007217,[0]
1739,7144,0.007144,[1]
1740,7199,0.007199,[0]
1741,7327,0.007327,[1]
1742,7450,0.00745,[0]
1743,7703,0.007703,[1]
1744,8040,0.00804,[0]
1745,8249,0.008249,[1]
