[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Curtin,Dom,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_090649_Curtin_Dom_pirhana80SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
401,9664,0.009664,[1]
402,10287,0.010287,[0]
403,10631,0.010631,[1]
404,10505,0.010505,[0]
405,9673,0.009673,[1]
406,9051,0.009051,[0]
407,8656,0.008656,[1]
408,8319,0.008319,[0]
409,8327,0.008327,[1]
410,8662,0.008662,[0]
411,8779,0.008779,[1]
412,8934,0.008934,[0]
413,9064,0.009064,[1]
414,9039,0.009039,[0]
415,8880,0.00888,[1]
416,8629,0.008629,[0]
417,8574,0.008574,[1]
418,8566,0.008566,[0]
419,8407,0.008407,[1]
420,8475,0.008475,[0]
421,8722,0.008722,[1]
422,8643,0.008643,[0]
423,8513,0.008513,[1]
424,8928,0.008928,[0]
425,9033,0.009033,[1]
426,9156,0.009156,[0]
427,9216,0.009216,[1]
428,9304,0.009304,[0]
429,9245,0.009245,[1]
430,9120,0.00912,[0]
431,9087,0.009087,[1]
432,9329,0.009329,[0]
433,9327,0.009327,[1]
434,9326,0.009326,[0]
435,9711,0.009711,[1]
436,10058,0.010058,[0]
437,10085,0.010085,[1]
438,10131,0.010131,[0]
439,10297,0.010297,[1]
440,10134,0.010134,[0]
441,9947,0.009947,[1]
442,9873,0.009873,[0]
443,10149,0.010149,[1]
444,10172,0.010172,[0]
445,10362,0.010362,[1]
446,10568,0.010568,[0]
447,10648,0.010648,[1]
448,10347,0.010347,[0]
449,10302,0.010302,[1]
450,10548,0.010548,[0]
451,10752,0.010752,[1]
452,10840,0.01084,[0]
453,10752,0.010752,[1]
454,11073,0.011073,[0]
455,11211,0.011211,[1]
456,10988,0.010988,[0]
457,10817,0.010817,[1]
458,10866,0.010866,[0]
459,10909,0.010909,[1]
460,11170,0.01117,[0]
461,11150,0.01115,[1]
462,11056,0.011056,[0]
463,10901,0.010901,[1]
464,10744,0.010744,[0]
465,10663,0.010663,[1]
466,10834,0.010834,[0]
467,10887,0.010887,[1]
468,11222,0.011222,[0]
469,11023,0.011023,[1]
470,10854,0.010854,[0]
471,10521,0.010521,[1]
472,10258,0.010258,[0]
473,10191,0.010191,[1]
474,10258,0.010258,[0]
475,10077,0.010077,[1]
476,9931,0.009931,[0]
477,9744,0.009744,[1]
478,9571,0.009571,[0]
479,9635,0.009635,[1]
480,9453,0.009453,[0]
481,9425,0.009425,[1]
482,9567,0.009567,[0]
483,9398,0.009398,[1]
484,9277,0.009277,[0]
485,9271,0.009271,[1]
486,9176,0.009176,[0]
487,8999,0.008999,[1]
488,8981,0.008981,[0]
489,9144,0.009144,[1]
490,9181,0.009181,[0]
491,9174,0.009174,[1]
492,9266,0.009266,[0]
493,9267,0.009267,[1]
494,9051,0.009051,[0]
495,8940,0.00894,[1]
496,8983,0.008983,[0]
497,9165,0.009165,[1]
498,9084,0.009084,[0]
499,9226,0.009226,[1]
500,9220,0.00922,[0]
501,9123,0.009123,[1]
502,9067,0.009067,[0]
503,9222,0.009222,[1]
504,9213,0.009213,[0]
505,9209,0.009209,[1]
506,9321,0.009321,[0]
507,9447,0.009447,[1]
508,9848,0.009848,[0]
509,9694,0.009694,[1]
510,9735,0.009735,[0]
511,9822,0.009822,[1]
512,9993,0.009993,[0]
513,9817,0.009817,[1]
514,9641,0.009641,[0]
515,9793,0.009793,[1]
516,9967,0.009967,[0]
517,10029,0.010029,[1]
518,10205,0.010205,[0]
519,10509,0.010509,[1]
520,10308,0.010308,[0]
521,10417,0.010417,[1]
522,10478,0.010478,[0]
523,10562,0.010562,[1]
524,10620,0.01062,[0]
525,10772,0.010772,[1]
526,10833,0.010833,[0]
527,10825,0.010825,[1]
528,10577,0.010577,[0]
529,10585,0.010585,[1]
530,10671,0.010671,[0]
531,11033,0.011033,[1]
532,11738,0.011738,[0]
533,13433,0.013433,[1]
534,13486,0.013486,[0]
535,12360,0.01236,[1]
536,11619,0.011619,[0]
537,11202,0.011202,[1]
538,10834,0.010834,[0]
539,10567,0.010567,[1]
540,10535,0.010535,[0]
541,10874,0.010874,[1]
542,11275,0.011275,[0]
543,10930,0.01093,[1]
544,10758,0.010758,[0]
545,10208,0.010208,[1]
546,9821,0.009821,[0]
547,9605,0.009605,[1]
548,9720,0.00972,[0]
549,9580,0.00958,[1]
550,9466,0.009466,[0]
551,9518,0.009518,[1]
552,9702,0.009702,[0]
553,9516,0.009516,[1]
554,9231,0.009231,[0]
555,9136,0.009136,[1]
556,9190,0.00919,[0]
557,9258,0.009258,[1]
558,8930,0.00893,[0]
559,8781,0.008781,[1]
560,8727,0.008727,[0]
561,8669,0.008669,[1]
562,8616,0.008616,[0]
563,8665,0.008665,[1]
564,8765,0.008765,[0]
565,8721,0.008721,[1]
566,8601,0.008601,[0]
567,8853,0.008853,[1]
568,8808,0.008808,[0]
569,8805,0.008805,[1]
570,8906,0.008906,[0]
571,9059,0.009059,[1]
572,9031,0.009031,[0]
573,8851,0.008851,[1]
574,8807,0.008807,[0]
575,9043,0.009043,[1]
576,9047,0.009047,[0]
577,8964,0.008964,[1]
578,9047,0.009047,[0]
579,9161,0.009161,[1]
580,9413,0.009413,[0]
581,9296,0.009296,[1]
582,9359,0.009359,[0]
583,9582,0.009582,[1]
584,9443,0.009443,[0]
585,9607,0.009607,[1]
586,9454,0.009454,[0]
587,10034,0.010034,[1]
588,10008,0.010008,[0]
589,9843,0.009843,[1]
590,9860,0.00986,[0]
591,10312,0.010312,[1]
592,10393,0.010393,[0]
593,10563,0.010563,[1]
594,10923,0.010923,[0]
595,10572,0.010572,[1]
596,10427,0.010427,[0]
597,10581,0.010581,[1]
598,10683,0.010683,[0]
599,10839,0.010839,[1]
600,10971,0.010971,[0]
601,10841,0.010841,[1]
602,11087,0.011087,[0]
603,11235,0.011235,[1]
604,11328,0.011328,[0]
605,11215,0.011215,[1]
606,11224,0.011224,[0]
607,11144,0.011144,[1]
608,11306,0.011306,[0]
609,11308,0.011308,[1]
610,11340,0.01134,[0]
611,11331,0.011331,[1]
612,11246,0.011246,[0]
613,11611,0.011611,[1]
614,12000,0.012,[0]
615,11854,0.011854,[1]
616,11544,0.011544,[0]
617,11147,0.011147,[1]
618,10871,0.010871,[0]
619,10664,0.010664,[1]
620,10370,0.01037,[0]
621,10235,0.010235,[1]
622,10359,0.010359,[0]
623,10320,0.01032,[1]
624,10120,0.01012,[0]
625,10065,0.010065,[1]
626,10013,0.010013,[0]
627,9798,0.009798,[1]
628,9579,0.009579,[0]
629,9609,0.009609,[1]
630,9526,0.009526,[0]
631,9262,0.009262,[1]
632,9118,0.009118,[0]
633,9407,0.009407,[1]
634,9226,0.009226,[0]
635,9093,0.009093,[1]
636,8976,0.008976,[0]
637,9095,0.009095,[1]
638,9217,0.009217,[0]
639,9090,0.00909,[1]
640,9143,0.009143,[0]
641,9119,0.009119,[1]
642,8973,0.008973,[0]
643,8819,0.008819,[1]
644,8786,0.008786,[0]
645,8841,0.008841,[1]
646,8785,0.008785,[0]
647,8638,0.008638,[1]
648,8847,0.008847,[0]
649,9002,0.009002,[1]
650,8705,0.008705,[0]
651,9037,0.009037,[1]
652,9270,0.00927,[0]
653,9263,0.009263,[1]
654,9083,0.009083,[0]
655,9238,0.009238,[1]
656,9456,0.009456,[0]
657,9480,0.00948,[1]
658,9471,0.009471,[0]
659,9807,0.009807,[1]
660,9622,0.009622,[0]
661,9354,0.009354,[1]
662,9444,0.009444,[0]
663,9964,0.009964,[1]
664,10222,0.010222,[0]
