[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Curtin,Dom,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_082028_Curtin_Dom_80SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
782,9915,0.009915,[0]
783,9882,0.009882,[1]
784,9873,0.009873,[0]
785,9530,0.00953,[1]
786,9619,0.009619,[0]
787,9567,0.009567,[1]
788,9520,0.00952,[0]
789,9768,0.009768,[1]
790,10080,0.01008,[0]
791,10300,0.0103,[1]
792,10297,0.010297,[0]
793,10667,0.010667,[1]
794,10522,0.010522,[0]
795,10180,0.01018,[1]
796,10065,0.010065,[0]
797,10365,0.010365,[1]
798,10629,0.010629,[0]
799,10838,0.010838,[1]
800,10579,0.010579,[0]
801,11088,0.011088,[1]
802,11119,0.011119,[0]
803,10878,0.010878,[1]
804,10693,0.010693,[0]
805,10911,0.010911,[1]
806,11164,0.011164,[0]
807,10748,0.010748,[1]
808,11171,0.011171,[0]
809,11071,0.011071,[1]
810,10732,0.010732,[0]
811,10878,0.010878,[1]
812,11325,0.011325,[0]
813,11857,0.011857,[1]
814,12032,0.012032,[0]
815,11491,0.011491,[1]
816,11183,0.011183,[0]
817,11305,0.011305,[1]
818,11036,0.011036,[0]
819,10849,0.010849,[1]
820,10843,0.010843,[0]
821,11219,0.011219,[1]
822,11022,0.011022,[0]
823,10757,0.010757,[1]
824,10534,0.010534,[0]
825,10707,0.010707,[1]
826,10620,0.01062,[0]
827,10290,0.01029,[1]
828,10162,0.010162,[0]
829,9887,0.009887,[1]
830,9815,0.009815,[0]
831,9632,0.009632,[1]
832,9481,0.009481,[0]
833,9453,0.009453,[1]
834,9410,0.00941,[0]
835,9322,0.009322,[1]
836,9286,0.009286,[0]
837,9290,0.00929,[1]
838,9186,0.009186,[0]
839,9069,0.009069,[1]
840,8767,0.008767,[0]
841,8823,0.008823,[1]
842,8911,0.008911,[0]
843,8899,0.008899,[1]
844,8947,0.008947,[0]
845,8846,0.008846,[1]
846,8627,0.008627,[0]
847,8668,0.008668,[1]
848,8539,0.008539,[0]
849,8421,0.008421,[1]
850,8398,0.008398,[0]
851,8520,0.00852,[1]
852,8582,0.008582,[0]
853,8381,0.008381,[1]
854,8372,0.008372,[0]
855,8656,0.008656,[1]
856,8661,0.008661,[0]
857,8657,0.008657,[1]
858,8905,0.008905,[0]
859,8849,0.008849,[1]
860,8883,0.008883,[0]
861,8805,0.008805,[1]
862,9038,0.009038,[0]
863,9141,0.009141,[1]
864,9220,0.00922,[0]
865,9162,0.009162,[1]
866,9379,0.009379,[0]
867,9375,0.009375,[1]
868,9394,0.009394,[0]
869,9739,0.009739,[1]
870,9695,0.009695,[0]
871,9923,0.009923,[1]
872,9788,0.009788,[0]
873,9793,0.009793,[1]
874,9812,0.009812,[0]
875,9933,0.009933,[1]
876,9827,0.009827,[0]
877,9977,0.009977,[1]
878,10190,0.01019,[0]
879,10368,0.010368,[1]
880,10529,0.010529,[0]
881,10956,0.010956,[1]
882,11174,0.011174,[0]
883,10876,0.010876,[1]
884,10610,0.01061,[0]
885,10664,0.010664,[1]
886,10510,0.01051,[0]
887,10507,0.010507,[1]
888,12719,0.012719,[0]
889,13875,0.013875,[1]
890,13007,0.013007,[0]
891,12165,0.012165,[1]
892,11208,0.011208,[0]
893,10381,0.010381,[1]
894,9893,0.009893,[0]
895,10305,0.010305,[1]
896,10575,0.010575,[0]
897,10349,0.010349,[1]
898,10821,0.010821,[0]
899,11229,0.011229,[1]
900,10971,0.010971,[0]
901,10595,0.010595,[1]
902,10547,0.010547,[0]
903,10727,0.010727,[1]
904,10198,0.010198,[0]
905,9940,0.00994,[1]
906,9659,0.009659,[0]
907,9481,0.009481,[1]
908,9188,0.009188,[0]
909,9206,0.009206,[1]
910,9244,0.009244,[0]
911,9331,0.009331,[1]
912,9182,0.009182,[0]
913,9329,0.009329,[1]
914,9210,0.00921,[0]
915,8972,0.008972,[1]
916,8927,0.008927,[0]
917,8795,0.008795,[1]
918,8684,0.008684,[0]
919,8494,0.008494,[1]
920,8437,0.008437,[0]
921,8503,0.008503,[1]
922,8401,0.008401,[0]
923,8630,0.00863,[1]
924,8655,0.008655,[0]
925,8558,0.008558,[1]
926,8476,0.008476,[0]
927,8398,0.008398,[1]
928,8486,0.008486,[0]
929,8561,0.008561,[1]
930,8492,0.008492,[0]
931,8371,0.008371,[1]
932,8520,0.00852,[0]
933,8365,0.008365,[1]
934,8429,0.008429,[0]
935,8560,0.00856,[1]
936,8383,0.008383,[0]
937,8398,0.008398,[1]
938,8581,0.008581,[0]
939,8623,0.008623,[1]
940,8476,0.008476,[0]
941,8501,0.008501,[1]
942,8717,0.008717,[0]
943,8663,0.008663,[1]
944,8969,0.008969,[0]
945,9146,0.009146,[1]
946,9391,0.009391,[0]
947,9421,0.009421,[1]
948,9553,0.009553,[0]
949,9496,0.009496,[1]
950,9370,0.00937,[0]
951,9182,0.009182,[1]
952,9168,0.009168,[0]
953,9421,0.009421,[1]
954,9315,0.009315,[0]
955,9691,0.009691,[1]
956,9959,0.009959,[0]
957,10200,0.0102,[1]
958,10583,0.010583,[0]
959,10362,0.010362,[1]
960,10371,0.010371,[0]
961,10068,0.010068,[1]
962,9944,0.009944,[0]
963,9899,0.009899,[1]
964,10130,0.01013,[0]
965,10476,0.010476,[1]
966,10565,0.010565,[0]
967,10715,0.010715,[1]
968,10994,0.010994,[0]
969,11568,0.011568,[1]
970,11225,0.011225,[0]
971,11452,0.011452,[1]
972,11401,0.011401,[0]
973,11255,0.011255,[1]
974,10768,0.010768,[0]
975,10596,0.010596,[1]
976,10711,0.010711,[0]
977,10922,0.010922,[1]
978,11155,0.011155,[0]
979,11406,0.011406,[1]
980,11619,0.011619,[0]
981,11163,0.011163,[1]
982,10967,0.010967,[0]
983,10849,0.010849,[1]
984,10503,0.010503,[0]
985,10585,0.010585,[1]
986,10954,0.010954,[0]
987,11240,0.01124,[1]
988,10851,0.010851,[0]
989,10492,0.010492,[1]
990,10206,0.010206,[0]
991,9883,0.009883,[1]
992,9675,0.009675,[0]
993,9417,0.009417,[1]
994,9050,0.00905,[0]
995,8926,0.008926,[1]
996,8866,0.008866,[0]
997,9044,0.009044,[1]
998,9256,0.009256,[0]
999,9057,0.009057,[1]
1000,9006,0.009006,[0]
1001,8939,0.008939,[1]
1002,8971,0.008971,[0]
1003,8858,0.008858,[1]
1004,8754,0.008754,[0]
1005,8741,0.008741,[1]
1006,8689,0.008689,[0]
1007,8517,0.008517,[1]
1008,8454,0.008454,[0]
1009,8451,0.008451,[1]
1010,8347,0.008347,[0]
1011,8194,0.008194,[1]
1012,8076,0.008076,[0]
1013,8070,0.00807,[1]
1014,8237,0.008237,[0]
1015,8452,0.008452,[1]
1016,9163,0.009163,[0]
1017,9522,0.009522,[1]
1018,9462,0.009462,[0]
1019,9664,0.009664,[1]
1020,9445,0.009445,[0]
1021,9041,0.009041,[1]
1022,8862,0.008862,[0]
1023,8870,0.00887,[1]
1024,8683,0.008683,[0]
1025,8548,0.008548,[1]
1026,8514,0.008514,[0]
1027,8433,0.008433,[1]
1028,8695,0.008695,[0]
1029,8581,0.008581,[1]
1030,9087,0.009087,[0]
1031,9466,0.009466,[1]
1032,9664,0.009664,[0]
1033,9591,0.009591,[1]
1034,9925,0.009925,[0]
1035,10006,0.010006,[1]
1036,9851,0.009851,[0]
1037,9605,0.009605,[1]
1038,9730,0.00973,[0]
1039,9722,0.009722,[1]
1040,9661,0.009661,[0]
1041,9547,0.009547,[1]
1042,9934,0.009934,[0]
1043,10226,0.010226,[1]
1044,10122,0.010122,[0]
1045,10144,0.010144,[1]
1046,10245,0.010245,[0]
1047,10388,0.010388,[1]
1048,10224,0.010224,[0]
1049,10253,0.010253,[1]
1050,10311,0.010311,[0]
1051,10396,0.010396,[1]
1052,10455,0.010455,[0]
1053,10757,0.010757,[1]
1054,11000,0.011,[0]
1055,10805,0.010805,[1]
1056,10618,0.010618,[0]
1057,11020,0.01102,[1]
1058,11039,0.011039,[0]
1059,10728,0.010728,[1]
1060,10586,0.010586,[0]
1061,10865,0.010865,[1]
1062,10706,0.010706,[0]
1063,10538,0.010538,[1]
1064,10541,0.010541,[0]
1065,10443,0.010443,[1]
1066,10409,0.010409,[0]
1067,10052,0.010052,[1]
1068,10032,0.010032,[0]
1069,9967,0.009967,[1]
1070,9682,0.009682,[0]
1071,9604,0.009604,[1]
1072,9564,0.009564,[0]
1073,9556,0.009556,[1]
1074,9414,0.009414,[0]
1075,9341,0.009341,[1]
1076,9352,0.009352,[0]
1077,9463,0.009463,[1]
1078,9604,0.009604,[0]
1079,9716,0.009716,[1]
1080,9574,0.009574,[0]
1081,9324,0.009324,[1]
1082,9196,0.009196,[0]
1083,9027,0.009027,[1]
1084,9038,0.009038,[0]
1085,8886,0.008886,[1]
1086,8860,0.00886,[0]
1087,8794,0.008794,[1]
1088,8830,0.00883,[0]
1089,8823,0.008823,[1]
1090,8806,0.008806,[0]
1091,9014,0.009014,[1]
1092,8965,0.008965,[0]
1093,9020,0.00902,[1]
1094,9027,0.009027,[0]
1095,8993,0.008993,[1]
1096,9008,0.009008,[0]
1097,8984,0.008984,[1]
1098,9076,0.009076,[0]
1099,9236,0.009236,[1]
1100,9557,0.009557,[0]
1101,9429,0.009429,[1]
1102,9270,0.00927,[0]
1103,9470,0.00947,[1]
1104,9406,0.009406,[0]
1105,9190,0.00919,[1]
1106,9149,0.009149,[0]
1107,9228,0.009228,[1]
1108,9317,0.009317,[0]
1109,9345,0.009345,[1]
1110,9590,0.00959,[0]
1111,9838,0.009838,[1]
1112,9803,0.009803,[0]
1113,9937,0.009937,[1]
1114,10264,0.010264,[0]
1115,10207,0.010207,[1]
1116,10326,0.010326,[0]
1117,10448,0.010448,[1]
1118,10496,0.010496,[0]
1119,10492,0.010492,[1]
1120,10184,0.010184,[0]
1121,10371,0.010371,[1]
1122,10269,0.010269,[0]
1123,10204,0.010204,[1]
1124,10150,0.01015,[0]
1125,10379,0.010379,[1]
1126,10701,0.010701,[0]
1127,10703,0.010703,[1]
1128,11240,0.01124,[0]
1129,11726,0.011726,[1]
1130,11731,0.011731,[0]
1131,11417,0.011417,[1]
1132,11772,0.011772,[0]
1133,11579,0.011579,[1]
1134,11160,0.01116,[0]
1135,10740,0.01074,[1]
1136,10925,0.010925,[0]
1137,11246,0.011246,[1]
1138,10986,0.010986,[0]
1139,11184,0.011184,[1]
1140,11161,0.011161,[0]
1141,11300,0.0113,[1]
1142,10981,0.010981,[0]
1143,11064,0.011064,[1]
1144,11013,0.011013,[0]
1145,10678,0.010678,[1]
1146,10356,0.010356,[0]
1147,10191,0.010191,[1]
1148,10451,0.010451,[0]
1149,10319,0.010319,[1]
1150,9979,0.009979,[0]
1151,10355,0.010355,[1]
1152,9970,0.00997,[0]
1153,9660,0.00966,[1]
1154,9239,0.009239,[0]
1155,8867,0.008867,[1]
1156,8442,0.008442,[0]
1157,8366,0.008366,[1]
1158,8399,0.008399,[0]
1159,8470,0.00847,[1]
1160,8254,0.008254,[0]
1161,8524,0.008524,[1]
1162,8599,0.008599,[0]
1163,8516,0.008516,[1]
1164,8732,0.008732,[0]
1165,8996,0.008996,[1]
1166,9122,0.009122,[0]
1167,8811,0.008811,[1]
1168,8966,0.008966,[0]
1169,8851,0.008851,[1]
1170,8708,0.008708,[0]
1171,8449,0.008449,[1]
1172,8559,0.008559,[0]
1173,8593,0.008593,[1]
1174,8334,0.008334,[0]
1175,8480,0.00848,[1]
1176,8642,0.008642,[0]
1177,8754,0.008754,[1]
1178,8913,0.008913,[0]
1179,8975,0.008975,[1]
1180,9274,0.009274,[0]
1181,9077,0.009077,[1]
1182,9227,0.009227,[0]
1183,9209,0.009209,[1]
1184,9090,0.00909,[0]
1185,9204,0.009204,[1]
1186,9300,0.0093,[0]
1187,9539,0.009539,[1]
1188,9410,0.00941,[0]
1189,9647,0.009647,[1]
1190,9619,0.009619,[0]
1191,9940,0.00994,[1]
1192,9830,0.00983,[0]
1193,10058,0.010058,[1]
1194,10104,0.010104,[0]
1195,9899,0.009899,[1]
1196,9911,0.009911,[0]
1197,10366,0.010366,[1]
1198,10563,0.010563,[0]
1199,10319,0.010319,[1]
1200,10391,0.010391,[0]
1201,10558,0.010558,[1]
1202,10190,0.01019,[0]
1203,10167,0.010167,[1]
1204,10362,0.010362,[0]
1205,10450,0.01045,[1]
1206,10841,0.010841,[0]
1207,10788,0.010788,[1]
1208,11014,0.011014,[0]
1209,11057,0.011057,[1]
1210,11033,0.011033,[0]
1211,11115,0.011115,[1]
1212,11194,0.011194,[0]
1213,11102,0.011102,[1]
1214,11216,0.011216,[0]
1215,11081,0.011081,[1]
1216,11061,0.011061,[0]
1217,10784,0.010784,[1]
1218,10593,0.010593,[0]
1219,10420,0.01042,[1]
1220,10345,0.010345,[0]
1221,10113,0.010113,[1]
1222,10216,0.010216,[0]
1223,10067,0.010067,[1]
1224,10150,0.01015,[0]
1225,10141,0.010141,[1]
1226,9953,0.009953,[0]
1227,9719,0.009719,[1]
1228,9414,0.009414,[0]
1229,9364,0.009364,[1]
1230,9272,0.009272,[0]
1231,9079,0.009079,[1]
1232,8921,0.008921,[0]
1233,9027,0.009027,[1]
1234,9115,0.009115,[0]
1235,9063,0.009063,[1]
1236,8887,0.008887,[0]
1237,8978,0.008978,[1]
1238,9309,0.009309,[0]
1239,8965,0.008965,[1]
1240,8915,0.008915,[0]
1241,8905,0.008905,[1]
1242,8673,0.008673,[0]
1243,8541,0.008541,[1]
1244,8577,0.008577,[0]
1245,8464,0.008464,[1]
1246,8364,0.008364,[0]
1247,8440,0.00844,[1]
1248,8750,0.00875,[0]
1249,8765,0.008765,[1]
1250,8787,0.008787,[0]
1251,8873,0.008873,[1]
1252,9014,0.009014,[0]
1253,8926,0.008926,[1]
1254,9042,0.009042,[0]
1255,9173,0.009173,[1]
1256,9219,0.009219,[0]
1257,9049,0.009049,[1]
1258,9245,0.009245,[0]
1259,9146,0.009146,[1]
1260,9038,0.009038,[0]
1261,9094,0.009094,[1]
1262,9290,0.00929,[0]
1263,9686,0.009686,[1]
1264,9659,0.009659,[0]
1265,9818,0.009818,[1]
1266,9965,0.009965,[0]
1267,9888,0.009888,[1]
1268,9927,0.009927,[0]
1269,10109,0.010109,[1]
1270,10224,0.010224,[0]
1271,10279,0.010279,[1]
1272,10200,0.0102,[0]
1273,10435,0.010435,[1]
1274,10662,0.010662,[0]
1275,10590,0.01059,[1]
1276,10505,0.010505,[0]
1277,11177,0.011177,[1]
1278,11342,0.011342,[0]
1279,11451,0.011451,[1]
1280,11156,0.011156,[0]
1281,10804,0.010804,[1]
1282,10842,0.010842,[0]
1283,10863,0.010863,[1]
1284,10814,0.010814,[0]
1285,10844,0.010844,[1]
1286,10808,0.010808,[0]
1287,10572,0.010572,[1]
1288,10882,0.010882,[0]
1289,11097,0.011097,[1]
1290,10979,0.010979,[0]
1291,11014,0.011014,[1]
1292,11079,0.011079,[0]
1293,11067,0.011067,[1]
1294,10673,0.010673,[0]
1295,10707,0.010707,[1]
1296,10661,0.010661,[0]
1297,10395,0.010395,[1]
1298,10226,0.010226,[0]
1299,10017,0.010017,[1]
1300,9829,0.009829,[0]
1301,9727,0.009727,[1]
1302,9498,0.009498,[0]
1303,9605,0.009605,[1]
1304,9541,0.009541,[0]
1305,9329,0.009329,[1]
1306,9201,0.009201,[0]
1307,9467,0.009467,[1]
1308,9262,0.009262,[0]
1309,8936,0.008936,[1]
1310,8843,0.008843,[0]
1311,8730,0.00873,[1]
1312,8662,0.008662,[0]
1313,8556,0.008556,[1]
1314,8650,0.00865,[0]
1315,8698,0.008698,[1]
1316,8634,0.008634,[0]
1317,8698,0.008698,[1]
1318,8809,0.008809,[0]
1319,8722,0.008722,[1]
1320,8534,0.008534,[0]
1321,8878,0.008878,[1]
1322,8905,0.008905,[0]
1323,8916,0.008916,[1]
1324,8771,0.008771,[0]
1325,8821,0.008821,[1]
1326,8850,0.00885,[0]
1327,8712,0.008712,[1]
1328,8659,0.008659,[0]
1329,8486,0.008486,[1]
1330,8466,0.008466,[0]
1331,8509,0.008509,[1]
1332,8907,0.008907,[0]
1333,9292,0.009292,[1]
1334,9563,0.009563,[0]
1335,9622,0.009622,[1]
1336,9596,0.009596,[0]
1337,9881,0.009881,[1]
1338,9710,0.00971,[0]
1339,9687,0.009687,[1]
1340,9600,0.0096,[0]
1341,9705,0.009705,[1]
1342,9710,0.00971,[0]
1343,9672,0.009672,[1]
1344,9837,0.009837,[0]
1345,9918,0.009918,[1]
1346,10012,0.010012,[0]
1347,10714,0.010714,[1]
1348,10875,0.010875,[0]
1349,10745,0.010745,[1]
1350,10715,0.010715,[0]
1351,10749,0.010749,[1]
1352,10592,0.010592,[0]
1353,10420,0.01042,[1]
1354,10299,0.010299,[0]
1355,10260,0.01026,[1]
1356,10564,0.010564,[0]
1357,10760,0.01076,[1]
1358,10837,0.010837,[0]
1359,11196,0.011196,[1]
1360,11469,0.011469,[0]
1361,11151,0.011151,[1]
1362,11236,0.011236,[0]
1363,11747,0.011747,[1]
1364,11794,0.011794,[0]
1365,11550,0.01155,[1]
1366,11318,0.011318,[0]
1367,11123,0.011123,[1]
1368,10777,0.010777,[0]
1369,10315,0.010315,[1]
1370,10106,0.010106,[0]
1371,9960,0.00996,[1]
1372,9780,0.00978,[0]
1373,9740,0.00974,[1]
1374,9923,0.009923,[0]
1375,9692,0.009692,[1]
1376,9593,0.009593,[0]
1377,9724,0.009724,[1]
1378,9652,0.009652,[0]
1379,9419,0.009419,[1]
1380,9250,0.00925,[0]
1381,9246,0.009246,[1]
1382,9212,0.009212,[0]
1383,9170,0.00917,[1]
1384,8796,0.008796,[0]
1385,8708,0.008708,[1]
1386,8518,0.008518,[0]
1387,8314,0.008314,[1]
1388,8563,0.008563,[0]
1389,8473,0.008473,[1]
1390,8291,0.008291,[0]
1391,8232,0.008232,[1]
1392,8614,0.008614,[0]
1393,8689,0.008689,[1]
1394,8602,0.008602,[0]
1395,8947,0.008947,[1]
1396,9178,0.009178,[0]
1397,9006,0.009006,[1]
1398,8869,0.008869,[0]
1399,9028,0.009028,[1]
1400,8915,0.008915,[0]
1401,8667,0.008667,[1]
1402,8646,0.008646,[0]
1403,8664,0.008664,[1]
1404,9084,0.009084,[0]
1405,9146,0.009146,[1]
1406,9799,0.009799,[0]
1407,10261,0.010261,[1]
1408,10143,0.010143,[0]
1409,10307,0.010307,[1]
1410,10061,0.010061,[0]
1411,9965,0.009965,[1]
1412,9691,0.009691,[0]
1413,9275,0.009275,[1]
1414,9135,0.009135,[0]
1415,8869,0.008869,[1]
1416,9199,0.009199,[0]
1417,9527,0.009527,[1]
1418,9823,0.009823,[0]
1419,9815,0.009815,[1]
1420,10416,0.010416,[0]
1421,10980,0.01098,[1]
1422,11005,0.011005,[0]
1423,11190,0.01119,[1]
1424,11362,0.011362,[0]
1425,11153,0.011153,[1]
1426,10731,0.010731,[0]
1427,10800,0.0108,[1]
1428,10803,0.010803,[0]
1429,10504,0.010504,[1]
1430,10524,0.010524,[0]
1431,10695,0.010695,[1]
1432,10834,0.010834,[0]
1433,10639,0.010639,[1]
1434,10897,0.010897,[0]
1435,10781,0.010781,[1]
1436,10766,0.010766,[0]
1437,10841,0.010841,[1]
1438,11128,0.011128,[0]
1439,11134,0.011134,[1]
1440,10778,0.010778,[0]
1441,10923,0.010923,[1]
1442,10681,0.010681,[0]
1443,10432,0.010432,[1]
1444,10206,0.010206,[0]
1445,9947,0.009947,[1]
1446,9872,0.009872,[0]
1447,9548,0.009548,[1]
1448,9453,0.009453,[0]
1449,9347,0.009347,[1]
1450,9258,0.009258,[0]
1451,9278,0.009278,[1]
1452,9637,0.009637,[0]
1453,9556,0.009556,[1]
1454,9405,0.009405,[0]
1455,9218,0.009218,[1]
1456,9434,0.009434,[0]
1457,9231,0.009231,[1]
1458,9054,0.009054,[0]
1459,8882,0.008882,[1]
1460,8643,0.008643,[0]
1461,8418,0.008418,[1]
1462,8360,0.00836,[0]
1463,8279,0.008279,[1]
1464,8219,0.008219,[0]
1465,8131,0.008131,[1]
1466,8099,0.008099,[0]
1467,8083,0.008083,[1]
1468,8334,0.008334,[0]
1469,8626,0.008626,[1]
1470,9058,0.009058,[0]
1471,8996,0.008996,[1]
1472,8968,0.008968,[0]
1473,9068,0.009068,[1]
1474,8954,0.008954,[0]
1475,8844,0.008844,[1]
1476,8757,0.008757,[0]
1477,8776,0.008776,[1]
1478,8984,0.008984,[0]
1479,8820,0.00882,[1]
1480,9016,0.009016,[0]
1481,9254,0.009254,[1]
1482,9247,0.009247,[0]
1483,9334,0.009334,[1]
1484,9909,0.009909,[0]
1485,10004,0.010004,[1]
1486,10030,0.01003,[0]
1487,10118,0.010118,[1]
1488,10286,0.010286,[0]
1489,10062,0.010062,[1]
1490,9932,0.009932,[0]
1491,10196,0.010196,[1]
1492,10334,0.010334,[0]
1493,10206,0.010206,[1]
1494,10067,0.010067,[0]
1495,10157,0.010157,[1]
1496,10529,0.010529,[0]
1497,10450,0.01045,[1]
1498,10878,0.010878,[0]
1499,11175,0.011175,[1]
1500,11165,0.011165,[0]
1501,11102,0.011102,[1]
1502,11185,0.011185,[0]
1503,11198,0.011198,[1]
1504,11151,0.011151,[0]
1505,11187,0.011187,[1]
1506,11177,0.011177,[0]
1507,10863,0.010863,[1]
1508,10809,0.010809,[0]
1509,10669,0.010669,[1]
1510,10337,0.010337,[0]
1511,9966,0.009966,[1]
1512,9788,0.009788,[0]
1513,9800,0.0098,[1]
1514,9689,0.009689,[0]
1515,9530,0.00953,[1]
1516,9475,0.009475,[0]
1517,9809,0.009809,[1]
1518,9582,0.009582,[0]
1519,9426,0.009426,[1]
1520,9269,0.009269,[0]
1521,9244,0.009244,[1]
1522,8930,0.00893,[0]
1523,8796,0.008796,[1]
1524,8730,0.00873,[0]
1525,8653,0.008653,[1]
1526,8483,0.008483,[0]
1527,8666,0.008666,[1]
1528,8791,0.008791,[0]
1529,8613,0.008613,[1]
1530,8704,0.008704,[0]
1531,8606,0.008606,[1]
1532,9017,0.009017,[0]
1533,9158,0.009158,[1]
1534,9641,0.009641,[0]
1535,9628,0.009628,[1]
1536,9599,0.009599,[0]
1537,9309,0.009309,[1]
1538,9310,0.00931,[0]
1539,8743,0.008743,[1]
1540,8328,0.008328,[0]
1541,8071,0.008071,[1]
1542,7910,0.00791,[0]
1543,7804,0.007804,[1]
1544,7692,0.007692,[0]
1545,8049,0.008049,[1]
1546,8174,0.008174,[0]
1547,8645,0.008645,[1]
1548,9204,0.009204,[0]
1549,9708,0.009708,[1]
1550,10047,0.010047,[0]
1551,10002,0.010002,[1]
1552,10098,0.010098,[0]
1553,10178,0.010178,[1]
1554,10013,0.010013,[0]
1555,9674,0.009674,[1]
1556,9801,0.009801,[0]
1557,9920,0.00992,[1]
1558,9926,0.009926,[0]
1559,9674,0.009674,[1]
1560,9746,0.009746,[0]
1561,9949,0.009949,[1]
1562,9841,0.009841,[0]
1563,10295,0.010295,[1]
1564,10377,0.010377,[0]
1565,10365,0.010365,[1]
1566,10477,0.010477,[0]
1567,10926,0.010926,[1]
1568,11016,0.011016,[0]
1569,10784,0.010784,[1]
1570,10498,0.010498,[0]
1571,10635,0.010635,[1]
1572,10473,0.010473,[0]
1573,10307,0.010307,[1]
1574,10536,0.010536,[0]
1575,10593,0.010593,[1]
1576,10689,0.010689,[0]
1577,10768,0.010768,[1]
1578,11099,0.011099,[0]
1579,11471,0.011471,[1]
1580,11097,0.011097,[0]
1581,11235,0.011235,[1]
1582,11230,0.01123,[0]
1583,10808,0.010808,[1]
1584,10434,0.010434,[0]
1585,10298,0.010298,[1]
1586,10108,0.010108,[0]
1587,9913,0.009913,[1]
1588,10196,0.010196,[0]
1589,10243,0.010243,[1]
1590,10411,0.010411,[0]
1591,10292,0.010292,[1]
1592,10204,0.010204,[0]
1593,10082,0.010082,[1]
1594,9840,0.00984,[0]
1595,9489,0.009489,[1]
1596,9442,0.009442,[0]
1597,9573,0.009573,[1]
1598,9426,0.009426,[0]
1599,9252,0.009252,[1]
1600,9084,0.009084,[0]
1601,9048,0.009048,[1]
1602,8913,0.008913,[0]
1603,8797,0.008797,[1]
1604,8792,0.008792,[0]
1605,8854,0.008854,[1]
1606,8823,0.008823,[0]
1607,8913,0.008913,[1]
1608,9114,0.009114,[0]
1609,9291,0.009291,[1]
1610,9284,0.009284,[0]
1611,9429,0.009429,[1]
1612,9342,0.009342,[0]
1613,9282,0.009282,[1]
1614,9009,0.009009,[0]
1615,9039,0.009039,[1]
1616,9030,0.00903,[0]
1617,8918,0.008918,[1]
1618,8810,0.00881,[0]
1619,8895,0.008895,[1]
1620,8810,0.00881,[0]
1621,8709,0.008709,[1]
1622,8913,0.008913,[0]
1623,9158,0.009158,[1]
1624,9292,0.009292,[0]
1625,9207,0.009207,[1]
1626,9612,0.009612,[0]
1627,9586,0.009586,[1]
1628,9550,0.00955,[0]
1629,9486,0.009486,[1]
1630,9715,0.009715,[0]
1631,9823,0.009823,[1]
1632,9869,0.009869,[0]
1633,9904,0.009904,[1]
1634,9964,0.009964,[0]
1635,9795,0.009795,[1]
1636,9787,0.009787,[0]
1637,9925,0.009925,[1]
1638,10125,0.010125,[0]
1639,10077,0.010077,[1]
1640,10174,0.010174,[0]
1641,10598,0.010598,[1]
1642,10402,0.010402,[0]
1643,10598,0.010598,[1]
1644,10705,0.010705,[0]
1645,10737,0.010737,[1]
1646,10465,0.010465,[0]
1647,10717,0.010717,[1]
1648,10895,0.010895,[0]
1649,10687,0.010687,[1]
1650,10679,0.010679,[0]
1651,11077,0.011077,[1]
1652,11285,0.011285,[0]
1653,11207,0.011207,[1]
1654,11367,0.011367,[0]
1655,11646,0.011646,[1]
1656,11491,0.011491,[0]
1657,11263,0.011263,[1]
1658,11257,0.011257,[0]
1659,11569,0.011569,[1]
1660,11660,0.01166,[0]
1661,12008,0.012008,[1]
1662,12064,0.012064,[0]
1663,11516,0.011516,[1]
1664,11072,0.011072,[0]
1665,10585,0.010585,[1]
1666,10134,0.010134,[0]
1667,9758,0.009758,[1]
1668,9380,0.00938,[0]
1669,9003,0.009003,[1]
1670,8731,0.008731,[0]
1671,8765,0.008765,[1]
1672,8998,0.008998,[0]
1673,8952,0.008952,[1]
1674,8767,0.008767,[0]
1675,8977,0.008977,[1]
1676,9213,0.009213,[0]
1677,8948,0.008948,[1]
1678,8906,0.008906,[0]
1679,8936,0.008936,[1]
1680,8821,0.008821,[0]
1681,8618,0.008618,[1]
1682,8696,0.008696,[0]
1683,8783,0.008783,[1]
1684,8737,0.008737,[0]
1685,8583,0.008583,[1]
1686,8698,0.008698,[0]
1687,8628,0.008628,[1]
1688,8600,0.0086,[0]
1689,8693,0.008693,[1]
1690,8731,0.008731,[0]
1691,8615,0.008615,[1]
1692,8689,0.008689,[0]
1693,8799,0.008799,[1]
1694,8697,0.008697,[0]
1695,8554,0.008554,[1]
1696,8619,0.008619,[0]
1697,8828,0.008828,[1]
