[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Curtin,Dom,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_090932_Curtin_Dom_pirhanaSelfSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
511,7844,0.007844,[1]
512,7940,0.00794,[0]
513,7823,0.007823,[1]
514,7813,0.007813,[0]
515,7847,0.007847,[1]
516,7887,0.007887,[0]
517,7950,0.00795,[1]
518,7871,0.007871,[0]
519,8049,0.008049,[1]
520,7984,0.007984,[0]
521,7848,0.007848,[1]
522,7660,0.00766,[0]
523,7605,0.007605,[1]
524,7540,0.00754,[0]
525,7492,0.007492,[1]
526,7589,0.007589,[0]
527,7594,0.007594,[1]
528,7657,0.007657,[0]
529,7651,0.007651,[1]
530,7756,0.007756,[0]
531,7975,0.007975,[1]
532,8007,0.008007,[0]
533,8044,0.008044,[1]
534,8131,0.008131,[0]
535,8303,0.008303,[1]
536,8184,0.008184,[0]
537,8539,0.008539,[1]
538,8585,0.008585,[0]
539,8540,0.00854,[1]
540,8579,0.008579,[0]
541,8973,0.008973,[1]
542,9009,0.009009,[0]
543,8852,0.008852,[1]
544,8760,0.00876,[0]
545,9332,0.009332,[1]
546,9995,0.009995,[0]
547,9848,0.009848,[1]
548,9928,0.009928,[0]
549,9837,0.009837,[1]
550,9574,0.009574,[0]
551,9367,0.009367,[1]
552,9519,0.009519,[0]
553,9533,0.009533,[1]
554,9502,0.009502,[0]
555,9791,0.009791,[1]
556,9990,0.00999,[0]
557,10611,0.010611,[1]
558,10300,0.0103,[0]
559,10041,0.010041,[1]
560,9792,0.009792,[0]
561,9480,0.00948,[1]
562,9103,0.009103,[0]
563,8962,0.008962,[1]
564,8794,0.008794,[0]
565,8650,0.00865,[1]
566,8501,0.008501,[0]
567,8317,0.008317,[1]
568,8165,0.008165,[0]
569,8000,0.008,[1]
570,8288,0.008288,[0]
