[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Long,Merle,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_084419_Long_Merle_MaxSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
386,7105,0.007105,[0]
387,7138,0.007138,[1]
388,7245,0.007245,[0]
389,7300,0.0073,[1]
390,7288,0.007288,[0]
391,7426,0.007426,[1]
392,7464,0.007464,[0]
393,7565,0.007565,[1]
394,7946,0.007946,[0]
395,7893,0.007893,[1]
396,7738,0.007738,[0]
397,7866,0.007866,[1]
398,7972,0.007972,[0]
399,7961,0.007961,[1]
400,8166,0.008166,[0]
401,8900,0.0089,[1]
402,9186,0.009186,[0]
403,9400,0.0094,[1]
404,9531,0.009531,[0]
405,9588,0.009588,[1]
406,9413,0.009413,[0]
407,9134,0.009134,[1]
408,9014,0.009014,[0]
409,8832,0.008832,[1]
410,8667,0.008667,[0]
411,8993,0.008993,[1]
412,8905,0.008905,[0]
413,9030,0.00903,[1]
414,8757,0.008757,[0]
415,8937,0.008937,[1]
416,8999,0.008999,[0]
417,9045,0.009045,[1]
418,8628,0.008628,[0]
419,8427,0.008427,[1]
420,8170,0.00817,[0]
421,8083,0.008083,[1]
422,8367,0.008367,[0]
423,8166,0.008166,[1]
424,8104,0.008104,[0]
425,7870,0.00787,[1]
426,7825,0.007825,[0]
427,7928,0.007928,[1]
428,7861,0.007861,[0]
429,7766,0.007766,[1]
430,7659,0.007659,[0]
431,7501,0.007501,[1]
432,7763,0.007763,[0]
433,7610,0.00761,[1]
434,7855,0.007855,[0]
435,7705,0.007705,[1]
436,7995,0.007995,[0]
437,8062,0.008062,[1]
438,8362,0.008362,[0]
439,8466,0.008466,[1]
440,8289,0.008289,[0]
441,8115,0.008115,[1]
442,8017,0.008017,[0]
443,8238,0.008238,[1]
444,8210,0.00821,[0]
445,8314,0.008314,[1]
446,9134,0.009134,[0]
447,9976,0.009976,[1]
448,10108,0.010108,[0]
449,9843,0.009843,[1]
450,9528,0.009528,[0]
451,9407,0.009407,[1]
452,9006,0.009006,[0]
453,8851,0.008851,[1]
454,8622,0.008622,[0]
455,8430,0.00843,[1]
456,8595,0.008595,[0]
457,8964,0.008964,[1]
458,9254,0.009254,[0]
459,8971,0.008971,[1]
460,8556,0.008556,[0]
461,8468,0.008468,[1]
462,8108,0.008108,[0]
463,7817,0.007817,[1]
464,7522,0.007522,[0]
465,7297,0.007297,[1]
466,7136,0.007136,[0]
467,7034,0.007034,[1]
468,7371,0.007371,[0]
469,7567,0.007567,[1]
470,7496,0.007496,[0]
471,7362,0.007362,[1]
472,7412,0.007412,[0]
473,7274,0.007274,[1]
474,7251,0.007251,[0]
475,7284,0.007284,[1]
476,7112,0.007112,[0]
477,7046,0.007046,[1]
478,6959,0.006959,[0]
479,7110,0.00711,[1]
480,7139,0.007139,[0]
481,7172,0.007172,[1]
482,7132,0.007132,[0]
483,7418,0.007418,[1]
484,7498,0.007498,[0]
485,7449,0.007449,[1]
486,7543,0.007543,[0]
487,7566,0.007566,[1]
488,7945,0.007945,[0]
489,7813,0.007813,[1]
490,8093,0.008093,[0]
491,8044,0.008044,[1]
492,7952,0.007952,[0]
493,8038,0.008038,[1]
494,8163,0.008163,[0]
495,8154,0.008154,[1]
496,8210,0.00821,[0]
497,8431,0.008431,[1]
498,8973,0.008973,[0]
499,9358,0.009358,[1]
500,9378,0.009378,[0]
501,9642,0.009642,[1]
502,9703,0.009703,[0]
503,9486,0.009486,[1]
504,9262,0.009262,[0]
505,9203,0.009203,[1]
506,9128,0.009128,[0]
507,9119,0.009119,[1]
508,9039,0.009039,[0]
509,9008,0.009008,[1]
510,8808,0.008808,[0]
511,8820,0.00882,[1]
512,8963,0.008963,[0]
513,8927,0.008927,[1]
514,8895,0.008895,[0]
515,8799,0.008799,[1]
516,8739,0.008739,[0]
517,8501,0.008501,[1]
518,8321,0.008321,[0]
519,8072,0.008072,[1]
520,8013,0.008013,[0]
521,7817,0.007817,[1]
522,7690,0.00769,[0]
523,7860,0.00786,[1]
524,8025,0.008025,[0]
525,8019,0.008019,[1]
526,8067,0.008067,[0]
527,8254,0.008254,[1]
528,8167,0.008167,[0]
529,8012,0.008012,[1]
530,7749,0.007749,[0]
531,7696,0.007696,[1]
532,7924,0.007924,[0]
533,8072,0.008072,[1]
534,8171,0.008171,[0]
535,8395,0.008395,[1]
536,8620,0.00862,[0]
537,8508,0.008508,[1]
538,8532,0.008532,[0]
539,8619,0.008619,[1]
540,8809,0.008809,[0]
541,8905,0.008905,[1]
542,8957,0.008957,[0]
543,8806,0.008806,[1]
544,9073,0.009073,[0]
545,8882,0.008882,[1]
546,9070,0.00907,[0]
547,9144,0.009144,[1]
548,9268,0.009268,[0]
549,9287,0.009287,[1]
550,9293,0.009293,[0]
551,9238,0.009238,[1]
552,9300,0.0093,[0]
553,8944,0.008944,[1]
554,8708,0.008708,[0]
555,8364,0.008364,[1]
556,8082,0.008082,[0]
557,8114,0.008114,[1]
558,7970,0.00797,[0]
559,7786,0.007786,[1]
560,7677,0.007677,[0]
561,7721,0.007721,[1]
562,7554,0.007554,[0]
563,7660,0.00766,[1]
564,7650,0.00765,[0]
565,7576,0.007576,[1]
566,7487,0.007487,[0]
567,7374,0.007374,[1]
568,7435,0.007435,[0]
569,7275,0.007275,[1]
570,7103,0.007103,[0]
571,6962,0.006962,[1]
572,6917,0.006917,[0]
573,6790,0.00679,[1]
574,6632,0.006632,[0]
575,6713,0.006713,[1]
576,7186,0.007186,[0]
577,7825,0.007825,[1]
578,8466,0.008466,[0]
579,8313,0.008313,[1]
580,8137,0.008137,[0]
581,7980,0.00798,[1]
582,7725,0.007725,[0]
583,7551,0.007551,[1]
584,7603,0.007603,[0]
585,7577,0.007577,[1]
586,7496,0.007496,[0]
587,7388,0.007388,[1]
588,7624,0.007624,[0]
589,7987,0.007987,[1]
590,8128,0.008128,[0]
591,8784,0.008784,[1]
592,9210,0.00921,[0]
593,9323,0.009323,[1]
594,9412,0.009412,[0]
595,9537,0.009537,[1]
596,9558,0.009558,[0]
597,9445,0.009445,[1]
598,9347,0.009347,[0]
599,9230,0.00923,[1]
600,9290,0.00929,[0]
601,9497,0.009497,[1]
602,9478,0.009478,[0]
603,9256,0.009256,[1]
604,9198,0.009198,[0]
605,9000,0.009,[1]
606,8988,0.008988,[0]
607,8798,0.008798,[1]
608,8634,0.008634,[0]
609,8414,0.008414,[1]
610,8412,0.008412,[0]
611,8459,0.008459,[1]
612,8349,0.008349,[0]
613,8482,0.008482,[1]
614,8268,0.008268,[0]
615,8120,0.00812,[1]
616,8055,0.008055,[0]
617,8028,0.008028,[1]
618,8060,0.00806,[0]
619,8047,0.008047,[1]
620,7815,0.007815,[0]
621,7797,0.007797,[1]
622,7825,0.007825,[0]
623,7728,0.007728,[1]
624,7731,0.007731,[0]
625,8047,0.008047,[1]
626,8083,0.008083,[0]
627,8030,0.00803,[1]
628,7992,0.007992,[0]
629,8275,0.008275,[1]
630,8398,0.008398,[0]
631,8582,0.008582,[1]
632,8590,0.00859,[0]
633,8537,0.008537,[1]
634,8320,0.00832,[0]
635,8208,0.008208,[1]
636,8443,0.008443,[0]
637,8351,0.008351,[1]
638,8771,0.008771,[0]
639,8787,0.008787,[1]
640,9044,0.009044,[0]
641,9413,0.009413,[1]
642,9398,0.009398,[0]
643,9615,0.009615,[1]
644,9734,0.009734,[0]
645,9690,0.00969,[1]
646,9695,0.009695,[0]
647,9452,0.009452,[1]
648,9475,0.009475,[0]
649,9351,0.009351,[1]
650,9097,0.009097,[0]
651,8782,0.008782,[1]
652,8447,0.008447,[0]
653,8269,0.008269,[1]
654,8146,0.008146,[0]
655,8145,0.008145,[1]
656,7941,0.007941,[0]
657,8037,0.008037,[1]
658,7922,0.007922,[0]
659,7893,0.007893,[1]
660,7823,0.007823,[0]
661,7841,0.007841,[1]
662,7639,0.007639,[0]
663,7429,0.007429,[1]
664,7218,0.007218,[0]
665,7165,0.007165,[1]
666,7177,0.007177,[0]
667,7269,0.007269,[1]
668,7232,0.007232,[0]
669,7326,0.007326,[1]
670,7303,0.007303,[0]
671,7418,0.007418,[1]
672,7518,0.007518,[0]
673,7589,0.007589,[1]
674,7466,0.007466,[0]
675,7424,0.007424,[1]
676,7522,0.007522,[0]
677,7514,0.007514,[1]
678,7550,0.00755,[0]
679,7732,0.007732,[1]
680,7680,0.00768,[0]
681,7742,0.007742,[1]
682,7761,0.007761,[0]
683,7889,0.007889,[1]
684,8153,0.008153,[0]
685,8038,0.008038,[1]
686,8259,0.008259,[0]
687,8559,0.008559,[1]
688,8781,0.008781,[0]
689,8932,0.008932,[1]
690,9190,0.00919,[0]
691,9500,0.0095,[1]
692,9272,0.009272,[0]
693,9305,0.009305,[1]
694,9494,0.009494,[0]
695,9157,0.009157,[1]
696,8970,0.00897,[0]
697,9283,0.009283,[1]
698,9277,0.009277,[0]
699,9632,0.009632,[1]
700,9157,0.009157,[0]
701,9127,0.009127,[1]
702,8976,0.008976,[0]
703,8780,0.00878,[1]
704,8489,0.008489,[0]
705,8230,0.00823,[1]
706,8347,0.008347,[0]
707,8140,0.00814,[1]
708,8100,0.0081,[0]
709,8493,0.008493,[1]
710,9346,0.009346,[0]
711,9456,0.009456,[1]
712,9316,0.009316,[0]
713,9033,0.009033,[1]
714,8748,0.008748,[0]
715,8327,0.008327,[1]
716,7954,0.007954,[0]
717,7660,0.00766,[1]
718,7366,0.007366,[0]
719,7236,0.007236,[1]
720,7264,0.007264,[0]
721,7385,0.007385,[1]
722,7642,0.007642,[0]
723,8146,0.008146,[1]
724,8463,0.008463,[0]
725,8599,0.008599,[1]
726,8796,0.008796,[0]
727,8884,0.008884,[1]
728,8942,0.008942,[0]
729,8590,0.00859,[1]
730,8401,0.008401,[0]
731,8387,0.008387,[1]
732,8463,0.008463,[0]
733,8316,0.008316,[1]
734,8577,0.008577,[0]
735,8919,0.008919,[1]
736,8800,0.0088,[0]
737,9081,0.009081,[1]
738,9215,0.009215,[0]
739,9301,0.009301,[1]
740,9348,0.009348,[0]
741,9477,0.009477,[1]
742,9480,0.00948,[0]
743,9697,0.009697,[1]
744,9318,0.009318,[0]
745,9212,0.009212,[1]
746,9045,0.009045,[0]
747,8887,0.008887,[1]
748,8674,0.008674,[0]
749,8403,0.008403,[1]
750,8600,0.0086,[0]
751,8290,0.00829,[1]
752,8115,0.008115,[0]
753,8099,0.008099,[1]
754,7913,0.007913,[0]
755,7916,0.007916,[1]
756,7918,0.007918,[0]
757,7801,0.007801,[1]
758,7671,0.007671,[0]
759,7889,0.007889,[1]
760,7722,0.007722,[0]
761,7703,0.007703,[1]
762,7603,0.007603,[0]
763,7537,0.007537,[1]
764,7529,0.007529,[0]
765,7582,0.007582,[1]
766,7488,0.007488,[0]
767,7324,0.007324,[1]
768,7372,0.007372,[0]
769,7445,0.007445,[1]
770,7324,0.007324,[0]
771,7228,0.007228,[1]
772,7359,0.007359,[0]
773,7369,0.007369,[1]
774,7551,0.007551,[0]
775,7649,0.007649,[1]
776,7773,0.007773,[0]
777,8190,0.00819,[1]
778,8352,0.008352,[0]
779,8437,0.008437,[1]
780,8335,0.008335,[0]
781,8423,0.008423,[1]
782,8412,0.008412,[0]
783,8566,0.008566,[1]
784,8623,0.008623,[0]
785,8944,0.008944,[1]
786,9348,0.009348,[0]
787,9363,0.009363,[1]
788,9838,0.009838,[0]
789,9931,0.009931,[1]
790,9882,0.009882,[0]
791,9686,0.009686,[1]
792,9718,0.009718,[0]
793,9785,0.009785,[1]
794,9849,0.009849,[0]
795,9497,0.009497,[1]
796,9668,0.009668,[0]
797,9445,0.009445,[1]
798,9442,0.009442,[0]
799,9226,0.009226,[1]
800,9469,0.009469,[0]
801,9361,0.009361,[1]
802,8942,0.008942,[0]
803,8811,0.008811,[1]
804,8539,0.008539,[0]
805,8258,0.008258,[1]
806,8040,0.00804,[0]
807,8084,0.008084,[1]
808,8145,0.008145,[0]
809,8243,0.008243,[1]
810,7967,0.007967,[0]
811,7807,0.007807,[1]
812,7703,0.007703,[0]
813,7761,0.007761,[1]
814,7681,0.007681,[0]
815,7826,0.007826,[1]
816,7822,0.007822,[0]
817,7617,0.007617,[1]
818,7848,0.007848,[0]
819,7963,0.007963,[1]
820,8011,0.008011,[0]
821,8031,0.008031,[1]
822,8036,0.008036,[0]
823,8008,0.008008,[1]
824,8525,0.008525,[0]
825,8334,0.008334,[1]
826,8349,0.008349,[0]
827,8551,0.008551,[1]
828,8428,0.008428,[0]
829,8655,0.008655,[1]
830,8720,0.00872,[0]
831,8937,0.008937,[1]
832,8983,0.008983,[0]
833,9378,0.009378,[1]
834,9620,0.00962,[0]
835,9363,0.009363,[1]
836,9588,0.009588,[0]
837,9628,0.009628,[1]
838,9918,0.009918,[0]
839,9617,0.009617,[1]
840,9651,0.009651,[0]
841,10348,0.010348,[1]
842,10372,0.010372,[0]
843,9993,0.009993,[1]
844,9928,0.009928,[0]
845,9542,0.009542,[1]
846,9205,0.009205,[0]
847,9028,0.009028,[1]
848,9061,0.009061,[0]
849,9185,0.009185,[1]
850,9069,0.009069,[0]
851,8997,0.008997,[1]
852,8795,0.008795,[0]
853,8627,0.008627,[1]
854,8401,0.008401,[0]
855,8172,0.008172,[1]
856,7937,0.007937,[0]
857,7832,0.007832,[1]
858,7633,0.007633,[0]
859,7513,0.007513,[1]
860,7355,0.007355,[0]
861,7353,0.007353,[1]
862,7440,0.00744,[0]
863,7471,0.007471,[1]
864,7514,0.007514,[0]
865,7701,0.007701,[1]
