[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Long,Merle,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_092406_Long_Merle_205PaddleSelfSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
538,9930,0.00993,[0]
539,10028,0.010028,[1]
540,10155,0.010155,[0]
541,10303,0.010303,[1]
542,10304,0.010304,[0]
543,10414,0.010414,[1]
544,10263,0.010263,[0]
545,10355,0.010355,[1]
546,10254,0.010254,[0]
547,10281,0.010281,[1]
548,10042,0.010042,[0]
549,10010,0.01001,[1]
550,9948,0.009948,[0]
551,9977,0.009977,[1]
552,9743,0.009743,[0]
553,9886,0.009886,[1]
554,9650,0.00965,[0]
555,9403,0.009403,[1]
556,9241,0.009241,[0]
557,9021,0.009021,[1]
558,8824,0.008824,[0]
559,8639,0.008639,[1]
560,8593,0.008593,[0]
561,8620,0.00862,[1]
562,8589,0.008589,[0]
563,8569,0.008569,[1]
564,8438,0.008438,[0]
565,8296,0.008296,[1]
566,8181,0.008181,[0]
567,8064,0.008064,[1]
568,8144,0.008144,[0]
569,8107,0.008107,[1]
570,8008,0.008008,[0]
571,8076,0.008076,[1]
572,8416,0.008416,[0]
573,8382,0.008382,[1]
574,8264,0.008264,[0]
575,8172,0.008172,[1]
576,8112,0.008112,[0]
577,8158,0.008158,[1]
578,8098,0.008098,[0]
579,8215,0.008215,[1]
580,8333,0.008333,[0]
581,8493,0.008493,[1]
582,8391,0.008391,[0]
583,8635,0.008635,[1]
584,8640,0.00864,[0]
585,8622,0.008622,[1]
586,8521,0.008521,[0]
587,8456,0.008456,[1]
588,8534,0.008534,[0]
589,8717,0.008717,[1]
590,8720,0.00872,[0]
591,8809,0.008809,[1]
592,9240,0.00924,[0]
593,9380,0.00938,[1]
594,9467,0.009467,[0]
595,9633,0.009633,[1]
596,9770,0.00977,[0]
597,9675,0.009675,[1]
598,9520,0.00952,[0]
599,9508,0.009508,[1]
600,9639,0.009639,[0]
601,9866,0.009866,[1]
602,10223,0.010223,[0]
603,10454,0.010454,[1]
604,10372,0.010372,[0]
605,10451,0.010451,[1]
606,10490,0.01049,[0]
607,10339,0.010339,[1]
608,10365,0.010365,[0]
609,10263,0.010263,[1]
610,10366,0.010366,[0]
611,10473,0.010473,[1]
612,10683,0.010683,[0]
613,10432,0.010432,[1]
614,10097,0.010097,[0]
615,10008,0.010008,[1]
616,9733,0.009733,[0]
617,9387,0.009387,[1]
618,9156,0.009156,[0]
619,8960,0.00896,[1]
620,8991,0.008991,[0]
621,9012,0.009012,[1]
622,8833,0.008833,[0]
623,8817,0.008817,[1]
624,8649,0.008649,[0]
625,8362,0.008362,[1]
626,8260,0.00826,[0]
627,8132,0.008132,[1]
628,7959,0.007959,[0]
629,7823,0.007823,[1]
630,7968,0.007968,[0]
631,8062,0.008062,[1]
632,8131,0.008131,[0]
633,8039,0.008039,[1]
634,8011,0.008011,[0]
635,8012,0.008012,[1]
636,7922,0.007922,[0]
637,8034,0.008034,[1]
638,7941,0.007941,[0]
639,7780,0.00778,[1]
640,7779,0.007779,[0]
641,7954,0.007954,[1]
642,8030,0.00803,[0]
643,7906,0.007906,[1]
644,7753,0.007753,[0]
645,7742,0.007742,[1]
646,7812,0.007812,[0]
647,7708,0.007708,[1]
648,7883,0.007883,[0]
649,8022,0.008022,[1]
650,8183,0.008183,[0]
651,8073,0.008073,[1]
652,8302,0.008302,[0]
653,8657,0.008657,[1]
654,9047,0.009047,[0]
655,9028,0.009028,[1]
656,9241,0.009241,[0]
657,9499,0.009499,[1]
658,9148,0.009148,[0]
659,8679,0.008679,[1]
660,8413,0.008413,[0]
661,8177,0.008177,[1]
662,7970,0.00797,[0]
663,7988,0.007988,[1]
664,8326,0.008326,[0]
665,8754,0.008754,[1]
666,9330,0.00933,[0]
667,9908,0.009908,[1]
668,9943,0.009943,[0]
669,9707,0.009707,[1]
670,9968,0.009968,[0]
671,9913,0.009913,[1]
672,9707,0.009707,[0]
673,9277,0.009277,[1]
674,9289,0.009289,[0]
675,9420,0.00942,[1]
676,9691,0.009691,[0]
677,10065,0.010065,[1]
678,10490,0.01049,[0]
679,10592,0.010592,[1]
680,10412,0.010412,[0]
681,10820,0.01082,[1]
682,10706,0.010706,[0]
683,10523,0.010523,[1]
684,10300,0.0103,[0]
685,10287,0.010287,[1]
686,10021,0.010021,[0]
687,9802,0.009802,[1]
688,9601,0.009601,[0]
689,9304,0.009304,[1]
690,9209,0.009209,[0]
691,9174,0.009174,[1]
692,9157,0.009157,[0]
693,9003,0.009003,[1]
694,8931,0.008931,[0]
695,8808,0.008808,[1]
696,8741,0.008741,[0]
697,8626,0.008626,[1]
698,8496,0.008496,[0]
699,8484,0.008484,[1]
700,8429,0.008429,[0]
701,8315,0.008315,[1]
702,8322,0.008322,[0]
703,8450,0.00845,[1]
704,8368,0.008368,[0]
705,8473,0.008473,[1]
706,8517,0.008517,[0]
707,8444,0.008444,[1]
708,8348,0.008348,[0]
709,8239,0.008239,[1]
710,8121,0.008121,[0]
711,7998,0.007998,[1]
712,7890,0.00789,[0]
713,7832,0.007832,[1]
714,7876,0.007876,[0]
715,7967,0.007967,[1]
716,8161,0.008161,[0]
717,8306,0.008306,[1]
718,8685,0.008685,[0]
719,8770,0.00877,[1]
720,8762,0.008762,[0]
721,8670,0.00867,[1]
722,8594,0.008594,[0]
723,8492,0.008492,[1]
724,8380,0.00838,[0]
725,8335,0.008335,[1]
726,8364,0.008364,[0]
727,8415,0.008415,[1]
728,8571,0.008571,[0]
729,8875,0.008875,[1]
730,9250,0.00925,[0]
731,9302,0.009302,[1]
732,9689,0.009689,[0]
733,9727,0.009727,[1]
734,9546,0.009546,[0]
735,9424,0.009424,[1]
736,9393,0.009393,[0]
737,9304,0.009304,[1]
738,9282,0.009282,[0]
739,9276,0.009276,[1]
740,9633,0.009633,[0]
741,9852,0.009852,[1]
742,10018,0.010018,[0]
743,10261,0.010261,[1]
744,10357,0.010357,[0]
745,10450,0.01045,[1]
746,10263,0.010263,[0]
747,10349,0.010349,[1]
748,10474,0.010474,[0]
749,10465,0.010465,[1]
750,10388,0.010388,[0]
751,10291,0.010291,[1]
752,10126,0.010126,[0]
753,10229,0.010229,[1]
754,10055,0.010055,[0]
755,10052,0.010052,[1]
756,9880,0.00988,[0]
757,9590,0.00959,[1]
758,9490,0.00949,[0]
759,9319,0.009319,[1]
760,9160,0.00916,[0]
761,8955,0.008955,[1]
762,8894,0.008894,[0]
763,8813,0.008813,[1]
764,8761,0.008761,[0]
765,8722,0.008722,[1]
