[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Long,Merle,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_092751_Long_Merle_205PaddleMaxSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
468,8039,0.008039,[0]
469,7871,0.007871,[1]
470,7678,0.007678,[0]
471,7648,0.007648,[1]
472,7634,0.007634,[0]
473,7575,0.007575,[1]
474,7669,0.007669,[0]
475,7978,0.007978,[1]
476,7946,0.007946,[0]
477,7737,0.007737,[1]
478,7703,0.007703,[0]
479,7746,0.007746,[1]
480,7529,0.007529,[0]
481,7608,0.007608,[1]
482,7656,0.007656,[0]
483,7525,0.007525,[1]
484,7379,0.007379,[0]
485,7292,0.007292,[1]
486,7541,0.007541,[0]
487,7629,0.007629,[1]
488,7750,0.00775,[0]
489,7965,0.007965,[1]
490,8260,0.00826,[0]
491,8326,0.008326,[1]
492,8313,0.008313,[0]
493,8440,0.00844,[1]
494,8453,0.008453,[0]
495,8360,0.00836,[1]
496,8210,0.00821,[0]
497,8228,0.008228,[1]
498,8540,0.00854,[0]
499,8620,0.00862,[1]
500,8883,0.008883,[0]
501,9195,0.009195,[1]
502,9433,0.009433,[0]
503,9346,0.009346,[1]
504,9203,0.009203,[0]
505,9167,0.009167,[1]
506,9264,0.009264,[0]
507,9118,0.009118,[1]
508,9056,0.009056,[0]
509,8898,0.008898,[1]
510,8917,0.008917,[0]
511,8649,0.008649,[1]
512,8502,0.008502,[0]
513,8366,0.008366,[1]
514,8182,0.008182,[0]
515,7991,0.007991,[1]
516,7902,0.007902,[0]
517,7932,0.007932,[1]
518,7915,0.007915,[0]
519,7853,0.007853,[1]
520,8000,0.008,[0]
521,8205,0.008205,[1]
522,8163,0.008163,[0]
523,8396,0.008396,[1]
524,8244,0.008244,[0]
525,8278,0.008278,[1]
526,8102,0.008102,[0]
527,7962,0.007962,[1]
528,7790,0.00779,[0]
529,7645,0.007645,[1]
530,7479,0.007479,[0]
531,7379,0.007379,[1]
532,7445,0.007445,[0]
533,7778,0.007778,[1]
534,8297,0.008297,[0]
535,8303,0.008303,[1]
536,8303,0.008303,[0]
537,8212,0.008212,[1]
538,8207,0.008207,[0]
539,8256,0.008256,[1]
540,8211,0.008211,[0]
541,8105,0.008105,[1]
542,8100,0.0081,[0]
543,8140,0.00814,[1]
544,8336,0.008336,[0]
545,8479,0.008479,[1]
546,8670,0.00867,[0]
547,9070,0.00907,[1]
