[APPLICATION_METADATA_BEGIN],,,
CaptureSoftwareApp,RXCaptureApp,,
CaptureSoftwareVersion,21.9.5.0,,
CaptureAppSport,RX_ALLSPORTS,,
[APPLICATION_METADATA_END],,,
[DEVICE_METADATA_BEGIN],,,
[[METADATA_BEGIN],,,
Owner,<Paddle Aust>,,
PurchaseDate,<20230112-1>,,
WEB,AMRSport.com,,
DeviceName,Hornet-2011,,
BuildDate,<20110101>,,
FirmwareVersion,190902,,
WheelCircumferenceMeters,0.1,,
EncoderPulsesPerRev,10,,
TimeStampEvent_EveryNEncoderPulses,2,,
ClockHz,1000000,,
CalibrationScale,0.998,,
[METADATA_END],,,
[DEVICE_METADATA_END],,,
[TRIAL_META_DATA_BEGIN],,,
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100,,
AutoStopDistance,100,,
TrialFilename,20251029_084907_Davidson_Codie_pirhana60SR,,
ZeroOffsetIdx,1,,
[TRIAL_META_DATA_END],,,
[TRIAL_DATA_BEGIN],,,
TimeStampEvent,Ticks,Seconds,
0,63285,0.063285,[0]
1,57721,0.057721,[1]
2,56308,0.056308,[0]
3,52772,0.052772,[1]
4,63181,0.063181,[0]
5,66742,0.066742,[1]
6,85204,0.085204,[0]
7,116213,0.116213,[1]
8,173975,0.173975,[0]
9,103153,0.103153,[1]
10,61380,0.06138,[0]
11,41495,0.041495,[1]
12,36902,0.036902,[0]
13,33105,0.033105,[1]
14,30465,0.030465,[0]
15,28068,0.028068,[1]
16,26084,0.026084,[0]
17,25375,0.025375,[1]
18,24732,0.024732,[0]
19,23459,0.023459,[1]
20,23092,0.023092,[0]
21,21567,0.021567,[1]
22,21527,0.021527,[0]
23,19756,0.019756,[1]
24,20469,0.020469,[0]
25,20842,0.020842,[1]
26,19999,0.019999,[0]
27,20167,0.020167,[1]
28,20318,0.020318,[0]
29,21036,0.021036,[1]
30,21963,0.021963,[0]
31,23244,0.023244,[1]
32,25282,0.025282,[0]
33,25962,0.025962,[1]
34,29780,0.02978,[0]
35,31751,0.031751,[1]
36,32292,0.032292,[0]
37,34838,0.034838,[1]
38,34555,0.034555,[0]
39,33168,0.033168,[1]
40,29544,0.029544,[0]
41,26435,0.026435,[1]
42,23502,0.023502,[0]
43,22972,0.022972,[1]
44,21039,0.021039,[0]
45,18966,0.018966,[1]
46,18199,0.018199,[0]
47,17864,0.017864,[1]
48,17270,0.01727,[0]
49,16454,0.016454,[1]
50,16241,0.016241,[0]
51,16499,0.016499,[1]
52,16006,0.016006,[0]
53,14764,0.014764,[1]
54,14763,0.014763,[0]
55,14942,0.014942,[1]
56,15128,0.015128,[0]
57,14693,0.014693,[1]
58,13993,0.013993,[0]
59,14008,0.014008,[1]
60,13989,0.013989,[0]
61,14147,0.014147,[1]
62,13957,0.013957,[0]
63,13711,0.013711,[1]
64,13490,0.01349,[0]
65,13483,0.013483,[1]
66,13814,0.013814,[0]
67,14792,0.014792,[1]
68,14596,0.014596,[0]
69,14316,0.014316,[1]
70,14266,0.014266,[0]
71,14942,0.014942,[1]
72,15695,0.015695,[0]
73,15282,0.015282,[1]
74,15360,0.01536,[0]
75,16800,0.0168,[1]
76,17268,0.017268,[0]
77,16675,0.016675,[1]
78,16858,0.016858,[0]
79,18670,0.01867,[1]
80,18483,0.018483,[0]
81,18312,0.018312,[1]
82,19269,0.019269,[0]
83,19386,0.019386,[1]
84,18712,0.018712,[0]
85,18274,0.018274,[1]
86,18210,0.01821,[0]
87,17451,0.017451,[1]
88,16052,0.016052,[0]
89,16591,0.016591,[1]
90,15864,0.015864,[0]
91,14981,0.014981,[1]
92,14355,0.014355,[0]
93,14216,0.014216,[1]
94,14307,0.014307,[0]
95,13876,0.013876,[1]
96,12869,0.012869,[0]
97,12094,0.012094,[1]
98,12101,0.012101,[0]
99,12106,0.012106,[1]
100,12047,0.012047,[0]
101,12570,0.01257,[1]
102,12822,0.012822,[0]
103,11556,0.011556,[1]
104,10885,0.010885,[0]
105,11425,0.011425,[1]
