[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_085918_Davidson_Codie_pirhanaMaxSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
316,9739,0.009739,[0]
317,9377,0.009377,[1]
318,8844,0.008844,[0]
319,8625,0.008625,[1]
320,8555,0.008555,[0]
321,8352,0.008352,[1]
322,8312,0.008312,[0]
323,8423,0.008423,[1]
324,8559,0.008559,[0]
325,8543,0.008543,[1]
326,8569,0.008569,[0]
327,8679,0.008679,[1]
328,8303,0.008303,[0]
329,8032,0.008032,[1]
330,8090,0.00809,[0]
331,8076,0.008076,[1]
332,8046,0.008046,[0]
333,8320,0.00832,[1]
334,8307,0.008307,[0]
335,8585,0.008585,[1]
336,8499,0.008499,[0]
337,8676,0.008676,[1]
338,8588,0.008588,[0]
339,8450,0.00845,[1]
340,8502,0.008502,[0]
341,8778,0.008778,[1]
342,8874,0.008874,[0]
343,8977,0.008977,[1]
344,8981,0.008981,[0]
345,9476,0.009476,[1]
346,9618,0.009618,[0]
347,9747,0.009747,[1]
348,9943,0.009943,[0]
349,10163,0.010163,[1]
350,10273,0.010273,[0]
351,10343,0.010343,[1]
352,10455,0.010455,[0]
353,10870,0.01087,[1]
354,10861,0.010861,[0]
355,10507,0.010507,[1]
356,10791,0.010791,[0]
357,11002,0.011002,[1]
358,10765,0.010765,[0]
359,10599,0.010599,[1]
360,10608,0.010608,[0]
361,10723,0.010723,[1]
362,10936,0.010936,[0]
363,10549,0.010549,[1]
364,10369,0.010369,[0]
365,10104,0.010104,[1]
366,9780,0.00978,[0]
367,9889,0.009889,[1]
368,9490,0.00949,[0]
369,9154,0.009154,[1]
370,8904,0.008904,[0]
371,8845,0.008845,[1]
372,8679,0.008679,[0]
373,8522,0.008522,[1]
374,8503,0.008503,[0]
375,8755,0.008755,[1]
376,9091,0.009091,[0]
377,8932,0.008932,[1]
378,8833,0.008833,[0]
379,8821,0.008821,[1]
380,8654,0.008654,[0]
381,8734,0.008734,[1]
382,8842,0.008842,[0]
383,8764,0.008764,[1]
384,8487,0.008487,[0]
385,8393,0.008393,[1]
386,8339,0.008339,[0]
387,8295,0.008295,[1]
388,8253,0.008253,[0]
389,8316,0.008316,[1]
390,8829,0.008829,[0]
391,8837,0.008837,[1]
392,8761,0.008761,[0]
393,8670,0.00867,[1]
394,8460,0.00846,[0]
395,8276,0.008276,[1]
396,8100,0.0081,[0]
397,8203,0.008203,[1]
398,8406,0.008406,[0]
399,8574,0.008574,[1]
400,9210,0.00921,[0]
401,9685,0.009685,[1]
402,9637,0.009637,[0]
403,9397,0.009397,[1]
404,9283,0.009283,[0]
405,9300,0.0093,[1]
406,9111,0.009111,[0]
407,9247,0.009247,[1]
408,9357,0.009357,[0]
409,9637,0.009637,[1]
410,9835,0.009835,[0]
411,9772,0.009772,[1]
412,10161,0.010161,[0]
413,10155,0.010155,[1]
414,10256,0.010256,[0]
415,10376,0.010376,[1]
416,10548,0.010548,[0]
417,10533,0.010533,[1]
418,10180,0.01018,[0]
419,9853,0.009853,[1]
420,10018,0.010018,[0]
421,10048,0.010048,[1]
422,10049,0.010049,[0]
423,9673,0.009673,[1]
424,9722,0.009722,[0]
425,9381,0.009381,[1]
426,9179,0.009179,[0]
427,9144,0.009144,[1]
428,8992,0.008992,[0]
429,8918,0.008918,[1]
430,8796,0.008796,[0]
431,8973,0.008973,[1]
432,8909,0.008909,[0]
433,8836,0.008836,[1]
434,8636,0.008636,[0]
435,8717,0.008717,[1]
436,8490,0.00849,[0]
437,8214,0.008214,[1]
438,8313,0.008313,[0]
439,8291,0.008291,[1]
440,8231,0.008231,[0]
441,8092,0.008092,[1]
442,8263,0.008263,[0]
443,8211,0.008211,[1]
444,8707,0.008707,[0]
445,8936,0.008936,[1]
446,9064,0.009064,[0]
447,8831,0.008831,[1]
448,8625,0.008625,[0]
449,8319,0.008319,[1]
450,8180,0.00818,[0]
451,8162,0.008162,[1]
452,8118,0.008118,[0]
453,8298,0.008298,[1]
454,8342,0.008342,[0]
455,8434,0.008434,[1]
456,8548,0.008548,[0]
457,9123,0.009123,[1]
458,9249,0.009249,[0]
459,9565,0.009565,[1]
460,9796,0.009796,[0]
461,10178,0.010178,[1]
462,10087,0.010087,[0]
463,9878,0.009878,[1]
464,9734,0.009734,[0]
465,10064,0.010064,[1]
466,10333,0.010333,[0]
467,10632,0.010632,[1]
468,10645,0.010645,[0]
469,10697,0.010697,[1]
470,11054,0.011054,[0]
471,10700,0.0107,[1]
472,10582,0.010582,[0]
473,10232,0.010232,[1]
474,10129,0.010129,[0]
475,9954,0.009954,[1]
476,10122,0.010122,[0]
477,10659,0.010659,[1]
478,10527,0.010527,[0]
479,10056,0.010056,[1]
480,10036,0.010036,[0]
481,9772,0.009772,[1]
482,9726,0.009726,[0]
483,9386,0.009386,[1]
484,9327,0.009327,[0]
485,9187,0.009187,[1]
486,8881,0.008881,[0]
487,8687,0.008687,[1]
488,8797,0.008797,[0]
489,8652,0.008652,[1]
490,8584,0.008584,[0]
491,8829,0.008829,[1]
492,8819,0.008819,[0]
493,8807,0.008807,[1]
494,8595,0.008595,[0]
495,8791,0.008791,[1]
496,8764,0.008764,[0]
497,8655,0.008655,[1]
498,8377,0.008377,[0]
499,8230,0.00823,[1]
500,8282,0.008282,[0]
501,8414,0.008414,[1]
502,8361,0.008361,[0]
503,8430,0.00843,[1]
504,8453,0.008453,[0]
505,8276,0.008276,[1]
506,8358,0.008358,[0]
507,8572,0.008572,[1]
508,8575,0.008575,[0]
509,8672,0.008672,[1]
510,8632,0.008632,[0]
511,8694,0.008694,[1]
512,9056,0.009056,[0]
513,9130,0.00913,[1]
514,8973,0.008973,[0]
515,8950,0.00895,[1]
516,9346,0.009346,[0]
517,9427,0.009427,[1]
518,9391,0.009391,[0]
519,9378,0.009378,[1]
520,9599,0.009599,[0]
521,9640,0.00964,[1]
522,10149,0.010149,[0]
523,10510,0.01051,[1]
524,10900,0.0109,[0]
525,10556,0.010556,[1]
526,10111,0.010111,[0]
527,9959,0.009959,[1]
528,10308,0.010308,[0]
529,10626,0.010626,[1]
530,10597,0.010597,[0]
531,10586,0.010586,[1]
532,10514,0.010514,[0]
533,10107,0.010107,[1]
534,9833,0.009833,[0]
535,9786,0.009786,[1]
536,9704,0.009704,[0]
537,9596,0.009596,[1]
538,9283,0.009283,[0]
539,9384,0.009384,[1]
540,9595,0.009595,[0]
541,9214,0.009214,[1]
542,9017,0.009017,[0]
543,9049,0.009049,[1]
544,8992,0.008992,[0]
545,8788,0.008788,[1]
546,8845,0.008845,[0]
547,8634,0.008634,[1]
548,8611,0.008611,[0]
549,8449,0.008449,[1]
550,8428,0.008428,[0]
551,8248,0.008248,[1]
552,8279,0.008279,[0]
553,8195,0.008195,[1]
554,8341,0.008341,[0]
555,8441,0.008441,[1]
556,8396,0.008396,[0]
557,8545,0.008545,[1]
558,8390,0.00839,[0]
559,8607,0.008607,[1]
560,8511,0.008511,[0]
561,8745,0.008745,[1]
562,8779,0.008779,[0]
563,8796,0.008796,[1]
564,8731,0.008731,[0]
565,8971,0.008971,[1]
566,9071,0.009071,[0]
567,9076,0.009076,[1]
568,9458,0.009458,[0]
569,9554,0.009554,[1]
570,9917,0.009917,[0]
571,9848,0.009848,[1]
572,10251,0.010251,[0]
573,10331,0.010331,[1]
574,10442,0.010442,[0]
575,10431,0.010431,[1]
576,10996,0.010996,[0]
577,11383,0.011383,[1]
578,11190,0.01119,[0]
579,10846,0.010846,[1]
580,11885,0.011885,[0]
581,12765,0.012765,[1]
582,12117,0.012117,[0]
583,11390,0.01139,[1]
584,10920,0.01092,[0]
585,10229,0.010229,[1]
586,9936,0.009936,[0]
587,9826,0.009826,[1]
588,10021,0.010021,[0]
589,9815,0.009815,[1]
590,9974,0.009974,[0]
591,10241,0.010241,[1]
592,10317,0.010317,[0]
593,9996,0.009996,[1]
594,9676,0.009676,[0]
595,9696,0.009696,[1]
596,9390,0.00939,[0]
597,9055,0.009055,[1]
598,9240,0.00924,[0]
599,8980,0.00898,[1]
600,8616,0.008616,[0]
601,8659,0.008659,[1]
602,8695,0.008695,[0]
603,8660,0.00866,[1]
604,8518,0.008518,[0]
605,8673,0.008673,[1]
606,8791,0.008791,[0]
607,8857,0.008857,[1]
608,8903,0.008903,[0]
609,8871,0.008871,[1]
610,8829,0.008829,[0]
611,8690,0.00869,[1]
612,8743,0.008743,[0]
613,8710,0.00871,[1]
614,8763,0.008763,[0]
615,8583,0.008583,[1]
616,8419,0.008419,[0]
617,8395,0.008395,[1]
618,8355,0.008355,[0]
619,8478,0.008478,[1]
620,8844,0.008844,[0]
621,9316,0.009316,[1]
622,9360,0.00936,[0]
623,9491,0.009491,[1]
624,9685,0.009685,[0]
625,9782,0.009782,[1]
626,9673,0.009673,[0]
627,9805,0.009805,[1]
628,10161,0.010161,[0]
629,10114,0.010114,[1]
630,10169,0.010169,[0]
631,10257,0.010257,[1]
632,10313,0.010313,[0]
633,10262,0.010262,[1]
634,10077,0.010077,[0]
635,10226,0.010226,[1]
636,10386,0.010386,[0]
637,10396,0.010396,[1]
638,10554,0.010554,[0]
639,10425,0.010425,[1]
640,10349,0.010349,[0]
641,10170,0.01017,[1]
642,10087,0.010087,[0]
643,9935,0.009935,[1]
644,9738,0.009738,[0]
645,9577,0.009577,[1]
646,9522,0.009522,[0]
647,9431,0.009431,[1]
648,9253,0.009253,[0]
649,9215,0.009215,[1]
650,9386,0.009386,[0]
651,9180,0.00918,[1]
652,9050,0.00905,[0]
653,8867,0.008867,[1]
654,9043,0.009043,[0]
655,9130,0.00913,[1]
656,9068,0.009068,[0]
657,9333,0.009333,[1]
658,9278,0.009278,[0]
659,9036,0.009036,[1]
660,8847,0.008847,[0]
661,8743,0.008743,[1]
662,8662,0.008662,[0]
663,8575,0.008575,[1]
664,8688,0.008688,[0]
665,8688,0.008688,[1]
666,8664,0.008664,[0]
667,8619,0.008619,[1]
668,8849,0.008849,[0]
669,8910,0.00891,[1]
670,8821,0.008821,[0]
671,8938,0.008938,[1]
672,9131,0.009131,[0]
673,9343,0.009343,[1]
674,9318,0.009318,[0]
675,9262,0.009262,[1]
676,9359,0.009359,[0]
677,9557,0.009557,[1]
678,9812,0.009812,[0]
679,10018,0.010018,[1]
680,10205,0.010205,[0]
681,10284,0.010284,[1]
682,10303,0.010303,[0]
683,10396,0.010396,[1]
684,10568,0.010568,[0]
685,10608,0.010608,[1]
686,10922,0.010922,[0]
687,11420,0.01142,[1]
688,11115,0.011115,[0]
689,10684,0.010684,[1]
690,10742,0.010742,[0]
691,11008,0.011008,[1]
692,11026,0.011026,[0]
693,10688,0.010688,[1]
694,10615,0.010615,[0]
695,10516,0.010516,[1]
696,10185,0.010185,[0]
697,10250,0.01025,[1]
698,9860,0.00986,[0]
699,9765,0.009765,[1]
700,9967,0.009967,[0]
701,10272,0.010272,[1]
702,10458,0.010458,[0]
703,10262,0.010262,[1]
704,9908,0.009908,[0]
705,9699,0.009699,[1]
706,9321,0.009321,[0]
707,9160,0.00916,[1]
708,9294,0.009294,[0]
709,9853,0.009853,[1]
710,10333,0.010333,[0]
711,10019,0.010019,[1]
712,9961,0.009961,[0]
713,9373,0.009373,[1]
714,8884,0.008884,[0]
715,8649,0.008649,[1]
