[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_075705_Davidson_Codie_MaxSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
399,8771,0.008771,[1]
400,8887,0.008887,[0]
401,9103,0.009103,[1]
402,8828,0.008828,[0]
403,8690,0.00869,[1]
404,8622,0.008622,[0]
405,8486,0.008486,[1]
406,8243,0.008243,[0]
407,8046,0.008046,[1]
408,7813,0.007813,[0]
409,7884,0.007884,[1]
410,7796,0.007796,[0]
411,7787,0.007787,[1]
412,8024,0.008024,[0]
413,8076,0.008076,[1]
414,8220,0.00822,[0]
415,8157,0.008157,[1]
416,8506,0.008506,[0]
417,8326,0.008326,[1]
418,8278,0.008278,[0]
419,8237,0.008237,[1]
420,8282,0.008282,[0]
421,8358,0.008358,[1]
422,8275,0.008275,[0]
423,8215,0.008215,[1]
424,8445,0.008445,[0]
425,8447,0.008447,[1]
426,8677,0.008677,[0]
427,8875,0.008875,[1]
428,9036,0.009036,[0]
429,9399,0.009399,[1]
430,9277,0.009277,[0]
431,9507,0.009507,[1]
432,9546,0.009546,[0]
433,9433,0.009433,[1]
434,9592,0.009592,[0]
435,10031,0.010031,[1]
436,10214,0.010214,[0]
437,10250,0.01025,[1]
438,10194,0.010194,[0]
439,10210,0.01021,[1]
440,10309,0.010309,[0]
441,10343,0.010343,[1]
442,10728,0.010728,[0]
443,10887,0.010887,[1]
444,10746,0.010746,[0]
445,10342,0.010342,[1]
446,10118,0.010118,[0]
447,9924,0.009924,[1]
448,9684,0.009684,[0]
449,9649,0.009649,[1]
450,9671,0.009671,[0]
451,9614,0.009614,[1]
452,9390,0.00939,[0]
453,9048,0.009048,[1]
454,8859,0.008859,[0]
455,8751,0.008751,[1]
456,8840,0.00884,[0]
457,8990,0.00899,[1]
458,9248,0.009248,[0]
459,9258,0.009258,[1]
460,8923,0.008923,[0]
461,8856,0.008856,[1]
462,8738,0.008738,[0]
463,8662,0.008662,[1]
464,8436,0.008436,[0]
465,8226,0.008226,[1]
466,8313,0.008313,[0]
467,8423,0.008423,[1]
468,8540,0.00854,[0]
469,8617,0.008617,[1]
470,8648,0.008648,[0]
471,8863,0.008863,[1]
472,8724,0.008724,[0]
473,8705,0.008705,[1]
474,8822,0.008822,[0]
475,8768,0.008768,[1]
476,9040,0.00904,[0]
477,9235,0.009235,[1]
478,9283,0.009283,[0]
479,9513,0.009513,[1]
480,9481,0.009481,[0]
481,9465,0.009465,[1]
482,9723,0.009723,[0]
483,9912,0.009912,[1]
484,9857,0.009857,[0]
485,10290,0.01029,[1]
486,10569,0.010569,[0]
487,10616,0.010616,[1]
488,10897,0.010897,[0]
489,10694,0.010694,[1]
490,11244,0.011244,[0]
491,11336,0.011336,[1]
492,11145,0.011145,[0]
493,11037,0.011037,[1]
494,10992,0.010992,[0]
495,10909,0.010909,[1]
496,10792,0.010792,[0]
497,10961,0.010961,[1]
498,10806,0.010806,[0]
499,10780,0.01078,[1]
500,10310,0.01031,[0]
501,10259,0.010259,[1]
502,9940,0.00994,[0]
503,9497,0.009497,[1]
504,9375,0.009375,[0]
505,9229,0.009229,[1]
506,9202,0.009202,[0]
507,8895,0.008895,[1]
508,8706,0.008706,[0]
509,8740,0.00874,[1]
510,8848,0.008848,[0]
511,8503,0.008503,[1]
512,8448,0.008448,[0]
513,8430,0.00843,[1]
514,8312,0.008312,[0]
515,8192,0.008192,[1]
516,8355,0.008355,[0]
517,8481,0.008481,[1]
518,8233,0.008233,[0]
519,8208,0.008208,[1]
520,8158,0.008158,[0]
521,8300,0.0083,[1]
522,8063,0.008063,[0]
523,8360,0.00836,[1]
524,8319,0.008319,[0]
525,8184,0.008184,[1]
526,7929,0.007929,[0]
527,7930,0.00793,[1]
528,7939,0.007939,[0]
529,7955,0.007955,[1]
530,7896,0.007896,[0]
531,8160,0.00816,[1]
532,8236,0.008236,[0]
533,8748,0.008748,[1]
534,9101,0.009101,[0]
535,9494,0.009494,[1]
536,9511,0.009511,[0]
537,9306,0.009306,[1]
538,9152,0.009152,[0]
539,9288,0.009288,[1]
540,8958,0.008958,[0]
541,8886,0.008886,[1]
542,9196,0.009196,[0]
543,9382,0.009382,[1]
544,9728,0.009728,[0]
545,10245,0.010245,[1]
546,10929,0.010929,[0]
547,11032,0.011032,[1]
548,10609,0.010609,[0]
549,10850,0.01085,[1]
550,11079,0.011079,[0]
551,10613,0.010613,[1]
552,10425,0.010425,[0]
553,10311,0.010311,[1]
554,10299,0.010299,[0]
555,10137,0.010137,[1]
556,10006,0.010006,[0]
557,10008,0.010008,[1]
558,9760,0.00976,[0]
559,9543,0.009543,[1]
560,9548,0.009548,[0]
561,9724,0.009724,[1]
562,9659,0.009659,[0]
563,9242,0.009242,[1]
564,9314,0.009314,[0]
565,9248,0.009248,[1]
566,8872,0.008872,[0]
567,8657,0.008657,[1]
568,8447,0.008447,[0]
569,8736,0.008736,[1]
570,8469,0.008469,[0]
571,8822,0.008822,[1]
572,8864,0.008864,[0]
573,8702,0.008702,[1]
574,8598,0.008598,[0]
575,8644,0.008644,[1]
576,8634,0.008634,[0]
577,8528,0.008528,[1]
578,8507,0.008507,[0]
579,8639,0.008639,[1]
580,8614,0.008614,[0]
581,8557,0.008557,[1]
582,8693,0.008693,[0]
583,9065,0.009065,[1]
584,9103,0.009103,[0]
585,9040,0.00904,[1]
586,9194,0.009194,[0]
587,8996,0.008996,[1]
588,8919,0.008919,[0]
589,8928,0.008928,[1]
590,9209,0.009209,[0]
591,9153,0.009153,[1]
592,9731,0.009731,[0]
593,10044,0.010044,[1]
594,10663,0.010663,[0]
595,10611,0.010611,[1]
596,10751,0.010751,[0]
597,10724,0.010724,[1]
598,10887,0.010887,[0]
599,10798,0.010798,[1]
600,10994,0.010994,[0]
601,11279,0.011279,[1]
602,11503,0.011503,[0]
603,11356,0.011356,[1]
604,11632,0.011632,[0]
605,11774,0.011774,[1]
606,11551,0.011551,[0]
607,11182,0.011182,[1]
608,10660,0.01066,[0]
609,10351,0.010351,[1]
610,10069,0.010069,[0]
611,9954,0.009954,[1]
612,9732,0.009732,[0]
613,9726,0.009726,[1]
614,9743,0.009743,[0]
615,9775,0.009775,[1]
616,9876,0.009876,[0]
617,9489,0.009489,[1]
618,9003,0.009003,[0]
619,8699,0.008699,[1]
620,8525,0.008525,[0]
621,8262,0.008262,[1]
622,8103,0.008103,[0]
623,8107,0.008107,[1]
624,8233,0.008233,[0]
625,8321,0.008321,[1]
626,8594,0.008594,[0]
627,8731,0.008731,[1]
628,8651,0.008651,[0]
629,8538,0.008538,[1]
630,8808,0.008808,[0]
631,8732,0.008732,[1]
632,8597,0.008597,[0]
633,8361,0.008361,[1]
634,8340,0.00834,[0]
635,8238,0.008238,[1]
636,8269,0.008269,[0]
637,8186,0.008186,[1]
638,8340,0.00834,[0]
639,8435,0.008435,[1]
640,8361,0.008361,[0]
641,8728,0.008728,[1]
642,8883,0.008883,[0]
643,8876,0.008876,[1]
644,9128,0.009128,[0]
645,9324,0.009324,[1]
646,9525,0.009525,[0]
